Ratio,Stop,CAGR,StDev,DrawDown,Sharpe,MaR,SM
0.95,0.6,41.32846721347576,0.2578512062874364,-18.96093347421546,160.28029423839644,2.179664164197264,349.3572135784259
0.955,0.6,42.39506634627486,0.2603667868346579,-21.549466601742683,162.8282426559929,1.967337156403046,320.33805188894627
0.975,0.7,49.71920010626234,0.2907818170697966,-27.204786029859974,170.98455676246152,1.8275901913615695,312.4896988133802
0.955,0.7,45.594240620513204,0.27344379990321793,-27.204786029860063,166.74080976292285,1.6759639487871294,279.45158595423175
0.95,0.7,45.06633743500452,0.270962503461644,-27.204786029859985,166.31946066066615,1.6565591578459646,275.51802568542814
0.97,0.7,46.17768334811059,0.28733967557242435,-27.204786029860017,160.70764768602743,1.6974102754355755,272.78681252334326
0.95,1.0,49.6159231046087,0.30703446785730015,-29.48605268712964,161.59724167408007,1.6826912585103513,271.9182659643592
0.975,0.6,43.3335340930848,0.2791975812199654,-24.984557637219496,155.20741226960894,1.7344127009289465,269.19370711872494
0.975,1.0,50.56272234469863,0.3296271663650289,-29.48605268712963,153.39367474556238,1.714801329333877,263.0396773650987
0.94,0.6,37.48971945283197,0.2516172864524839,-21.45975357024281,148.9950073836109,1.7469780969347724,260.29101445180294
0.955,1.0,48.41094289051744,0.31229938180607575,-29.48605268712963,155.01453320384257,1.6418251504938923,254.50675930613932
0.96,0.7,43.21694234723885,0.2791989271732548,-27.204786029860028,154.78907023314204,1.5885786530283255,245.89461269447165
0.955,1.1,48.74319489584238,0.3202633796645336,-30.17767163790045,152.19721638764767,1.6152072791005287,245.8300517681668
0.97,1.0,48.496391513704665,0.3256938914760296,-29.486052687129614,148.9017534038519,1.644723084106571,244.9021510872594
0.975,1.1,49.92615634881699,0.34009824361813,-30.177671637900396,146.7992184190025,1.6544071705689283,242.865679586312
0.95,1.1,47.914573107416935,0.3159387686161678,-30.177671637900406,151.65778266872994,1.5877491703912834,240.79451861565752
0.975,2.0,52.693085448004176,0.3617999510813977,-31.93846854812188,145.64149411990743,1.6498313113733425,240.28389723421984
0.975,1.9,52.24691913668489,0.3596666376825272,-31.589147286821696,145.26484711879928,1.6539515505846263,240.26101913757677
0.97,0.5,37.85829263669791,0.2546217877567126,-23.48063630060032,148.68441923308995,1.6123197068441455,239.72681923018763
0.97,0.6,41.919259746540384,0.2747914229719674,-26.685410019896782,152.54937469724715,1.5708681153965842,239.634948735592
0.955,0.5,36.98228278834006,0.24181253437624767,-23.9725744758731,152.93782385489396,1.542691329442335,235.93585480472402
0.96,1.0,46.60176834191676,0.3171264629218193,-29.486052687129614,146.95010915379024,1.5804681907204892,232.24997314046925
0.975,0.3,29.96772082517385,0.21921526428735655,-17.739355162235782,136.70453525485755,1.6893354099460323,230.9398121062466
0.975,2.1,51.09965940229375,0.36236506474424474,-32.11988105497241,141.01706917679718,1.5909043783455457,224.34467277482332
0.97,1.1,48.36094044650024,0.3339525806988567,-31.309012790297853,144.81379465700235,1.5446331946143794,223.6841942652763
0.96,1.1,46.832006890924596,0.32513277600989293,-30.177671637900417,144.03963656220134,1.5518760841743617,223.53166715404723
0.955,1.2,49.24813938490895,0.32968347707986095,-33.18223351305968,149.38006545283832,1.4841719248804075,221.7056992819003
0.945,0.6,34.62709045231704,0.25279965177184205,-21.488899490427382,136.97443888715816,1.611394313968582,220.71983198180368
0.95,1.2,48.7771607927572,0.3251791124483851,-33.18223351305968,150.00090388800567,1.4699782271606208,220.49806276978123
0.935,0.6,34.246813575885795,0.24595487816435152,-21.644235006538537,139.24022906755056,1.582260290813703,220.31428533738915
0.96,0.6,38.56087506704433,0.26674282017101913,-25.32334704513962,144.56199811609346,1.5227400626903078,220.13034607393632
0.95,2.0,48.5971078739285,0.3397156902896096,-31.589147286821706,143.05229126302405,1.5384115130642395,220.0732918492551
0.975,1.7,49.45385036223813,0.35422684328500675,-31.589147286821717,139.6106797091268,1.5655329317125684,218.56511670341365
0.955,2.0,49.25377520995362,0.3454891016746844,-32.12756881873901,142.5624570245675,1.5330688570877928,218.55806305428126
0.975,2.2,50.61711519390031,0.36350487433968287,-32.279382057377106,139.24741803214542,1.5680943056446248,218.35308329192387
0.955,1.9,48.573746240931385,0.3436665576005344,-31.72293999088599,141.339752637182,1.5311867769786356,216.4175602994843
0.975,1.8,49.38464227591797,0.35751614773380896,-31.589147286821706,138.13262027170765,1.5633420499615749,215.94853374213523
0.955,1.8,48.17946748147071,0.3412046329062753,-31.589147286821706,141.20402490169297,1.525190504321404,215.3630379520252
0.955,1.7,47.91600781602943,0.33820824737517285,-31.589147286821717,141.6760477838863,1.5168503087773728,214.90135682734578
0.975,0.5,37.76127162088723,0.25848016106150595,-25.69544524287437,146.08963204685503,1.469570628722958,214.68903241700232
0.95,1.9,47.829765944764645,0.33802180049158287,-31.589147286821717,141.4990567922132,1.514120198006046,214.24657988789457
0.975,2.3,50.1618658280629,0.3635590536478116,-32.60473588342441,137.97446473896895,1.5384840413188006,212.2715121104073
0.955,1.4,48.81471871558445,0.33407643852931573,-33.67391464233144,146.11841209298836,1.4496300544225862,211.8176416745006
0.975,0.8,43.97168100165278,0.30562639915532985,-29.914898269677614,143.87396220738398,1.469892379551343,211.47924066449164
0.965,0.7,40.18707460271165,0.2807383784202175,-27.204786029860053,143.1477763348709,1.4772060533246685,211.45876172183705
0.95,1.8,47.340102764202555,0.3356795683922695,-31.589147286821717,141.02765619884767,1.4986192040692337,211.3467538844666
0.975,1.2,49.445405278193476,0.3500566374656643,-33.182233513059664,141.24972929000208,1.4901168499924229,210.47860167190038
0.95,1.7,46.98125916323463,0.33279181788505097,-31.589147286821706,141.17311976540947,1.4872594925293907,209.96106246109377
0.945,1.0,43.244478427956665,0.30269827831486185,-29.486052687129593,142.86331150841386,1.4666079209318006,209.52446426878703
0.95,2.1,47.37918219672599,0.33971014153315204,-31.589147286821717,139.46943704093772,1.4998563198472763,209.18411657139225
0.975,2.5,49.8721995642524,0.3652699993073042,-32.60473588342441,136.53516483376606,1.5295998637304227,208.84416952413937
0.95,4.5,47.39425884840669,0.3411517903137778,-31.589147286821706,138.92425657451585,1.5003335929925063,208.4327290202562
0.95,3.9,47.39425884840669,0.3411517903137778,-31.589147286821706,138.92425657451585,1.5003335929925063,208.4327290202562
0.95,4.4,47.39425884840669,0.3411517903137778,-31.589147286821706,138.92425657451585,1.5003335929925063,208.4327290202562
0.95,4.3,47.39425884840669,0.3411517903137778,-31.589147286821706,138.92425657451585,1.5003335929925063,208.4327290202562
0.95,4.0,47.39425884840669,0.3411517903137778,-31.589147286821706,138.92425657451585,1.5003335929925063,208.4327290202562
0.95,3.4,47.39425884840669,0.3411517903137778,-31.589147286821706,138.92425657451585,1.5003335929925063,208.4327290202562
0.95,4.6,47.39425884840669,0.3411517903137778,-31.589147286821706,138.92425657451585,1.5003335929925063,208.4327290202562
0.95,4.7,47.39425884840669,0.3411517903137778,-31.589147286821706,138.92425657451585,1.5003335929925063,208.4327290202562
0.95,2.9,47.39425884840669,0.3411517903137778,-31.589147286821706,138.92425657451585,1.5003335929925063,208.4327290202562
0.95,3.0,47.39425884840669,0.3411517903137778,-31.589147286821706,138.92425657451585,1.5003335929925063,208.4327290202562
0.95,3.1,47.39425884840669,0.3411517903137778,-31.589147286821706,138.92425657451585,1.5003335929925063,208.4327290202562
0.95,3.2,47.39425884840669,0.3411517903137778,-31.589147286821706,138.92425657451585,1.5003335929925063,208.4327290202562
0.95,3.3,47.39425884840669,0.3411517903137778,-31.589147286821706,138.92425657451585,1.5003335929925063,208.4327290202562
0.95,4.2,47.39425884840669,0.3411517903137778,-31.589147286821706,138.92425657451585,1.5003335929925063,208.4327290202562
0.95,3.5,47.39425884840669,0.3411517903137778,-31.589147286821706,138.92425657451585,1.5003335929925063,208.4327290202562
0.95,3.6,47.39425884840669,0.3411517903137778,-31.589147286821706,138.92425657451585,1.5003335929925063,208.4327290202562
0.95,3.7,47.39425884840669,0.3411517903137778,-31.589147286821706,138.92425657451585,1.5003335929925063,208.4327290202562
0.95,3.8,47.39425884840669,0.3411517903137778,-31.589147286821706,138.92425657451585,1.5003335929925063,208.4327290202562
