Date,Open,High,Low,Close,Volume
2010-05-19,90.08,91.62,86.69,89.6,52226
2010-05-20,84.85,85.44,79.84,79.86,220483
2010-05-21,76.76,83.09,76.19,82.99,131922
2010-05-24,81.7,82.48,79.61,79.78,52776
2010-05-25,74.73,79.53,73.0,79.31,129767
2010-05-26,80.56,82.34,77.3,77.82,78997
2010-05-27,81.65,84.58,80.96,84.58,48211
2010-05-28,84.32,84.32,80.5,81.38,125599
2010-06-01,79.54,83.31,78.73,78.73,41444
2010-06-02,80.05,84.14,79.39,84.12,27148
2010-06-03,85.15,85.67,82.31,84.22,59595
2010-06-04,80.06,80.59,75.29,76.13,90114
2010-06-07,77.0,77.25,73.52,73.59,72675
2010-06-08,73.84,76.67,72.32,76.47,66711
2010-06-09,77.45,79.28,75.02,75.53,70458
2010-06-10,79.02,82.0,79.0,81.64,62640
2010-06-11,79.73,82.9,79.73,82.67,73043
2010-06-14,84.63,85.64,82.18,82.18,51095
2010-06-15,84.09,87.54,83.65,87.25,34088
2010-06-16,86.05,88.0,85.76,87.66,21935
2010-06-17,88.32,88.36,85.29,88.27,64439
2010-06-18,88.67,89.29,88.26,88.63,20765
2010-06-21,91.84,92.3,87.5,88.35,65047
2010-06-22,88.5,89.52,84.35,84.56,76127
2010-06-23,84.71,86.25,82.92,84.69,72465
2010-06-24,83.35,83.7,80.55,81.09,66381
2010-06-25,81.58,82.12,79.45,81.48,67152
2010-06-28,81.35,82.2,79.99,80.77,66064
2010-06-29,77.87,77.87,72.97,74.38,90141
2010-06-30,73.87,75.14,71.8,72.14,132628
2010-07-01,72.11,72.6,68.83,71.11,61571
2010-07-02,71.65,72.03,68.75,70.24,94562
2010-07-06,72.6,73.89,69.67,71.4,83155
2010-07-07,71.6,77.78,71.53,77.55,105161
2010-07-08,79.17,80.44,77.96,80.37,74355
2010-07-09,80.33,81.92,79.97,81.84,57034
2010-07-12,81.22,82.31,80.7,82.24,34949
2010-07-13,84.5,86.86,84.5,85.7,58419
2010-07-14,85.36,86.68,84.34,85.85,81937
2010-07-15,85.72,86.1,82.75,85.35,59878
2010-07-16,84.18,84.45,78.97,79.19,85037
2010-07-19,80.29,81.34,78.69,80.59,83705
2010-07-20,77.01,82.55,76.93,82.34,239493
2010-07-21,83.22,83.27,78.69,79.82,130685
2010-07-22,82.17,85.57,82.15,84.51,128797
2010-07-23,84.18,87.45,83.78,86.98,106009
2010-07-26,87.24,89.65,86.89,89.53,105034
2010-07-27,90.93,90.93,88.84,89.94,104508
2010-07-28,89.84,90.19,88.08,88.98,91358
2010-07-29,90.45,91.16,86.11,88.11,101192
2010-07-30,85.89,89.0,84.01,88.11,102233
2010-08-02,91.59,93.71,91.04,93.26,58989
2010-08-03,92.57,93.26,90.57,92.31,24372
2010-08-04,92.99,94.23,92.27,93.69,67050
2010-08-05,91.91,93.49,91.9,93.37,50605
2010-08-06,90.87,93.08,89.39,93.03,76873
2010-08-09,93.89,94.8,92.89,94.16,79737
2010-08-10,92.06,94.26,90.46,92.81,76281
2010-08-11,89.04,89.12,85.77,86.27,41048
2010-08-12,82.98,85.6,82.98,84.54,71737
2010-08-13,84.27,85.34,84.0,84.25,63332
2010-08-16,82.98,84.69,82.05,84.1,46358
2010-08-17,85.89,88.6,85.21,86.8,41287
2010-08-18,86.57,88.55,85.14,87.46,58848
2010-08-19,86.26,86.65,82.32,83.63,191399
2010-08-20,82.86,82.92,80.57,82.34,49312
2010-08-23,83.1,84.29,81.2,81.3,62205
2010-08-24,78.86,79.8,76.98,77.98,67755
2010-08-25,77.1,79.26,75.72,78.59,69723
2010-08-26,79.32,79.4,76.47,76.75,69040
2010-08-27,78.35,80.8,75.74,80.71,102315
2010-08-30,79.82,80.57,77.37,77.37,48544
2010-08-31,76.74,78.89,75.95,77.4,46520
2010-09-01,80.07,83.61,80.0,83.45,126222
2010-09-02,83.85,84.59,83.01,84.53,69208
2010-09-03,86.99,87.87,85.78,87.74,82802
2010-09-07,86.75,86.89,84.9,85.2,43934
2010-09-08,85.54,87.25,85.54,86.2,50846
2010-09-09,88.85,88.85,86.34,86.99,63338
2010-09-10,87.59,88.25,86.95,88.13,45540
2010-09-13,90.49,90.98,89.05,90.37,74539
2010-09-14,90.01,91.49,89.24,90.17,61598
2010-09-15,89.25,91.4,88.91,91.09,32160
2010-09-16,90.36,91.89,90.01,91.75,68295
2010-09-17,92.81,93.02,91.01,91.99,32261
2010-09-20,92.9,96.29,92.42,95.7,52834
2010-09-21,95.77,97.71,94.76,95.99,60040
2010-09-22,96.01,97.0,94.56,95.32,81732
2010-09-23,93.27,95.78,92.73,93.27,56263
2010-09-24,96.25,98.58,96.04,98.39,38854
2010-09-27,98.52,98.76,97.09,97.25,38984
2010-09-28,97.1,99.03,94.97,98.46,103252
2010-09-29,97.77,98.74,96.87,97.65,82819
2010-09-30,99.35,100.77,95.4,96.57,110058
2010-10-01,98.3,98.7,96.53,97.55,93605
2010-10-04,97.2,98.24,94.5,95.57,45181
2010-10-05,98.44,101.2,97.52,100.47,71295
2010-10-06,100.81,101.62,100.2,101.39,42927
2010-10-07,102.37,102.43,99.63,100.86,17702
2010-10-08,101.55,103.12,100.72,102.42,53436
2010-10-11,103.03,103.18,101.81,102.67,17433
2010-10-12,102.0,103.77,99.5,102.82,29137
2010-10-13,104.43,106.8,104.03,105.06,70916
2010-10-14,104.65,105.54,102.97,105.16,30957
2010-10-15,106.5,106.5,102.72,104.12,52940
2010-10-18,104.22,106.72,104.1,105.49,22525
2010-10-19,103.69,104.17,99.97,101.74,72860
2010-10-20,102.5,106.48,102.5,105.29,64918
2010-10-21,106.8,108.39,104.33,106.48,78341
2010-10-22,106.71,106.77,105.46,106.1,36753
2010-10-25,107.61,109.34,106.94,107.1,47982
2010-10-26,105.6,107.58,105.19,107.1,41901
2010-10-27,105.24,106.06,103.02,105.88,95862
2010-10-28,107.28,107.38,103.86,105.34,112412
2010-10-29,104.92,106.0,104.09,105.75,42195
2010-11-01,106.97,109.02,104.04,105.83,138399
2010-11-02,107.9,108.45,107.38,107.49,35436
2010-11-03,108.08,108.69,104.0,108.32,52936
2010-11-04,111.66,115.01,111.4,114.77,80114
2010-11-05,114.9,115.31,113.46,115.12,40351
2010-11-08,113.93,114.46,112.83,114.16,16175
2010-11-09,114.67,114.67,111.23,112.47,51590
2010-11-10,112.31,113.15,110.0,112.7,50923
2010-11-11,110.19,111.3,109.17,110.69,40364
2010-11-12,108.96,110.25,106.5,108.04,99333
2010-11-15,107.8,110.44,107.8,108.3,31215
2010-11-16,106.41,106.41,102.25,103.31,67954
2010-11-17,103.73,103.95,102.75,103.12,40883
2010-11-18,105.62,108.44,105.62,107.63,59009
2010-11-19,107.42,108.51,106.41,108.44,14287
2010-11-22,107.11,108.0,104.36,107.8,66722
2010-11-23,104.78,104.83,102.41,103.81,115875
2010-11-24,105.64,108.14,105.64,107.74,44350
2010-11-26,105.26,106.32,104.76,105.25,40018
2010-11-29,103.29,104.96,100.95,104.5,54146
2010-11-30,101.6,104.66,101.41,103.24,37895
2010-12-01,107.34,110.5,107.14,110.05,65218
2010-12-02,110.3,113.38,109.39,113.08,48422
2010-12-03,111.87,113.91,111.72,113.73,67165
2010-12-06,113.4,113.97,112.87,113.14,26937
2010-12-07,115.65,116.0,112.96,113.0,65557
2010-12-08,113.3,113.86,112.31,113.7,16887
2010-12-09,114.96,114.96,112.63,113.33,29910
2010-12-10,114.31,114.88,113.21,114.7,26232
2010-12-13,116.0,117.0,115.23,115.35,23716
2010-12-14,115.85,117.9,115.8,116.94,41740
2010-12-15,116.57,118.15,115.89,116.47,40589
2010-12-16,116.73,118.0,115.18,117.54,39522
2010-12-17,117.11,117.62,116.04,117.56,20044
2010-12-20,117.8,118.17,115.81,116.86,35615
2010-12-21,118.0,119.02,117.65,118.64,33771
2010-12-22,118.64,119.6,118.49,119.33,18983
2010-12-23,119.55,120.06,119.02,119.95,19093
2010-12-27,118.24,119.58,118.1,119.35,26240
2010-12-28,120.12,120.38,118.5,120.02,16453
2010-12-29,120.75,121.4,120.35,120.35,15220
2010-12-30,119.95,120.48,119.2,119.74,18957
2010-12-31,119.36,120.52,118.48,119.89,19625
2011-01-03,122.81,124.09,122.58,122.7,49432
2011-01-04,131.01,131.01,121.79,123.54,34522
2011-01-05,122.49,125.05,121.11,124.6,45512
2011-01-06,125.06,125.11,123.02,124.0,36993
2011-01-07,123.97,124.45,120.86,123.26,52390
2011-01-10,121.95,122.43,120.06,122.2,35947
2011-01-11,123.58,124.15,122.12,123.11,41645
2011-01-12,124.95,126.6,124.78,125.65,44891
2011-01-13,125.8,125.89,124.0,124.97,31925
2011-01-14,124.15,126.89,124.02,126.71,37180
2011-01-18,127.07,129.04,127.05,128.42,38582
2011-01-19,129.03,129.39,127.43,128.14,53413
2011-01-20,127.19,128.73,125.59,128.11,66278
2011-01-21,130.44,130.71,129.06,129.69,41639
2011-01-24,129.35,133.22,129.35,133.18,86077
2011-01-25,132.42,133.17,130.47,133.1,94932
2011-01-26,133.41,134.49,132.78,133.4,76648
2011-01-27,133.19,134.48,132.97,133.32,34048
2011-01-28,133.79,133.8,127.42,128.07,124367
2011-01-31,128.9,130.06,127.68,130.05,63730
2011-02-01,131.94,135.35,131.66,134.95,76300
2011-02-02,134.76,135.58,134.34,135.0,42581
2011-02-03,134.62,136.27,133.15,135.97,31096
2011-02-04,135.8,136.65,134.61,136.65,50559
2011-02-07,137.55,139.96,137.44,139.15,38473
2011-02-08,139.43,141.93,139.2,141.85,26470
2011-02-09,141.7,142.56,140.57,142.19,44699
2011-02-10,140.52,142.18,139.41,141.73,55417
2011-02-11,140.75,144.01,140.65,143.58,61235
2011-02-14,143.18,143.74,142.43,143.52,28070
2011-02-15,142.53,142.53,141.0,142.0,22883
2011-02-16,143.07,144.94,142.57,144.56,43897
2011-02-17,143.38,145.75,143.29,145.48,29964
2011-02-18,145.8,148.12,145.25,147.98,30219
2011-02-22,145.0,146.41,140.4,141.65,126283
2011-02-23,141.06,141.33,136.45,138.23,82485
2011-02-24,137.62,139.35,133.85,136.53,68049
2011-02-25,138.48,139.79,136.77,139.18,61614
2011-02-28,142.03,142.65,140.13,142.65,34393
2011-03-01,144.08,144.08,136.38,136.38,89806
2011-03-02,136.03,138.14,135.2,136.82,39825
2011-03-03,139.94,144.0,139.94,143.22,47953
2011-03-04,143.43,143.43,137.0,139.91,78403
2011-03-07,141.07,142.62,135.87,137.34,56760
2011-03-08,138.22,143.05,137.01,141.91,50633
2011-03-09,141.35,142.84,139.98,141.87,36281
2011-03-10,138.21,138.21,133.5,133.94,95354
2011-03-11,132.06,137.49,132.06,135.96,90372
2011-03-14,133.91,134.66,131.1,134.22,51847
2011-03-15,124.83,131.52,124.27,129.66,109307
2011-03-16,127.98,128.37,119.91,121.69,166412
2011-03-17,126.12,127.35,124.42,126.59,111391
2011-03-18,131.19,131.73,128.48,129.6,101352
2011-03-21,134.0,136.54,133.56,135.14,97094
2011-03-22,135.83,135.83,134.42,134.82,23236
2011-03-23,133.72,137.72,133.05,136.86,31551
2011-03-24,139.14,140.34,137.4,139.65,57424
2011-03-25,140.62,142.65,140.3,141.26,99515
2011-03-28,142.08,143.0,140.57,140.57,80550
2011-03-29,140.64,143.53,139.95,143.19,24252
2011-03-30,144.96,147.03,144.88,145.77,45985
2011-03-31,145.88,147.0,144.96,144.96,49183
2011-04-01,147.29,148.32,145.58,146.67,67597
2011-04-04,147.38,148.02,146.6,147.48,45614
2011-04-05,146.66,148.93,146.05,147.49,55953
2011-04-06,149.39,149.75,147.97,149.1,42305
2011-04-07,148.77,149.43,145.41,148.23,48040
2011-04-08,149.72,149.72,145.01,147.27,42868
2011-04-11,147.87,149.31,146.22,147.25,24334
2011-04-12,144.58,145.2,141.99,143.1,75715
2011-04-13,145.58,145.62,141.75,143.28,44625
2011-04-14,141.22,144.42,139.62,143.97,49293
2011-04-15,144.75,146.7,143.46,145.77,44566
2011-04-18,141.0,141.12,137.0,140.77,172506
2011-04-19,141.38,143.21,140.85,143.02,39472
2011-04-20,148.38,150.3,147.9,149.66,107721
2011-04-21,150.77,151.51,149.5,151.46,86730
2011-04-25,150.99,151.19,149.35,150.53,71268
2011-04-26,151.52,155.19,151.01,154.68,56758
2011-04-27,155.41,159.0,154.78,158.45,80464
2011-04-28,157.96,161.5,157.94,161.04,70565
2011-04-29,161.87,163.76,161.61,163.36,73976
2011-05-02,166.75,166.75,161.83,162.76,120007
2011-05-03,162.39,164.07,160.6,162.75,48370
2011-05-04,161.98,162.39,157.67,159.3,89429
2011-05-05,157.49,158.71,151.92,154.41,118390
2011-05-06,158.25,160.95,155.21,156.65,180076
2011-05-09,156.65,159.6,155.93,158.14,46658
2011-05-10,159.33,161.88,158.77,160.95,88281
2011-05-11,160.19,160.24,154.68,156.63,83224
2011-05-12,155.34,159.65,153.45,159.12,60751
2011-05-13,159.91,159.91,153.36,155.35,119066
2011-05-16,153.81,157.0,152.91,153.64,35835
2011-05-17,151.57,152.64,147.54,151.18,108475
2011-05-18,151.5,154.86,150.37,154.56,40733
2011-05-19,155.95,157.15,153.51,156.14,61727
2011-05-20,155.31,155.57,151.8,152.64,49424
2011-05-23,146.65,149.1,146.0,148.15,68623
2011-05-24,148.97,149.03,146.99,147.16,26052
2011-05-25,145.2,149.9,145.2,148.35,32797
2011-05-26,147.48,150.08,145.75,148.72,47092
2011-05-27,150.33,151.63,149.62,150.38,37112
2011-05-31,154.32,154.97,152.13,154.82,98474
2011-06-01,153.58,153.72,144.27,144.65,107151
2011-06-02,144.69,145.1,141.24,143.24,68636
2011-06-03,138.1,142.02,138.0,139.85,74705
2011-06-06,138.98,139.67,136.98,138.08,29596
2011-06-07,139.56,140.43,136.74,136.93,26315
2011-06-08,136.49,137.92,135.5,136.21,38987
2011-06-09,137.24,140.84,136.83,138.92,48218
2011-06-10,137.24,137.4,132.42,132.85,94968
2011-06-13,133.98,135.0,132.56,133.26,29954
2011-06-14,135.8,138.66,135.8,137.21,62748
2011-06-15,133.74,135.06,130.25,131.18,103929
2011-06-16,131.12,134.2,130.76,133.43,100267
2011-06-17,136.32,136.99,133.68,134.82,77905
2011-06-20,133.53,137.96,133.33,137.33,32185
2011-06-21,138.75,141.94,138.02,141.06,31813
2011-06-22,139.21,141.48,138.0,138.0,50380
2011-06-23,133.92,136.44,130.13,136.35,135070
2011-06-24,136.16,136.16,132.0,132.57,59766
2011-06-27,132.88,137.48,132.32,135.79,38264
2011-06-28,137.32,140.7,137.13,140.64,44301
2011-06-29,142.02,144.0,140.45,143.35,51727
2011-06-30,144.78,149.0,144.76,148.51,72022
2011-07-01,149.11,155.14,148.43,154.77,58239
2011-07-05,154.51,155.4,153.07,154.27,69558
2011-07-06,153.83,157.14,153.56,156.45,48100
2011-07-07,159.28,161.31,158.57,160.33,100516
2011-07-08,155.99,157.59,154.31,157.57,109237
2011-07-11,152.9,153.8,150.8,152.1,67560
2011-07-12,151.86,154.2,149.85,149.99,89619
2011-07-13,152.08,155.55,150.78,151.67,97779
2011-07-14,152.12,154.64,148.67,149.43,83845
2011-07-15,151.81,151.83,148.52,150.95,80740
2011-07-18,148.75,149.15,144.66,147.66,100621
2011-07-19,150.42,155.48,150.39,154.51,65666
2011-07-20,155.48,155.49,153.72,154.37,42525
2011-07-21,156.47,161.0,155.32,160.09,112745
2011-07-22,159.51,160.03,156.97,158.42,81106
2011-07-25,153.78,157.23,153.0,155.15,71709
2011-07-26,153.75,154.23,151.28,151.87,69366
2011-07-27,150.18,150.18,144.03,144.62,100782
2011-07-28,144.24,147.16,142.0,142.6,81196
2011-07-29,138.3,142.37,137.0,139.04,110354
2011-08-01,144.15,144.78,133.99,138.43,233624
2011-08-02,135.81,138.0,129.37,129.37,179051
2011-08-03,129.84,130.73,124.23,130.57,156757
2011-08-04,125.4,126.35,113.61,113.61,230411
2011-08-05,118.22,119.21,106.73,115.32,151998
2011-08-08,106.29,111.59,96.46,96.74,344800
2011-08-09,100.8,107.74,91.2,107.74,330195
2011-08-10,101.86,103.04,92.36,93.02,386180
2011-08-11,96.03,107.72,94.97,103.71,265428
2011-08-12,107.4,109.89,104.75,107.8,209177
2011-08-15,110.89,113.87,109.85,113.81,128277
2011-08-16,111.1,113.7,108.44,111.5,132429
2011-08-17,113.51,115.5,109.74,112.2,127440
2011-08-18,104.33,104.42,96.72,100.44,274303
2011-08-19,95.95,102.33,94.77,95.1,184797
2011-08-22,101.08,101.14,95.48,95.94,121066
2011-08-23,97.45,104.38,96.45,104.11,171756
2011-08-24,103.53,108.71,103.0,108.6,113459
2011-08-25,110.0,110.84,102.63,103.6,96969
2011-08-26,102.05,108.5,97.71,107.53,103886
2011-08-29,111.39,114.87,111.25,114.6,116744
2011-08-30,113.68,117.63,111.89,115.4,145328
2011-08-31,117.85,120.15,115.05,117.2,133171
2011-09-01,117.42,120.25,113.37,113.37,94712
2011-09-02,107.4,108.91,105.26,106.16,205054
2011-09-06,98.22,103.72,97.33,103.14,197435
2011-09-07,107.56,110.75,106.4,110.75,103158
2011-09-08,108.89,112.61,107.16,107.46,119563
2011-09-09,104.05,104.08,97.25,98.85,187404
2011-09-12,95.7,100.8,94.45,100.79,152606
2011-09-13,101.18,103.0,98.75,101.81,113379
2011-09-14,103.42,109.8,99.25,105.89,242864
2011-09-15,108.8,111.27,107.1,111.24,120856
2011-09-16,112.65,114.11,110.44,113.35,145931
2011-09-19,108.17,111.49,106.0,110.12,120266
2011-09-20,111.46,114.5,109.32,110.68,165071
2011-09-21,110.5,111.5,101.7,101.7,218968
2011-09-22,93.45,94.93,87.53,91.26,580732
2011-09-23,89.72,93.11,88.82,92.07,234179
2011-09-26,94.36,99.51,92.31,99.27,335285
2011-09-27,105.35,107.85,101.72,103.18,259858
2011-09-28,104.43,106.66,97.88,98.19,129914
2011-09-29,103.74,105.19,97.19,102.17,286383
2011-09-30,97.94,101.5,95.45,95.51,214823
2011-10-03,93.65,97.2,88.6,88.66,472828
2011-10-04,85.49,93.08,82.54,92.4,450634
2011-10-05,92.59,96.43,91.03,96.15,245282
2011-10-06,96.38,101.19,94.29,100.89,323468
2011-10-07,102.97,103.88,99.0,100.5,338017
2011-10-10,105.33,109.43,104.95,109.43,178815
2011-10-11,107.59,109.8,107.46,108.93,184090
2011-10-12,111.2,114.72,110.0,111.63,221009
2011-10-13,109.95,111.66,107.7,110.61,171995
2011-10-14,114.15,115.5,112.24,115.5,201636
2011-10-17,114.23,114.23,107.5,108.2,156979
2011-10-18,107.0,115.29,105.23,112.94,297601
2011-10-19,112.78,114.94,110.09,110.81,264053
2011-10-20,111.43,113.5,108.0,112.2,344249
2011-10-21,116.25,120.31,116.06,120.06,342820
2011-10-24,121.09,124.2,120.65,123.29,355610
2011-10-25,121.36,121.53,116.13,116.89,138147
2011-10-26,121.6,122.47,116.5,121.57,256957
2011-10-27,129.74,134.53,127.9,132.31,311596
2011-10-28,130.93,133.58,130.93,132.9,151142
2011-10-31,128.42,128.96,123.89,123.89,174979
2011-11-01,116.53,118.79,113.69,114.89,468440
2011-11-02,119.16,121.04,117.23,119.71,145388
2011-11-03,123.38,126.86,120.1,126.15,305834
2011-11-04,124.0,124.59,120.1,124.33,142647
2011-11-07,124.3,127.08,121.2,127.0,158096
2011-11-08,128.94,131.06,125.31,130.63,179245
2011-11-09,123.17,124.45,116.7,118.09,292204
2011-11-10,121.93,123.57,118.81,121.41,146970
2011-11-11,125.65,130.22,125.65,129.58,160724
2011-11-14,129.21,129.89,125.52,126.91,86217
2011-11-15,126.03,129.74,124.74,127.61,129987
2011-11-16,124.47,128.33,121.43,121.61,128601
2011-11-17,121.8,123.16,114.93,118.03,210456
2011-11-18,119.4,120.3,117.41,118.64,129788
2011-11-21,113.65,114.23,108.25,111.13,285520
2011-11-22,110.4,111.82,107.98,109.71,157454
2011-11-23,106.75,107.06,102.89,103.0,236204
2011-11-25,102.66,105.77,102.54,102.59,63009
2011-11-28,109.53,111.2,108.21,110.24,208611
2011-11-29,110.96,113.33,110.4,111.53,131825
2011-11-30,119.85,125.54,119.85,125.17,235116
2011-12-01,124.24,126.0,123.41,124.72,151254
2011-12-02,128.47,128.69,124.45,124.73,146330
2011-12-05,130.02,130.05,125.1,127.36,133133
2011-12-06,127.58,130.89,126.57,128.83,122423
2011-12-07,127.83,132.4,126.27,130.48,143420
2011-12-08,129.25,129.75,123.05,124.04,159979
2011-12-09,125.52,130.56,125.49,129.74,190820
2011-12-12,127.0,127.0,122.13,124.81,180527
2011-12-13,127.0,128.63,121.15,122.57,217657
2011-12-14,121.07,122.41,117.8,118.77,194532
2011-12-15,122.68,123.0,119.59,120.26,148365
2011-12-16,122.5,123.14,118.61,119.83,170302
2011-12-19,120.93,121.9,116.12,117.03,122965
2011-12-20,122.26,127.46,122.09,126.98,228728
2011-12-21,127.11,127.45,123.76,127.14,176193
2011-12-22,128.09,129.62,127.75,129.35,179134
2011-12-23,130.28,133.26,129.47,133.13,77640
2011-12-27,132.86,134.32,132.42,133.09,183325
2011-12-28,133.25,133.37,128.21,128.75,128848
2011-12-29,129.35,133.03,129.25,132.66,130143
2011-12-30,132.22,132.86,130.31,130.31,127054
2012-01-03,137.31,138.99,136.02,136.27,174998
2012-01-04,135.18,137.5,134.47,137.18,70203
2012-01-05,135.47,137.76,132.82,137.14,133096
2012-01-06,137.61,137.61,134.47,135.54,130761
2012-01-09,136.49,136.84,134.46,136.35,87788
2012-01-10,140.31,140.53,138.33,138.57,80046
2012-01-11,137.54,138.73,136.61,138.27,108574
2012-01-12,138.93,139.49,136.18,138.91,131979
2012-01-13,136.28,137.5,133.72,137.5,161081
2012-01-17,140.76,142.3,138.85,139.28,104804
2012-01-18,139.01,142.86,138.62,142.69,96179
2012-01-19,143.89,144.52,142.46,144.51,95412
2012-01-20,144.6,147.73,144.4,147.73,80319
2012-01-23,147.51,149.12,145.76,147.31,100414
2012-01-24,144.9,146.38,144.05,146.15,217767
2012-01-25,144.62,149.63,142.75,148.65,163673
2012-01-26,150.91,151.69,146.76,148.05,197277
2012-01-27,146.1,147.0,144.5,145.91,186990
2012-01-30,142.32,145.27,140.91,145.24,121340
2012-01-31,147.44,147.6,142.25,144.7,132430
2012-02-01,148.0,149.86,147.11,147.51,116414
2012-02-02,148.11,148.32,146.07,147.3,106378
2012-02-03,151.58,153.0,150.78,152.57,152489
2012-02-06,150.78,151.92,150.27,151.7,70516
2012-02-07,151.11,153.92,149.76,153.15,152822
2012-02-08,153.51,154.06,151.37,153.72,95150
2012-02-09,154.79,155.27,152.46,154.09,115156
2012-02-10,150.37,150.79,148.8,150.77,143784
2012-02-13,153.66,153.93,151.6,153.36,120198
2012-02-14,152.46,153.59,150.49,153.56,98259
2012-02-15,155.0,155.0,149.72,150.69,214258
2012-02-16,151.12,155.27,151.0,154.99,189365
2012-02-17,157.09,157.29,155.38,156.64,120483
2012-02-21,158.14,158.59,155.75,157.15,141665
2012-02-22,156.81,157.67,155.3,156.27,117915
2012-02-23,155.79,158.29,154.22,157.9,181382
2012-02-24,158.61,159.04,156.78,157.96,160578
2012-02-27,155.53,159.55,154.23,158.06,181872
2012-02-28,158.07,159.52,157.22,158.98,109459
2012-02-29,159.6,160.75,156.13,157.03,176457
2012-03-01,157.99,160.0,156.84,157.92,176626
2012-03-02,158.03,158.7,156.07,157.88,111524
2012-03-05,157.22,157.9,154.4,157.26,163552
2012-03-06,151.81,152.5,149.11,149.83,374397
2012-03-07,150.6,153.56,150.15,153.02,175936
2012-03-08,155.12,156.49,153.92,155.43,87262
2012-03-09,156.47,157.66,155.41,156.22,88243
2012-03-12,156.05,157.9,155.96,157.28,101945
2012-03-13,159.51,165.61,158.66,165.51,303589
2012-03-14,165.84,167.14,165.08,166.24,136466
2012-03-15,166.66,168.35,165.25,168.15,122592
2012-03-16,169.49,169.8,167.56,167.72,156718
2012-03-19,166.91,168.99,166.68,167.74,211449
2012-03-20,165.09,166.34,163.36,165.15,230968
2012-03-21,165.42,165.58,162.61,163.23,192598
2012-03-22,160.32,161.46,159.02,160.22,229254
2012-03-23,160.18,162.14,158.63,161.72,93895
2012-03-26,164.72,167.45,164.53,167.35,171371
2012-03-27,167.76,168.21,165.64,165.75,93349
2012-03-28,165.92,166.36,160.96,163.09,136274
