Date,,,VXX,TQQQ,VXX,TQQQ,Capital,,,VXX,0.94,0.3,уменьшена эффективность на 1.5
8/7/2009,-0.83%,-0.55%,11182.5016,12995.43554,-0.55%,-0.01%,1224922,,,,,,
8/10/2009,-0.96%,-0.64%,11111.01566,12626.02235,-0.64%,-2.84%,1203597,,,,,,
8/11/2009,-0.96%,-0.64%,11039.96856,12498.84874,-0.64%,-1.01%,1193687,,,,,,
8/12/2009,0.00%,0.00%,11039.61681,12497.72389,0.00%,-0.01%,1193615,,,,,,
8/13/2009,1.55%,1.04%,11153.99097,12799.13639,1.04%,2.41%,1214191,,,,,,
8/14/2009,-1.03%,-0.69%,11077.53141,12667.78054,-0.69%,-1.03%,1203799,,,,,,
8/17/2009,-1.01%,-0.68%,11002.65887,12521.15118,-0.68%,-1.16%,1192764,,,,,,
8/18/2009,0.00%,0.00%,11002.3065,12520.02632,0.00%,-0.01%,1192691,,,,,,
8/19/2009,0.31%,0.20%,11024.82792,12657.8076,0.20%,1.10%,1200475,,,,,,
8/20/2009,4.83%,3.22%,11380.06645,13221.3556,3.22%,4.45%,1246539,,,,,,
8/21/2009,2.21%,1.48%,11547.96047,13856.05295,1.48%,4.80%,1285655,,,,,,
8/24/2009,0.12%,0.08%,11557.0247,13954.30681,0.08%,0.71%,1290718,,,,,,
8/25/2009,-1.07%,-0.71%,11474.69292,14035.62035,-0.71%,0.58%,1289881,,,,,,
8/26/2009,-1.03%,-0.69%,11396.01157,13964.471,-0.69%,-0.51%,1282189,,,,,,
8/27/2009,-0.97%,-0.64%,11322.64153,13900.01173,-0.64%,-0.46%,1275102,,,,,,
8/28/2009,-1.00%,-0.67%,11246.88522,13754.47585,-0.67%,-1.05%,1264161,,,,,,
8/31/2009,-0.96%,-0.64%,11175.26656,13753.351,-0.64%,-0.01%,1260085,,,,,,
9/1/2009,-0.90%,-0.60%,11108.56364,13011.01785,-0.60%,-5.40%,1222318,,,,,,
9/2/2009,0.00%,0.00%,11108.21275,13009.893,0.00%,-0.01%,1222245,,,,,,
9/3/2009,0.03%,0.02%,11110.58099,13320.87735,0.02%,2.39%,1236984,,,,,,
9/4/2009,3.96%,2.64%,11404.211,14021.73545,2.64%,5.26%,1285870,,,,,,
9/8/2009,3.89%,2.59%,11699.95366,14706.58701,2.59%,4.88%,1333946,,,,,,
9/9/2009,2.25%,1.50%,11875.41545,15012.99806,1.50%,2.08%,1357845,,,,,,
9/10/2009,2.63%,1.76%,12083.96716,15450.89147,1.76%,2.92%,1389570,,,,,,
9/11/2009,2.26%,1.51%,12266.14032,15632.68011,1.51%,1.18%,1408219,,,,,,
9/14/2009,0.00%,0.00%,12265.80615,15662.40655,0.00%,0.19%,1409539,,,,,,
9/15/2009,3.11%,2.08%,12520.37948,15918.51131,2.08%,1.64%,1435690,,,,,,
9/16/2009,0.64%,0.43%,12573.83642,16571.34978,0.43%,4.10%,1468195,,,,,,
9/17/2009,1.86%,1.24%,12729.87613,16684.53893,1.24%,0.68%,1482319,,,,,,
9/18/2009,-1.23%,-0.82%,12625.892,16801.15806,-0.82%,0.70%,1481445,,,,,,
9/21/2009,0.00%,0.00%,12625.56254,16774.86159,0.00%,-0.16%,1480267,,,,,,
9/22/2009,2.59%,1.72%,12843.27287,16950.75752,1.72%,1.05%,1500790,,,,,,
9/23/2009,0.09%,0.06%,12850.75042,16812.69567,0.06%,-0.81%,1495115,,,,,,
9/24/2009,-1.11%,-0.74%,12755.59625,16668.65859,-0.74%,-0.86%,1483175,,,,,,
9/25/2009,-1.07%,-0.72%,12664.33036,16667.53373,-0.72%,-0.01%,1477819,,,,,,
9/28/2009,0.00%,0.00%,12664.33036,17371.64393,0.00%,4.22%,1509034,,,,,,
9/29/2009,0.00%,0.00%,12664.33036,17407.56792,0.00%,0.21%,1510594,,,,,,
9/30/2009,0.00%,0.00%,12664.33036,17248.91621,0.00%,-0.91%,1503710,,,,,,
10/1/2009,0.00%,0.00%,12664.33036,17050.57103,0.00%,-1.15%,1495065,,,,,,
10/2/2009,0.00%,0.00%,12664.33036,17049.44618,0.00%,-0.01%,1495016,,,,,,
10/5/2009,0.00%,0.00%,12664.33036,17504.44474,0.00%,2.67%,1514964,,,,,,
10/6/2009,0.00%,0.00%,12664.33036,18354.64206,0.00%,4.86%,1551755,,,,,,
10/7/2009,0.00%,0.00%,12664.33036,18666.64108,0.00%,1.70%,1564944,,,,,,
10/8/2009,0.00%,0.00%,12664.33036,19025.43994,0.00%,1.92%,1579984,,,,,,
10/9/2009,0.00%,0.00%,12664.33036,19184.03944,0.00%,0.83%,1586570,,,,,,
10/12/2009,0.00%,0.00%,12664.00135,19498.63845,0.00%,1.64%,1599558,,,,,,
10/13/2009,1.14%,0.76%,12760.20522,19453.13859,0.76%,-0.23%,1603768,,,,,,
10/14/2009,0.00%,0.00%,12759.87744,20311.13588,0.00%,4.41%,1639115,,,,,,
10/15/2009,-0.27%,-0.18%,12736.85534,20129.13646,-0.18%,-0.90%,1630292,,,,,,
10/16/2009,-1.06%,-0.70%,12647.26798,19697.16679,-0.70%,-2.15%,1607066,,,,,,
10/19/2009,0.00%,0.00%,12646.93873,19696.04194,0.00%,-0.01%,1606999,,,,,,
10/20/2009,1.50%,1.00%,12773.82474,19852.39166,1.00%,0.79%,1621439,,,,,,
10/21/2009,-0.86%,-0.57%,12700.90082,19851.2668,-0.57%,-0.01%,1616765,,,,,,
10/22/2009,-0.94%,-0.63%,12621.4387,19948.8752,-0.63%,0.49%,1615682,,,,,,
10/23/2009,-1.11%,-0.74%,12527.9254,19913.85347,-0.74%,-0.18%,1608278,,,,,,
10/26/2009,-1.14%,-0.76%,12433.11383,19732.58787,-0.76%,-0.91%,1594873,,,,,,
10/27/2009,0.00%,0.00%,12433.11383,19533.11763,0.00%,-1.01%,1586812,,,,,,
10/28/2009,0.00%,0.00%,12433.11383,19304.72199,0.00%,-1.17%,1577535,,,,,,
10/29/2009,0.00%,0.00%,12433.11383,19303.59714,0.00%,-0.01%,1577489,,,,,,
10/30/2009,0.00%,0.00%,12433.11383,18248.86485,0.00%,-5.46%,1534393,,,,,,
11/2/2009,0.00%,0.00%,12433.11383,18248.86485,0.00%,0.00%,1534393,,,,,,
11/3/2009,0.00%,0.00%,12433.11383,18248.86485,0.00%,0.00%,1534393,,,,,,
11/4/2009,0.00%,0.00%,12433.11383,18247.74,0.00%,-0.01%,1534345,,,,,,
11/5/2009,0.00%,0.00%,12433.11383,19413.80101,0.00%,6.39%,1583369,,,,,,
11/6/2009,0.00%,0.00%,12433.11383,19804.67411,0.00%,2.01%,1599308,,,,,,
11/9/2009,0.00%,0.00%,12433.11383,21164.86002,0.00%,6.87%,1654229,,,,,,
11/10/2009,0.00%,0.00%,12432.78173,21541.30492,0.00%,1.78%,1668918,,,,,,
11/11/2009,-0.56%,-0.37%,12386.60983,22084.32996,-0.37%,2.52%,1686854,,,,,,
11/12/2009,-1.67%,-1.12%,12248.46571,21816.7524,-1.12%,-1.21%,1667229,,,,,,
11/13/2009,-1.65%,-1.10%,12113.61648,22130.23787,-1.10%,1.44%,1670029,,,,,,
11/16/2009,0.00%,0.00%,12113.27999,22839.84306,0.00%,3.21%,1696781,,,,,,
11/17/2009,-1.00%,-0.67%,12032.46841,23065.44766,-0.67%,0.99%,1699501,,,,,,
11/18/2009,2.40%,1.60%,12224.80688,22675.28587,1.60%,-1.69%,1698711,,,,,,
11/19/2009,-0.15%,-0.10%,12212.98058,22484.88847,-0.10%,-0.84%,1690757,,,,,,
11/20/2009,0.00%,0.00%,12212.64543,22483.76362,0.00%,-0.01%,1690692,,,,,,
11/23/2009,6.14%,4.09%,12712.36161,23537.23818,4.09%,4.69%,1764890,,,,,,
11/24/2009,1.95%,1.30%,12877.5583,23309.44402,1.30%,-0.97%,1767817,,,,,,
11/25/2009,-1.31%,-0.87%,12765.46874,23308.31917,-0.87%,0.00%,1760081,,,,,,
11/27/2009,0.00%,0.00%,12765.46874,22005.29401,0.00%,-5.59%,1710883,,,,,,
11/30/2009,0.00%,0.00%,12765.46874,22284.03044,0.00%,1.27%,1721719,,,,,,
12/1/2009,0.00%,0.00%,12765.46874,23037.70128,0.00%,3.38%,1750834,,,,,,
12/2/2009,0.00%,0.00%,12765.14069,23246.07705,0.00%,0.90%,1758730,,,,,,
12/3/2009,-0.33%,-0.22%,12736.7123,22901.29441,-0.22%,-1.48%,1743729,,,,,,
12/4/2009,-1.29%,-0.86%,12627.46483,22713.34068,-0.86%,-0.82%,1729095,,,,,,
12/7/2009,0.00%,0.00%,12627.13499,22712.21583,0.00%,0.00%,1729029,,,,,,
12/8/2009,-1.66%,-1.11%,12487.16629,22205.42534,-1.11%,-2.23%,1700156,,,,,,
12/9/2009,0.00%,0.00%,12486.83459,22662.87044,0.00%,2.06%,1717646,,,,,,
12/10/2009,2.26%,1.51%,12674.92433,23256.34877,1.51%,2.62%,1753072,,,,,,
12/11/2009,0.74%,0.50%,12737.85842,22982.71721,0.50%,-1.18%,1747111,,,,,,
12/14/2009,0.19%,0.13%,12754.18324,22981.59236,0.13%,0.00%,1748188,,,,,,
12/15/2009,0.00%,0.00%,12753.85499,22705.36194,0.00%,-1.20%,1737659,,,,,,
12/16/2009,3.14%,2.10%,13021.17489,22801.32932,2.10%,0.42%,1759542,,,,,,
12/17/2009,1.69%,1.13%,13167.92994,22088.05829,1.13%,-3.13%,1741937,,,,,,
12/18/2009,0.43%,0.29%,13205.79061,22802.62617,0.29%,3.24%,1772617,,,,,,
12/21/2009,0.00%,0.00%,13205.46796,23644.28598,0.00%,3.69%,1805310,,,,,,
12/22/2009,3.65%,2.43%,13526.51257,24173.40339,2.43%,2.24%,1847455,,,,,,
12/23/2009,2.03%,1.36%,13709.93972,24668.80254,1.36%,2.05%,1878911,,,,,,
12/24/2009,0.57%,0.38%,13761.64746,25322.41817,0.38%,2.65%,1907346,,,,,,
12/28/2009,0.00%,0.00%,13761.40023,25874.879,0.00%,2.18%,1928135,,,,,,
12/29/2009,0.00%,0.00%,13761.08407,25733.52165,0.00%,-0.55%,1922846,,,,,,
12/30/2009,-1.45%,-0.97%,13627.71046,25759.45878,-0.97%,0.10%,1914497,,,,,,
12/31/2009,-0.78%,-0.52%,13557.28525,25293.74796,-0.52%,-1.81%,1892244,,,,,,
1/4/2010,0.00%,0.00%,13556.96671,25292.6231,0.00%,0.00%,1892180,,,,,,
1/5/2010,1.38%,0.92%,13682.11631,25325.04794,0.92%,0.13%,1902126,,,,,,
1/6/2010,2.26%,1.50%,13887.94387,24884.62874,1.50%,-1.74%,1899894,,,,,,
1/7/2010,2.32%,1.55%,14103.01075,24749.62784,1.55%,-0.54%,1909451,,,,,,
1/8/2010,1.70%,1.14%,14263.09033,24748.50299,1.14%,0.00%,1920245,,,,,,
1/11/2010,3.63%,2.42%,14607.99393,24681.13006,2.42%,-0.27%,1940848,,,,,,
1/12/2010,-1.71%,-1.14%,14441.67351,24524.42523,-1.14%,-0.63%,1923638,,,,,,
1/13/2010,-0.94%,-0.63%,14351.20108,24363.38252,-0.63%,-0.66%,1911297,,,,,,
1/14/2010,0.00%,0.00%,14350.89131,24362.25767,0.00%,0.00%,1911232,,,,,,
1/15/2010,0.88%,0.59%,14434.99222,23717.90375,0.59%,-2.64%,1891557,,,,,,
1/19/2010,0.00%,0.00%,14434.68334,23716.7789,0.00%,0.00%,1891492,,,,,,
1/20/2010,2.90%,1.93%,14713.94173,22981.04119,1.93%,-3.10%,1880450,,,,,,
1/21/2010,-1.34%,-0.89%,14582.69696,22742.29628,-0.89%,-1.04%,1862296,,,,,,
1/22/2010,0.00%,0.00%,14582.69696,22467.61662,0.00%,-1.21%,1851049,,,,,,
1/25/2010,0.00%,0.00%,14582.69696,22467.61662,0.00%,0.00%,1851049,,,,,,
1/26/2010,0.00%,0.00%,14582.69696,22466.49176,0.00%,-0.01%,1851003,,,,,,
1/27/2010,0.00%,0.00%,14582.69696,22854.69257,0.00%,1.73%,1866995,,,,,,
1/28/2010,0.00%,0.00%,14582.69696,21467.86715,0.00%,-6.07%,1810350,,,,,,
1/29/2010,0.00%,0.00%,14582.69696,21130.47788,0.00%,-1.57%,1796124,,,,,,
2/1/2010,0.00%,0.00%,14582.69696,21129.35302,0.00%,-0.01%,1796076,,,,,,
2/2/2010,0.00%,0.00%,14582.69696,21758.81967,0.00%,2.98%,1822830,,,,,,
2/3/2010,0.00%,0.00%,14582.69696,22070.99419,0.00%,1.43%,1835906,,,,,,
2/4/2010,0.00%,0.00%,14582.69696,20602.23956,0.00%,-6.65%,1774819,,,,,,
2/5/2010,0.00%,0.00%,14582.69696,20601.11471,0.00%,-0.01%,1774771,,,,,,
2/8/2010,0.00%,0.00%,14582.69696,20381.60497,0.00%,-1.07%,1765315,,,,,,
2/9/2010,0.00%,0.00%,14582.69696,20970.74892,0.00%,2.89%,1790829,,,,,,
2/10/2010,0.00%,0.00%,14582.69696,20845.85545,0.00%,-0.60%,1785497,,,,,,
2/11/2010,0.00%,0.00%,14582.69696,21505.6462,0.00%,3.17%,1813753,,,,,,
2/12/2010,0.00%,0.00%,14582.69696,21723.89438,0.00%,1.01%,1822956,,,,,,
2/16/2010,0.00%,0.00%,14582.69696,22711.68819,0.00%,4.55%,1864401,,,,,,
2/17/2010,0.00%,0.00%,14582.69696,23208.73897,0.00%,2.19%,1884803,,,,,,
2/18/2010,0.00%,0.00%,14582.3896,23524.12651,0.00%,1.36%,1897590,,,,,,
2/19/2010,3.29%,2.19%,14902.00362,23602.34263,2.19%,0.33%,1921540,,,,,,
2/22/2010,3.29%,2.19%,15228.78614,23428.30957,2.19%,-0.74%,1935524,,,,,,
2/23/2010,-1.56%,-1.04%,15070.86746,23214.26318,-1.04%,-0.91%,1916647,,,,,,
2/24/2010,0.00%,0.00%,15070.86746,23213.13833,0.00%,0.00%,1916600,,,,,,
2/25/2010,0.00%,0.00%,15070.86746,23071.52541,0.00%,-0.61%,1910754,,,,,,
2/26/2010,0.00%,0.00%,15070.56501,23481.19134,0.00%,1.78%,1927699,,,,,,
3/1/2010,2.44%,1.63%,15315.61484,24387.76687,1.63%,3.86%,1980584,,,,,,
3/2/2010,2.12%,1.42%,15532.5393,24878.35447,1.42%,2.01%,2014531,,,,,,
3/3/2010,0.65%,0.43%,15599.39385,24984.56416,0.43%,0.43%,2023167,,,,,,
3/4/2010,-0.11%,-0.07%,15588.27525,25140.08548,-0.07%,0.62%,2028743,,,,,,
3/5/2010,1.61%,1.07%,15755.11373,26187.00953,1.07%,4.16%,2081841,,,,,,
3/8/2010,2.98%,1.99%,16068.59329,26504.37418,1.99%,1.21%,2115168,,,,,,
3/9/2010,-0.56%,-0.38%,16008.13863,26796.45082,-0.38%,1.10%,2122843,,,,,,
3/10/2010,0.00%,0.00%,16007.84505,27477.96297,0.00%,2.54%,2149819,,,,,,
3/11/2010,-2.52%,-1.68%,15738.67567,27839.58166,-1.68%,1.32%,2145890,,,,,,
3/12/2010,-0.88%,-0.59%,15645.96215,27934.14655,-0.59%,0.34%,2143215,,,,,,
3/15/2010,-0.86%,-0.57%,15556.47549,27752.86338,-0.57%,-0.65%,2130131,,,,,,
3/16/2010,0.00%,0.00%,15556.17765,27751.73853,0.00%,0.00%,2130068,,,,,,
3/17/2010,3.48%,2.32%,15917.39257,28040.97431,2.32%,1.04%,2165898,,,,,,
3/18/2010,2.51%,1.68%,16184.18855,28296.69349,1.68%,0.91%,2193925,,,,,,
3/19/2010,-0.74%,-0.49%,16104.1622,27821.6191,-0.49%,-1.68%,2170084,,,,,,
3/22/2010,0.00%,0.00%,16103.86937,27820.49424,0.00%,0.00%,2170021,,,,,,
3/23/2010,3.37%,2.25%,16465.54649,28631.34775,2.25%,2.91%,2226012,,,,,,
3/24/2010,-1.02%,-0.68%,16353.68131,28449.79507,-0.68%,-0.63%,2211393,,,,,,
3/25/2010,-1.01%,-0.67%,16243.46417,28319.64505,-0.67%,-0.46%,2198883,,,,,,
3/26/2010,-1.06%,-0.71%,16128.39224,28115.01785,-0.71%,-0.72%,2183150,,,,,,
3/29/2010,0.00%,0.00%,16128.09956,28113.89299,0.00%,0.00%,2183087,,,,,,
3/30/2010,0.05%,0.03%,16133.04077,28390.97761,0.03%,0.99%,2194179,,,,,,
3/31/2010,0.92%,0.61%,16231.84978,28025.12995,0.61%,-1.29%,2186761,,,,,,
4/1/2010,2.72%,1.81%,16526.33712,27888.5694,1.81%,-0.49%,2201270,,,,,,
4/5/2010,0.00%,0.00%,16526.04795,27887.44455,0.00%,0.00%,2201206,,,,,,
4/6/2010,1.74%,1.16%,16717.28476,28189.33524,1.16%,1.08%,2225857,,,,,,
4/7/2010,2.18%,1.46%,16960.642,28147.21095,1.46%,-0.15%,2240395,,,,,,
4/8/2010,-1.11%,-0.74%,16835.19334,28169.44321,-0.74%,0.08%,2232994,,,,,,
4/9/2010,0.00%,0.00%,16834.90679,28672.59435,0.00%,1.79%,2252918,,,,,,
4/12/2010,0.56%,0.37%,16897.83033,28898.42731,0.37%,0.79%,2266000,,,,,,
4/13/2010,-1.38%,-0.92%,16742.11537,29188.6168,-0.92%,1.00%,2266937,,,,,,
4/14/2010,0.00%,0.00%,16741.82802,30254.59515,0.00%,3.65%,2308312,,,,,,
4/15/2010,1.24%,0.82%,16879.76275,30712.11166,0.82%,1.51%,2335274,,,,,,
4/16/2010,-1.48%,-0.99%,16713.07179,29770.70254,-0.99%,-3.07%,2287953,,,,,,
4/19/2010,0.00%,0.00%,16712.78416,29557.94994,0.00%,-0.71%,2279758,,,,,,
4/20/2010,5.53%,3.69%,17329.02509,29556.82509,3.69%,0.00%,2321744,,,,,,
4/21/2010,2.27%,1.51%,17591.30275,29883.30884,1.51%,1.10%,2352137,,,,,,
4/22/2010,-1.29%,-0.86%,17439.55006,29882.18399,-0.86%,0.00%,2341948,,,,,,
4/23/2010,0.00%,0.00%,17439.26833,30599.21983,0.00%,2.40%,2370027,,,,,,
4/26/2010,-1.15%,-0.77%,17305.76159,30623.12102,-0.77%,0.08%,2361880,,,,,,
4/27/2010,-1.36%,-0.91%,17148.72101,28778.10997,-0.91%,-6.02%,2280014,,,,,,
4/28/2010,0.00%,0.00%,17148.72101,28504.31678,0.00%,-0.95%,2269168,,,,,,
4/29/2010,0.00%,0.00%,17148.43688,28503.19193,0.00%,0.00%,2269104,,,,,,
4/30/2010,0.07%,0.04%,17156.08702,27323.36905,0.04%,-4.14%,2222648,,,,,,
5/3/2010,0.00%,0.00%,17156.08702,27322.2442,0.00%,0.00%,2222602,,,,,,
5/4/2010,0.00%,0.00%,17156.08702,25193.94972,0.00%,-7.79%,2136036,,,,,,
5/5/2010,0.00%,0.00%,17156.08702,25192.82487,0.00%,0.00%,2135989,,,,,,
5/6/2010,0.00%,0.00%,17156.08702,22996.904,0.00%,-8.72%,2042897,,,,,,
5/7/2010,0.00%,0.00%,17156.08702,22996.904,0.00%,0.00%,2042897,,,,,,
5/10/2010,0.00%,0.00%,17156.08702,22995.77914,0.00%,0.00%,2042847,,,,,,
5/11/2010,0.00%,0.00%,17156.08702,22877.97503,0.00%,-0.51%,2037615,,,,,,
5/12/2010,0.00%,0.00%,17156.08702,24114.39692,0.00%,5.40%,2092676,,,,,,
5/13/2010,0.00%,0.00%,17156.08702,23507.65364,0.00%,-2.52%,2066349,,,,,,
5/14/2010,0.00%,0.00%,17156.08702,22111.72707,0.00%,-5.94%,2004997,,,,,,
5/17/2010,0.00%,0.00%,17156.08702,22039.79358,0.00%,-0.33%,2001736,,,,,,
5/18/2010,0.00%,0.00%,17156.08702,21065.39818,0.00%,-4.42%,1957486,,,,,,
5/19/2010,0.00%,0.00%,17156.08702,21065.39818,0.00%,0.00%,1957486,,,,,,
5/20/2010,0.00%,0.00%,17156.08702,21065.39818,0.00%,0.00%,1957486,,,,,,
5/21/2010,0.00%,0.00%,17156.08702,21065.39818,0.00%,0.00%,1957486,,,,,,
5/24/2010,0.00%,0.00%,17156.08702,21065.39818,0.00%,0.00%,1957486,,,,,,
5/25/2010,0.00%,0.00%,17156.08702,21065.39818,0.00%,0.00%,1957486,,,,,,
5/26/2010,0.00%,0.00%,17156.08702,21064.27333,0.00%,-0.01%,1957434,,,,,,
5/27/2010,0.00%,0.00%,17156.08702,22770.37658,0.00%,8.10%,2036705,,,,,,
5/28/2010,0.00%,0.00%,17156.08702,22860.10851,0.00%,0.39%,2040719,,,,,,
6/1/2010,0.00%,0.00%,17156.08702,22159.07455,0.00%,-3.07%,2009428,,,,,,
6/2/2010,0.00%,0.00%,17156.08702,22157.94969,0.00%,-0.01%,2009377,,,,,,
6/3/2010,0.00%,0.00%,17156.08702,23064.75346,0.00%,4.09%,2050493,,,,,,
6/4/2010,0.00%,0.00%,17156.08702,21033.28489,0.00%,-8.81%,1960193,,,,,,
6/7/2010,0.00%,0.00%,17156.08702,19661.25513,0.00%,-6.52%,1896260,,,,,,
6/8/2010,0.00%,0.00%,17156.08702,19661.25513,0.00%,0.00%,1896260,,,,,,
6/9/2010,0.00%,0.00%,17156.08702,19660.13027,0.00%,-0.01%,1896206,,,,,,
6/10/2010,0.00%,0.00%,17156.08702,20739.35931,0.00%,5.49%,1948251,,,,,,
6/11/2010,0.00%,0.00%,17156.08702,21270.24221,0.00%,2.56%,1973187,,,,,,
6/14/2010,0.00%,0.00%,17155.80295,21884.94871,0.00%,2.89%,2001683,,,,,,
6/15/2010,0.18%,0.12%,17176.21195,22989.79052,0.12%,5.05%,2053400,,,,,,
6/16/2010,3.46%,2.30%,17571.9114,23616.1392,2.30%,2.72%,2105025,,,,,,
6/17/2010,2.18%,1.45%,17826.81083,24070.18378,1.45%,1.92%,2140528,,,,,,
6/18/2010,0.00%,0.00%,17826.53208,23959.58317,0.00%,-0.46%,2135594,,,,,,
6/21/2010,3.69%,2.46%,18265.15137,23502.01532,2.46%,-1.91%,2141474,,,,,,
6/22/2010,-1.60%,-1.07%,18070.22288,23184.80081,-1.07%,-1.35%,2115595,,,,,,
6/23/2010,-1.50%,-1.00%,17889.50382,23183.67596,-1.00%,0.00%,2104965,,,,,,
6/24/2010,-1.41%,-0.94%,17721.69771,21905.94819,-0.94%,-5.51%,2037087,,,,,,
6/25/2010,0.00%,0.00%,17721.69771,21904.82334,0.00%,-0.01%,2037034,,,,,,
6/28/2010,0.00%,0.00%,17721.69771,21627.06422,0.00%,-1.27%,2024119,,,,,,
6/29/2010,0.00%,0.00%,17721.69771,19135.94198,0.00%,-11.52%,1907545,,,,,,
6/30/2010,0.00%,0.00%,17721.69771,19134.81713,0.00%,-0.01%,1907489,,,,,,
7/1/2010,0.00%,0.00%,17721.69771,18537.03487,0.00%,-3.12%,1877693,,,,,,
7/2/2010,0.00%,0.00%,17721.41804,18535.91002,0.00%,-0.01%,1877622,,,,,,
7/6/2010,4.84%,3.23%,18293.02895,18515.38107,3.23%,-0.11%,1906863,,,,,,
7/7/2010,0.00%,0.00%,18292.75358,18514.25621,0.00%,-0.01%,1906791,,,,,,
7/8/2010,5.78%,3.85%,18997.92137,19412.67104,3.85%,4.85%,1989808,,,,,,
7/9/2010,0.00%,0.00%,18997.65102,19738.63436,0.00%,1.68%,2006499,,,,,,
7/12/2010,2.51%,1.67%,19315.12031,20039.25778,1.67%,1.52%,2038544,,,,,,
7/13/2010,3.30%,2.20%,19739.73331,20835.16117,2.20%,3.97%,2101434,,,,,,
7/14/2010,-3.33%,-2.22%,19301.61621,21187.61622,-2.22%,1.69%,2095888,,,,,,
7/15/2010,-1.53%,-1.02%,19104.48757,21249.81416,-1.02%,0.29%,2088262,,,,,,
7/16/2010,-1.48%,-0.99%,18915.63748,19715.92438,-0.99%,-7.22%,2002571,,,,,,
7/19/2010,0.00%,0.00%,18915.36639,19714.79952,0.00%,-0.01%,2002500,,,,,,
7/20/2010,-1.48%,-0.99%,18728.82432,19995.64038,-0.99%,1.42%,2006888,,,,,,
7/21/2010,8.11%,5.41%,19742.03645,19908.32237,5.41%,-0.44%,2056792,,,,,,
7/22/2010,0.00%,0.00%,19741.77082,19907.19751,0.00%,-0.01%,2056720,,,,,,
7/23/2010,2.69%,1.80%,20096.33419,20254.45381,1.80%,1.74%,2093128,,,,,,
7/26/2010,2.15%,1.44%,20384.84852,20901.36742,1.44%,3.19%,2141579,,,,,,
7/27/2010,3.72%,2.48%,20890.98163,21118.80827,2.48%,1.04%,2179305,,,,,,
7/28/2010,0.00%,0.00%,20890.7233,20641.73654,0.00%,-2.26%,2154677,,,,,,
7/29/2010,1.34%,0.89%,21077.64613,20034.16792,0.89%,-2.94%,2132606,,,,,,
7/30/2010,0.00%,0.00%,21077.38894,20033.04307,0.00%,-0.01%,2132533,,,,,,
8/2/2010,6.62%,4.42%,22008.19508,21295.01835,4.42%,6.30%,2246790,,,,,,
8/3/2010,0.63%,0.42%,22100.42874,21215.73763,0.42%,-0.37%,2247316,,,,,,
8/4/2010,0.00%,0.00%,22100.1774,21680.56157,0.00%,2.19%,2271922,,,,,,
8/5/2010,-1.78%,-1.18%,21838.43305,21588.24841,-1.18%,-0.43%,2253631,,,,,,
8/6/2010,-2.94%,-1.96%,21410.40639,21340.63192,-1.96%,-1.15%,2218621,,,,,,
8/9/2010,0.00%,0.00%,21410.15098,21962.93126,0.00%,2.92%,2250956,,,,,,
8/10/2010,-2.16%,-1.44%,21101.31845,21419.91264,-1.44%,-2.47%,2206895,,,,,,
8/11/2010,-3.52%,-2.35%,20606.38434,19601.19572,-2.35%,-8.49%,2087322,,,,,,
8/12/2010,0.00%,0.00%,20606.12392,19600.07087,0.00%,-0.01%,2087249,,,,,,
8/13/2010,0.11%,0.07%,20620.61856,19452.54951,0.07%,-0.75%,2080128,,,,,,
8/16/2010,0.00%,0.00%,20620.35822,19364.71236,0.00%,-0.45%,2075419,,,,,,
8/17/2010,4.99%,3.33%,21306.55983,20151.86833,3.33%,4.06%,2152133,,,,,,
8/18/2010,0.99%,0.66%,21447.25291,20391.7313,0.66%,1.19%,2172047,,,,,,
8/19/2010,-0.33%,-0.22%,21399.98044,19525.8834,-0.22%,-4.25%,2123540,,,,,,
8/20/2010,0.00%,0.00%,21399.72478,19524.75855,0.00%,-0.01%,2123466,,,,,,
8/23/2010,3.51%,2.34%,21900.30314,19085.65758,2.34%,-2.25%,2124424,,,,,,
8/24/2010,-4.22%,-2.81%,21284.40377,19084.53272,-2.81%,-0.01%,2094489,,,,,,
8/25/2010,0.00%,0.00%,21284.1473,19188.03318,0.00%,0.54%,2100156,,,,,,
8/26/2010,4.40%,2.94%,21908.87269,18838.11165,2.94%,-1.82%,2111828,,,,,,
8/27/2010,-1.21%,-0.80%,21732.69379,18606.62987,-0.80%,-1.23%,2090362,,,,,,
8/30/2010,-1.39%,-0.93%,21530.95915,18605.50502,-0.93%,-0.01%,2080596,,,,,,
8/31/2010,0.00%,0.00%,21530.70405,18268.28389,0.00%,-1.81%,2061729,,,,,,
9/1/2010,4.67%,3.12%,22201.62337,19704.68255,3.12%,7.86%,2174907,,,,,,
9/2/2010,3.01%,2.00%,22646.482,20500.47775,2.00%,4.04%,2240614,,,,,,
9/3/2010,4.46%,2.97%,23319.86635,21636.99464,2.97%,5.54%,2336034,,,,,,
9/7/2010,-0.28%,-0.19%,23276.44015,21356.94941,-0.19%,-1.29%,2318742,,,,,,
9/8/2010,0.12%,0.08%,23295.06876,21894.86962,0.08%,2.52%,2348871,,,,,,
9/9/2010,2.88%,1.92%,23741.97655,22472.46291,1.92%,2.64%,2402384,,,,,,
9/10/2010,-0.12%,-0.08%,23723.52902,22557.64334,-0.08%,0.38%,2406003,,,,,,
9/13/2010,2.57%,1.71%,24129.53263,23449.12065,1.71%,3.95%,2474134,,,,,,
9/14/2010,1.59%,1.06%,24385.74306,23772.33953,1.06%,1.38%,2504321,,,,,,
