Date,,,VXX,TQQQ,VXX,TQQQ,Capital,,,VXX,0.94,0.3,уменьшена эффективность на 1.5
1/3/2007,,,10000,10000,,,1000000,,,TQQQ,1.04,0.7,"без SMA, поэтому 2008 и 2009 из TQQQ выкинуты"
1/4/2007,0.00%,0.00%,10000,9998.264984,0.00%,-0.02%,999913,,,,,,
1/5/2007,-0.69%,-0.46%,9954.084614,9944.424351,-0.46%,-0.54%,994925,,,,,,
1/8/2007,-0.01%,0.00%,9953.7171,9942.707642,0.00%,-0.02%,994821,,,,,,
1/9/2007,1.58%,1.06%,10058.86228,10076.89987,1.06%,1.35%,1006789,,,,,,
1/10/2007,-0.46%,-0.30%,10028.25122,10326.55982,-0.30%,2.48%,1017729,,,,,,
1/11/2007,-0.01%,0.00%,10027.88505,10738.49874,0.00%,3.99%,1038009,,,,,,
1/12/2007,6.71%,4.47%,10476.2272,10931.98521,4.47%,1.80%,1070565,,,,,,
1/16/2007,0.29%,0.19%,10496.23632,10994.4002,0.19%,0.57%,1074644,,,,,,
1/17/2007,1.76%,1.17%,10619.39808,10750.98174,1.17%,-2.21%,1069052,,,,,,
1/18/2007,-0.47%,-0.32%,10585.92169,10171.92531,-0.32%,-5.39%,1038577,,,,,,
1/19/2007,-0.01%,0.00%,10585.56503,10170.20444,0.00%,-0.02%,1038472,,,,,,
1/22/2007,0.54%,0.36%,10623.69386,9904.607779,0.36%,-2.61%,1026782,,,,,,
1/23/2007,-0.01%,0.00%,10623.33783,9902.873448,0.00%,-0.02%,1026675,,,,,,
1/24/2007,4.59%,3.06%,10948.63123,10312.73449,3.06%,4.14%,1063640,,,,,,
1/25/2007,-0.98%,-0.65%,10877.3793,10061.77201,-0.65%,-2.43%,1047237,,,,,,
1/26/2007,-1.05%,-0.70%,10801.4519,9959.147673,-0.70%,-1.02%,1038241,,,,,,
1/29/2007,0.00%,0.00%,10801.4519,9957.403237,0.00%,-0.02%,1038150,,,,,,
1/30/2007,0.00%,0.00%,10801.4519,10017.65504,0.00%,0.61%,1041291,,,,,,
1/31/2007,0.00%,0.00%,10801.4519,10214.26619,0.00%,1.96%,1051510,,,,,,
2/1/2007,0.00%,0.00%,10801.09868,10341.11209,0.00%,1.24%,1058022,,,,,,
2/2/2007,0.26%,0.17%,10819.69273,10385.50815,0.17%,0.43%,1061203,,,,,,
2/5/2007,0.00%,0.00%,10819.33981,10369.65242,0.00%,-0.15%,1060376,,,,,,
2/6/2007,-0.49%,-0.32%,10784.18259,10258.69255,-0.32%,-1.07%,1052980,,,,,,
2/7/2007,0.00%,0.00%,10783.82909,10257.00122,0.00%,-0.02%,1052876,,,,,,
2/8/2007,-0.75%,-0.50%,10729.59109,10278.5237,-0.50%,0.21%,1051333,,,,,,
2/9/2007,0.10%,0.07%,10737.08286,9968.106687,0.07%,-3.02%,1035824,,,,,,
2/12/2007,-0.66%,-0.44%,10689.63629,9966.389125,-0.44%,-0.02%,1033447,,,,,,
2/13/2007,0.00%,0.00%,10689.63629,10019.46826,0.00%,0.53%,1036199,,,,,,
2/14/2007,0.00%,0.00%,10689.28122,10459.7129,0.00%,4.39%,1058946,,,,,,
2/15/2007,1.90%,1.27%,10824.58399,10731.3532,1.27%,2.60%,1079398,,,,,,
2/16/2007,0.88%,0.59%,10888.36092,10665.78485,0.59%,-0.61%,1079281,,,,,,
2/20/2007,0.04%,0.03%,10891.10537,10834.38918,0.03%,1.58%,1087947,,,,,,
2/21/2007,1.69%,1.12%,11013.59379,10974.89279,1.12%,1.30%,1101120,,,,,,
2/22/2007,1.35%,0.90%,11112.75554,11202.82086,0.90%,2.08%,1117511,,,,,,
2/23/2007,-0.82%,-0.55%,11052.10344,11050.38868,-0.55%,-1.36%,1106858,,,,,,
2/26/2007,-0.87%,-0.58%,10987.94518,10960.82896,-0.58%,-0.81%,1099160,,,,,,
2/27/2007,-0.78%,-0.52%,10930.9636,10866.02517,-0.52%,-0.86%,1091557,,,,,,
2/28/2007,0.00%,0.00%,10930.9636,10866.02517,0.00%,0.00%,1091557,,,,,,
3/1/2007,0.00%,0.00%,10930.9636,10866.02517,0.00%,0.00%,1091557,,,,,,
3/2/2007,0.00%,0.00%,10930.9636,10864.017,0.00%,-0.02%,1091456,,,,,,
3/5/2007,0.00%,0.00%,10930.9636,10529.80939,0.00%,-3.08%,1074668,,,,,,
3/6/2007,0.00%,0.00%,10930.9636,10529.80939,0.00%,0.00%,1074668,,,,,,
3/7/2007,0.00%,0.00%,10930.9636,10529.80939,0.00%,0.00%,1074668,,,,,,
3/8/2007,0.00%,0.00%,10930.9636,10527.92967,0.00%,-0.02%,1074572,,,,,,
3/9/2007,0.00%,0.00%,10930.9636,10419.7785,0.00%,-1.03%,1069053,,,,,,
3/12/2007,0.00%,0.00%,10930.9636,10419.7785,0.00%,0.00%,1069053,,,,,,
3/13/2007,-2.24%,-1.50%,10767.38065,10281.88197,-1.50%,-1.32%,1053979,,,,,,
3/14/2007,0.00%,0.00%,10767.38065,10281.88197,0.00%,0.00%,1053979,,,,,,
3/15/2007,0.00%,0.00%,10767.38065,10281.88197,0.00%,0.00%,1053979,,,,,,
3/16/2007,-1.66%,-1.11%,10647.9945,10280.03331,-1.11%,-0.02%,1048041,,,,,,
3/19/2007,0.00%,0.00%,10647.9945,10536.9498,0.00%,2.50%,1061138,,,,,,
3/20/2007,0.00%,0.00%,10647.9945,10536.9498,0.00%,0.00%,1061138,,,,,,
3/21/2007,0.00%,0.00%,10647.9945,10535.2291,0.00%,-0.02%,1061051,,,,,,
3/22/2007,-0.01%,0.00%,10647.63862,10647.83843,0.00%,1.07%,1066704,,,,,,
3/23/2007,-0.37%,-0.25%,10621.06584,10535.2291,-0.25%,-1.06%,1059732,,,,,,
3/26/2007,0.00%,0.00%,10621.06584,10500.4753,0.00%,-0.33%,1057984,,,,,,
3/27/2007,0.00%,0.00%,10621.06584,10498.74928,0.00%,-0.02%,1057897,,,,,,
3/28/2007,0.00%,0.00%,10621.06584,10172.42832,0.00%,-3.11%,1041457,,,,,,
3/29/2007,0.00%,0.00%,10621.06584,10112.71655,0.00%,-0.59%,1038400,,,,,,
3/30/2007,0.00%,0.00%,10621.06584,10110.99243,0.00%,-0.02%,1038311,,,,,,
4/2/2007,0.00%,0.00%,10621.06584,10164.27417,0.00%,0.53%,1041047,,,,,,
4/3/2007,0.00%,0.00%,10621.06584,10493.36723,0.00%,3.24%,1057900,,,,,,
4/4/2007,0.00%,0.00%,10621.06584,10675.15196,0.00%,1.73%,1067064,,,,,,
4/5/2007,0.00%,0.00%,10621.06584,10813.05762,0.00%,1.29%,1073956,,,,,,
4/9/2007,0.00%,0.00%,10621.06584,10772.87557,0.00%,-0.37%,1071961,,,,,,
4/10/2007,0.00%,0.00%,10621.06584,10771.17393,0.00%,-0.02%,1071876,,,,,,
4/11/2007,-1.26%,-0.84%,10531.99285,10508.23478,-0.84%,-2.44%,1054299,,,,,,
4/12/2007,0.00%,0.00%,10531.99285,10506.55615,0.00%,-0.02%,1054214,,,,,,
4/13/2007,0.00%,0.00%,10531.99285,10653.03152,0.00%,1.39%,1061563,,,,,,
4/16/2007,-0.01%,0.00%,10531.63501,10927.67284,0.00%,2.58%,1075229,,,,,,
4/17/2007,3.04%,2.03%,10745.17405,11058.89036,2.03%,1.20%,1092585,,,,,,
4/18/2007,0.00%,0.00%,10745.17405,10927.67284,0.00%,-1.19%,1086103,,,,,,
4/19/2007,0.00%,0.00%,10745.17405,10970.39482,0.00%,0.39%,1088226,,,,,,
4/20/2007,0.00%,0.00%,10745.17405,11200.543,0.00%,2.10%,1099641,,,,,,
4/23/2007,0.00%,0.00%,10745.17405,11198.8794,0.00%,-0.01%,1099559,,,,,,
4/24/2007,0.00%,0.00%,10745.17405,11284.19297,0.00%,0.76%,1103748,,,,,,
4/25/2007,0.00%,0.00%,10745.17405,11282.59588,0.00%,-0.01%,1103670,,,,,,
4/26/2007,0.00%,0.00%,10745.17405,11548.11119,0.00%,2.35%,1116656,,,,,,
4/27/2007,0.00%,0.00%,10745.17405,11548.11119,0.00%,0.00%,1116656,,,,,,
4/30/2007,-0.97%,-0.64%,10675.90229,11468.94284,-0.64%,-0.69%,1109229,,,,,,
5/1/2007,0.00%,0.00%,10675.90229,11468.94284,0.00%,0.00%,1109229,,,,,,
5/2/2007,0.00%,0.00%,10675.90229,11467.3394,0.00%,-0.01%,1109151,,,,,,
5/3/2007,0.00%,0.00%,10675.90229,11662.63979,0.00%,1.70%,1118596,,,,,,
5/4/2007,0.00%,0.00%,10675.90229,11662.60961,0.00%,0.00%,1118595,,,,,,
5/7/2007,0.00%,0.00%,10675.90229,11661.01437,0.00%,-0.01%,1118518,,,,,,
5/8/2007,0.00%,0.00%,10675.90229,11666.81443,0.00%,0.05%,1118797,,,,,,
5/9/2007,0.00%,0.00%,10675.90229,11724.815,0.00%,0.50%,1121578,,,,,,
5/10/2007,0.00%,0.00%,10675.90229,11364.10845,0.00%,-3.08%,1104325,,,,,,
5/11/2007,0.00%,0.00%,10675.90229,11362.55404,0.00%,-0.01%,1104250,,,,,,
5/14/2007,-0.79%,-0.53%,10619.6871,11241.38262,-0.53%,-1.07%,1095455,,,,,,
5/15/2007,0.00%,0.00%,10619.6871,11146.70476,0.00%,-0.84%,1090841,,,,,,
5/16/2007,0.00%,0.00%,10619.6871,11145.16477,0.00%,-0.01%,1090766,,,,,,
5/17/2007,0.00%,0.00%,10619.6871,11105.97052,0.00%,-0.35%,1088848,,,,,,
5/18/2007,0.00%,0.00%,10619.6871,11299.14218,0.00%,1.74%,1098318,,,,,,
5/21/2007,0.00%,0.00%,10619.6871,11520.30973,0.00%,1.96%,1109067,,,,,,
5/22/2007,-0.01%,0.00%,10619.33068,11615.49576,0.00%,0.83%,1113630,,,,,,
5/23/2007,0.77%,0.51%,10673.91632,11440.8564,0.51%,-1.50%,1108120,,,,,,
5/24/2007,-0.80%,-0.53%,10617.10928,11336.26004,-0.53%,-0.91%,1100106,,,,,,
5/25/2007,0.00%,0.00%,10617.10928,11334.69268,0.00%,-0.01%,1100030,,,,,,
5/29/2007,0.00%,0.00%,10617.10928,11585.435,0.00%,2.21%,1112197,,,,,,
5/30/2007,0.00%,0.00%,10617.10928,11780.47242,0.00%,1.68%,1121559,,,,,,
5/31/2007,0.00%,0.00%,10617.10928,11778.94861,0.00%,-0.01%,1121487,,,,,,
6/1/2007,0.00%,0.00%,10617.10928,11859.2848,0.00%,0.68%,1125311,,,,,,
6/4/2007,0.00%,0.00%,10617.10928,11856.51459,0.00%,-0.02%,1125180,,,,,,
6/5/2007,0.00%,0.00%,10617.10928,11802.05127,0.00%,-0.46%,1122595,,,,,,
6/6/2007,-0.68%,-0.46%,10568.74836,11699.61307,-0.46%,-0.87%,1115167,,,,,,
6/7/2007,-0.69%,-0.46%,10519.78436,11593.59895,-0.46%,-0.91%,1107531,,,,,,
6/8/2007,0.00%,0.00%,10519.78436,11593.59895,0.00%,0.00%,1107531,,,,,,
6/11/2007,0.00%,0.00%,10519.78436,11592.05013,0.00%,-0.01%,1107457,,,,,,
6/12/2007,0.00%,0.00%,10519.78436,11372.42907,0.00%,-1.89%,1096966,,,,,,
6/13/2007,0.00%,0.00%,10519.78436,11686.23357,0.00%,2.76%,1112101,,,,,,
6/14/2007,0.00%,0.00%,10519.78436,11684.71838,0.00%,-0.01%,1112029,,,,,,
6/15/2007,-1.05%,-0.70%,10446.44362,12064.84359,-0.70%,3.25%,1126240,,,,,,
6/18/2007,0.00%,0.00%,10446.44362,12092.38889,0.00%,0.23%,1127526,,,,,,
6/19/2007,0.00%,0.00%,10446.44362,12031.78922,0.00%,-0.50%,1124701,,,,,,
6/20/2007,-1.24%,-0.82%,10360.39418,11763.57968,-0.82%,-2.23%,1107533,,,,,,
6/21/2007,0.00%,0.00%,10360.39418,11762.08821,0.00%,-0.01%,1107463,,,,,,
6/22/2007,-1.15%,-0.77%,10280.96155,11533.75966,-0.77%,-1.94%,1092468,,,,,,
6/25/2007,0.00%,0.00%,10280.96155,11444.7209,0.00%,-0.77%,1088251,,,,,,
6/26/2007,-1.25%,-0.83%,10195.18615,11349.56779,-0.83%,-0.83%,1079188,,,,,,
6/27/2007,0.00%,0.00%,10195.18615,11349.56779,0.00%,0.00%,1079188,,,,,,
6/28/2007,0.00%,0.00%,10195.18615,11348.12549,0.00%,-0.01%,1079119,,,,,,
6/29/2007,-1.52%,-1.01%,10091.91799,11355.78095,-1.01%,0.07%,1074018,,,,,,
7/2/2007,0.00%,0.00%,10091.91799,11354.37617,0.00%,-0.01%,1073951,,,,,,
7/3/2007,0.00%,0.00%,10091.91799,11586.77568,0.00%,2.05%,1084942,,,,,,
7/5/2007,0.00%,0.00%,10091.91799,11829.39056,0.00%,2.09%,1096301,,,,,,
7/6/2007,0.00%,0.00%,10091.91799,12023.48246,0.00%,1.64%,1105295,,,,,,
7/9/2007,0.00%,0.00%,10091.91799,12087.32848,0.00%,0.53%,1108229,,,,,,
7/10/2007,-1.25%,-0.83%,10007.79334,11811.51367,-0.83%,-2.28%,1090966,,,,,,
7/11/2007,0.00%,0.00%,10007.79334,11923.88266,0.00%,0.95%,1096156,,,,,,
7/12/2007,0.00%,0.00%,10007.79334,12483.1738,0.00%,4.69%,1121863,,,,,,
7/13/2007,0.00%,0.00%,10007.79334,12838.15767,0.00%,2.84%,1137815,,,,,,
7/16/2007,0.00%,0.00%,10007.79334,12879.01912,0.00%,0.32%,1139625,,,,,,
7/17/2007,0.00%,0.00%,10007.79334,13108.86479,0.00%,1.78%,1149794,,,,,,
7/18/2007,0.00%,0.00%,10007.79334,12991.87254,0.00%,-0.89%,1144664,,,,,,
7/19/2007,0.00%,0.00%,10007.79334,12990.49814,0.00%,-0.01%,1144603,,,,,,
7/20/2007,-0.81%,-0.54%,9953.545989,12732.96127,-0.54%,-1.98%,1130155,,,,,,
7/23/2007,0.00%,0.00%,9953.545989,12731.59534,0.00%,-0.01%,1130094,,,,,,
7/24/2007,0.00%,0.00%,9953.545989,12138.76967,0.00%,-4.66%,1103784,,,,,,
7/25/2007,0.00%,0.00%,9953.545989,12039.21057,0.00%,-0.82%,1099258,,,,,,
7/26/2007,0.00%,0.00%,9953.545989,11935.20244,0.00%,-0.86%,1094509,,,,,,
7/27/2007,0.00%,0.00%,9953.545989,11815.79836,0.00%,-1.00%,1089034,,,,,,
7/30/2007,0.00%,0.00%,9953.545989,11815.79836,0.00%,0.00%,1089034,,,,,,
7/31/2007,0.00%,0.00%,9953.545989,11676.03344,0.00%,-1.18%,1082593,,,,,,
8/1/2007,0.00%,0.00%,9953.545989,11676.03344,0.00%,0.00%,1082593,,,,,,
8/2/2007,0.00%,0.00%,9953.545989,11676.03344,0.00%,0.00%,1082593,,,,,,
8/3/2007,0.00%,0.00%,9953.545989,11505.2685,0.00%,-1.46%,1074677,,,,,,
8/6/2007,0.00%,0.00%,9953.545989,11505.2685,0.00%,0.00%,1074677,,,,,,
8/7/2007,0.00%,0.00%,9953.545989,11505.2685,0.00%,0.00%,1074677,,,,,,
8/8/2007,0.00%,0.00%,9953.545989,11503.93967,0.00%,-0.01%,1074615,,,,,,
8/9/2007,0.00%,0.00%,9953.545989,10916.90537,0.00%,-5.10%,1047196,,,,,,
8/10/2007,0.00%,0.00%,9953.545989,10495.23099,0.00%,-3.86%,1026972,,,,,,
8/13/2007,0.00%,0.00%,9953.545989,10495.23099,0.00%,0.00%,1026972,,,,,,
8/14/2007,0.00%,0.00%,9953.545989,10495.23099,0.00%,0.00%,1026972,,,,,,
8/15/2007,0.00%,0.00%,9953.545989,10495.23099,0.00%,0.00%,1026972,,,,,,
8/16/2007,0.00%,0.00%,9953.545989,10495.23099,0.00%,0.00%,1026972,,,,,,
8/17/2007,0.00%,0.00%,9953.545989,10493.82686,0.00%,-0.01%,1026903,,,,,,
8/20/2007,0.00%,0.00%,9953.545989,10640.47477,0.00%,1.40%,1034079,,,,,,
8/21/2007,0.00%,0.00%,9953.545989,10640.47477,0.00%,0.00%,1034079,,,,,,
8/22/2007,0.00%,0.00%,9953.545989,10640.47477,0.00%,0.00%,1034079,,,,,,
8/23/2007,0.00%,0.00%,9953.545989,10640.47477,0.00%,0.00%,1034079,,,,,,
8/24/2007,0.00%,0.00%,9953.545989,10640.47477,0.00%,0.00%,1034079,,,,,,
8/27/2007,0.00%,0.00%,9953.545989,10639.20032,0.00%,-0.01%,1034017,,,,,,
8/28/2007,0.00%,0.00%,9953.545989,9922.721762,0.00%,-6.73%,999200,,,,,,
8/29/2007,0.00%,0.00%,9953.545989,9922.721762,0.00%,0.00%,999200,,,,,,
8/30/2007,0.00%,0.00%,9953.545989,9922.721762,0.00%,0.00%,999200,,,,,,
8/31/2007,0.00%,0.00%,9953.545989,9922.721762,0.00%,0.00%,999200,,,,,,
9/4/2007,0.00%,0.00%,9953.545989,9921.654177,0.00%,-0.01%,999146,,,,,,
9/5/2007,0.00%,0.00%,9953.545989,9738.398052,0.00%,-1.85%,989919,,,,,,
9/6/2007,0.00%,0.00%,9953.545989,9738.398052,0.00%,0.00%,989919,,,,,,
9/7/2007,0.00%,0.00%,9953.545989,9738.398052,0.00%,0.00%,989919,,,,,,
9/10/2007,0.00%,0.00%,9953.545989,9738.398052,0.00%,0.00%,989919,,,,,,
9/11/2007,0.00%,0.00%,9953.545989,9738.398052,0.00%,0.00%,989919,,,,,,
9/12/2007,0.00%,0.00%,9953.545989,9738.398052,0.00%,0.00%,989919,,,,,,
9/13/2007,0.00%,0.00%,9953.545989,9738.398052,0.00%,0.00%,989919,,,,,,
9/14/2007,0.00%,0.00%,9953.545989,9738.398052,0.00%,0.00%,989919,,,,,,
9/17/2007,0.00%,0.00%,9953.545989,9738.398052,0.00%,0.00%,989919,,,,,,
9/18/2007,0.00%,0.00%,9953.545989,9738.398052,0.00%,0.00%,989919,,,,,,
9/19/2007,0.00%,0.00%,9953.545989,9737.408378,0.00%,-0.01%,989868,,,,,,
9/20/2007,0.00%,0.00%,9953.545989,9636.65175,0.00%,-1.03%,984747,,,,,,
9/21/2007,0.00%,0.00%,9953.545989,9816.574299,0.00%,1.87%,993940,,,,,,
9/24/2007,0.00%,0.00%,9953.545989,9953.315437,0.00%,1.39%,1000863,,,,,,
9/25/2007,0.00%,0.00%,9953.545989,10144.84289,0.00%,1.92%,1010492,,,,,,
9/26/2007,0.00%,0.00%,9953.545989,10143.88154,0.00%,-0.01%,1010444,,,,,,
9/27/2007,-1.78%,-1.19%,9835.450778,10304.6736,-1.19%,1.59%,1012458,,,,,,
9/28/2007,-1.73%,-1.15%,9722.007382,10219.03435,-1.15%,-0.83%,1002412,,,,,,
10/1/2007,0.00%,0.00%,9722.007382,10456.72696,0.00%,2.33%,1014070,,,,,,
10/2/2007,-1.83%,-1.22%,9603.644784,10582.56422,-1.22%,1.20%,1013999,,,,,,
10/3/2007,0.00%,0.00%,9603.644784,10392.06059,0.00%,-1.80%,1004872,,,,,,
10/4/2007,0.00%,0.00%,9603.644784,10351.07567,0.00%,-0.39%,1002891,,,,,,
10/5/2007,0.00%,0.00%,9603.644784,10350.17042,0.00%,-0.01%,1002847,,,,,,
10/8/2007,0.00%,0.00%,9603.644784,10615.13742,0.00%,2.56%,1015683,,,,,,
10/9/2007,0.00%,0.00%,9603.644784,10809.33683,0.00%,1.83%,1024974,,,,,,
10/10/2007,-1.11%,-0.74%,9532.727508,10888.3332,-0.74%,0.73%,1024935,,,,,,
10/11/2007,-1.06%,-0.71%,9465.15098,10552.1539,-0.71%,-3.09%,1005480,,,,,,
10/12/2007,0.00%,0.00%,9465.15098,10551.27229,0.00%,-0.01%,1005438,,,,,,
10/15/2007,-1.26%,-0.84%,9385.701548,10431.89495,-0.84%,-1.13%,995530,,,,,,
10/16/2007,0.00%,0.00%,9385.701548,10430.99888,0.00%,-0.01%,995487,,,,,,
10/17/2007,-1.23%,-0.82%,9308.932485,10792.49136,-0.82%,3.47%,1008666,,,,,,
10/18/2007,0.00%,0.00%,9308.932485,10791.60713,0.00%,-0.01%,1008624,,,,,,
10/19/2007,-1.33%,-0.89%,9226.334425,10246.81791,-0.89%,-5.05%,978691,,,,,,
10/22/2007,0.00%,0.00%,9226.334425,10246.81791,0.00%,0.00%,978691,,,,,,
10/23/2007,0.00%,0.00%,9226.334425,10246.00185,0.00%,-0.01%,978652,,,,,,
10/24/2007,0.00%,0.00%,9226.334425,9987.388659,0.00%,-2.52%,966301,,,,,,
10/25/2007,0.00%,0.00%,9226.334425,9846.946637,0.00%,-1.41%,959507,,,,,,
10/26/2007,0.00%,0.00%,9226.334425,9846.16423,0.00%,-0.01%,959469,,,,,,
10/29/2007,0.00%,0.00%,9226.334425,9952.847604,0.00%,1.08%,964667,,,,,,
10/30/2007,0.00%,0.00%,9226.334425,9948.580269,0.00%,-0.04%,964460,,,,,,
10/31/2007,0.00%,0.00%,9226.334425,10361.72935,0.00%,4.15%,984486,,,,,,
11/1/2007,-1.56%,-1.04%,9130.409947,10231.75173,-1.04%,-1.25%,973194,,,,,,
11/2/2007,0.00%,0.00%,9130.409947,10104.31417,0.00%,-1.25%,967133,,,,,,
11/5/2007,0.00%,0.00%,9130.409947,10104.31417,0.00%,0.00%,967133,,,,,,
11/6/2007,0.00%,0.00%,9130.409947,10104.31417,0.00%,0.00%,967133,,,,,,
11/7/2007,-1.59%,-1.06%,9033.799885,9979.855711,-1.06%,-1.23%,956060,,,,,,
11/8/2007,0.00%,0.00%,9033.799885,9979.855711,0.00%,0.00%,956060,,,,,,
11/9/2007,0.00%,0.00%,9033.799885,9978.885594,0.00%,-0.01%,956014,,,,,,
11/12/2007,0.00%,0.00%,9033.799885,9339.464331,0.00%,-6.41%,925384,,,,,,
11/13/2007,0.00%,0.00%,9033.799885,9338.574088,0.00%,-0.01%,925340,,,,,,
11/14/2007,0.00%,0.00%,9033.799885,9290.893557,0.00%,-0.51%,922978,,,,,,
11/15/2007,0.00%,0.00%,9033.799885,9289.985598,0.00%,-0.01%,922933,,,,,,
11/16/2007,0.00%,0.00%,9033.799885,9506.223714,0.00%,2.33%,933674,,,,,,
11/19/2007,0.00%,0.00%,9033.799885,9284.125622,0.00%,-2.34%,922767,,,,,,
11/20/2007,0.00%,0.00%,9033.799885,9095.337446,0.00%,-2.03%,913385,,,,,,
11/21/2007,0.00%,0.00%,9033.799885,9094.421249,0.00%,-0.01%,913339,,,,,,
11/23/2007,0.00%,0.00%,9033.799885,9340.936697,0.00%,2.71%,925718,,,,,,
11/26/2007,0.00%,0.00%,9033.799885,8912.51574,0.00%,-4.59%,904489,,,,,,
11/27/2007,0.00%,0.00%,9033.799885,8911.64584,0.00%,-0.01%,904445,,,,,,
11/28/2007,0.00%,0.00%,9033.799885,9787.786354,0.00%,9.83%,948904,,,,,,
11/29/2007,0.00%,0.00%,9033.799885,10002.86778,0.00%,2.20%,959330,,,,,,
11/30/2007,0.00%,0.00%,9033.799885,9881.330566,0.00%,-1.22%,953502,,,,,,
12/3/2007,0.00%,0.00%,9033.799885,9880.43948,0.00%,-0.01%,953459,,,,,,
12/4/2007,0.00%,0.00%,9033.799885,9681.178281,0.00%,-2.02%,943845,,,,,,
12/5/2007,0.00%,0.00%,9033.799885,10212.54148,0.00%,5.49%,969747,,,,,,
12/6/2007,0.00%,0.00%,9033.799885,10625.64397,0.00%,4.05%,989360,,,,,,
12/7/2007,0.00%,0.00%,9033.799885,10764.9648,0.00%,1.31%,995846,,,,,,
12/10/2007,0.00%,0.00%,9033.799885,10892.94558,0.00%,1.19%,1001766,,,,,,
12/11/2007,0.00%,0.00%,9033.799885,10323.41457,0.00%,-5.23%,975578,,,,,,
12/12/2007,0.00%,0.00%,9033.799885,10203.90363,0.00%,-1.16%,969931,,,,,,
12/13/2007,0.00%,0.00%,9033.799885,10203.0176,0.00%,-0.01%,969889,,,,,,
12/14/2007,0.00%,0.00%,9033.799885,9943.673451,0.00%,-2.54%,957562,,,,,,
12/17/2007,0.00%,0.00%,9033.799885,9300.547932,0.00%,-6.47%,926596,,,,,,
12/18/2007,0.00%,0.00%,9033.799885,9175.673107,0.00%,-1.34%,920376,,,,,,
12/19/2007,-1.46%,-0.97%,8945.994989,9174.800292,-0.97%,-0.01%,915859,,,,,,
12/20/2007,-1.49%,-0.99%,8856.993848,9739.696332,-0.99%,6.16%,939498,,,,,,
12/21/2007,-0.01%,0.00%,8856.603315,10360.1299,0.00%,6.37%,969401,,,,,,
12/24/2007,2.83%,1.88%,9023.447486,10596.56111,1.88%,2.28%,989594,,,,,,
12/26/2007,1.91%,1.27%,9138.077111,10733.02476,1.27%,1.29%,1002251,,,,,,
12/27/2007,-1.38%,-0.92%,9054.190758,10401.03688,-0.92%,-3.09%,982150,,,,,,
12/28/2007,-1.23%,-0.82%,8979.673377,10297.70663,-0.82%,-0.99%,973230,,,,,,
12/31/2007,0.00%,0.00%,8979.673377,10296.8168,0.00%,-0.01%,973188,,,,,,
1/2/2008,0.00%,0.00%,8979.673377,10296.8168,0.00%,0.00%,973188,,,,,,
1/3/2008,0.00%,0.00%,8979.673377,10296.8168,0.00%,0.00%,973188,,,,,,
1/4/2008,0.00%,0.00%,8979.673377,10296.8168,0.00%,0.00%,973188,,,,,,
1/7/2008,0.00%,0.00%,8979.673377,10296.8168,0.00%,0.00%,973188,,,,,,
1/8/2008,0.00%,0.00%,8979.673377,10296.8168,0.00%,0.00%,973188,,,,,,
1/9/2008,0.00%,0.00%,8979.673377,10296.8168,0.00%,0.00%,973188,,,,,,
1/10/2008,0.00%,0.00%,8979.673377,10296.8168,0.00%,0.00%,973188,,,,,,
1/11/2008,0.00%,0.00%,8979.673377,10296.8168,0.00%,0.00%,973188,,,,,,
1/14/2008,0.00%,0.00%,8979.673377,10296.8168,0.00%,0.00%,973188,,,,,,
1/15/2008,0.00%,0.00%,8979.673377,10296.8168,0.00%,0.00%,973188,,,,,,
1/16/2008,0.00%,0.00%,8979.673377,10296.8168,0.00%,0.00%,973188,,,,,,
1/17/2008,0.00%,0.00%,8979.673377,10296.8168,0.00%,0.00%,973188,,,,,,
1/18/2008,0.00%,0.00%,8979.673377,10296.8168,0.00%,0.00%,973188,,,,,,
1/22/2008,0.00%,0.00%,8979.673377,10296.8168,0.00%,0.00%,973188,,,,,,
1/23/2008,0.00%,0.00%,8979.673377,10296.8168,0.00%,0.00%,973188,,,,,,
1/24/2008,0.00%,0.00%,8979.673377,10296.8168,0.00%,0.00%,973188,,,,,,
1/25/2008,0.00%,0.00%,8979.673377,10296.8168,0.00%,0.00%,973188,,,,,,
1/28/2008,0.00%,0.00%,8979.673377,10296.8168,0.00%,0.00%,973188,,,,,,
1/29/2008,0.00%,0.00%,8979.673377,10296.8168,0.00%,0.00%,973188,,,,,,
1/30/2008,0.00%,0.00%,8979.673377,10296.8168,0.00%,0.00%,973188,,,,,,
1/31/2008,0.00%,0.00%,8979.673377,10296.8168,0.00%,0.00%,973188,,,,,,
2/1/2008,0.00%,0.00%,8979.673377,10296.8168,0.00%,0.00%,973188,,,,,,
2/4/2008,0.00%,0.00%,8979.673377,10296.8168,0.00%,0.00%,973188,,,,,,
2/5/2008,0.00%,0.00%,8979.673377,10296.8168,0.00%,0.00%,973188,,,,,,
2/6/2008,0.00%,0.00%,8979.673377,10296.8168,0.00%,0.00%,973188,,,,,,
2/7/2008,0.00%,0.00%,8979.673377,10296.8168,0.00%,0.00%,973188,,,,,,
2/8/2008,0.00%,0.00%,8979.673377,10296.8168,0.00%,0.00%,973188,,,,,,
2/11/2008,0.00%,0.00%,8979.673377,10296.8168,0.00%,0.00%,973188,,,,,,
2/12/2008,0.00%,0.00%,8979.673377,10296.8168,0.00%,0.00%,973188,,,,,,
