Ratio,Stop,CAGR,StDev,DrawDown,Sharpe,MaR,SM
0.95,0.64,34.43096892914805,0.23956838256162236,-28.635073275693102,143.7208389562493,1.202405476586463,172.81072386059523
0.955,0.64,35.151058848575815,0.24308232405669744,-29.562415685006226,144.6055733792353,1.1890455510509614,171.94261368375308
0.935,2.08,36.61679024119009,0.2648798908042513,-29.458006998262533,138.23922280400757,1.2430165504186956,171.83364186239896
0.935,2.06,36.55843871669835,0.2645899067158714,-29.4200358779251,138.17019390674056,1.2426374620477416,171.69545908691643
0.935,2.1,36.70505682740362,0.26613394975296134,-29.495978118600043,137.91948325824293,1.2444088709252723,171.62822843998708
0.935,2.02,36.418941708677124,0.2646698906517584,-29.344093637250147,137.60137815070038,1.2410995602347037,170.77700991052342
0.935,2.12,36.555736306452125,0.2662644681277954,-29.533949238937453,137.29107966785472,1.2377530688736058,169.93245518785787
0.935,2.04,36.23269693472895,0.26482074668100697,-29.38206475758762,136.81970687279076,1.2331569354863743,168.72017044139469
0.93,2.08,36.166088462944,0.26009973084885896,-29.879225202038484,139.04700456595134,1.210409179568572,168.30377071814067
0.935,2.14,36.40652046534125,0.26639625836346115,-29.57192035927495,136.66303231507686,1.231117899109406,168.24830522965829
0.93,2.1,36.26924686355642,0.2613599976053614,-29.916969590376674,138.77122434903333,1.2123302379938599,168.2365514417629
0.935,2.0,36.12862998497952,0.2647955667796434,-29.306122516912637,136.43970865662155,1.232801438133946,168.20306905045965
0.93,2.06,36.092771055172456,0.25982111070090497,-29.841480813700226,138.91392796300113,1.2094832451679898,168.01406839172296
0.93,2.02,35.92343944223215,0.25988035513612623,-29.765992037023782,138.23068474496785,1.2068618239751445,166.82533632064508
0.93,2.12,36.13557713954245,0.26147590421633093,-29.95471397871492,138.1984976697732,1.2063402496588516,166.7144101814324
0.935,2.16,36.25740926934817,0.26652931857327483,-29.609891479612436,136.03535049514716,1.2245032810847285,166.57573302481873
0.93,2.14,36.00198694336194,0.26159296746823585,-29.992458367053164,137.62597401527438,1.200367989271272,165.20181370021524
0.93,2.04,35.75297624782359,0.2600169850968773,-29.803736425361993,137.50246444286213,1.1996138919480912,164.94986652275588
0.935,2.18,36.108402683749866,0.26666364685615573,-29.647862599949903,135.40804346393543,1.21790913466426,164.9146930417421
0.93,1.76,35.39319523347664,0.2595556349827582,-29.27531498862679,136.3607275789938,1.208977435331664,164.85704270841163
0.935,1.72,36.040221330943886,0.26381452878505623,-29.867260844055377,136.61196559916448,1.2066798331162378,164.846903850881
0.93,1.72,35.320826925979354,0.25924489573473236,-29.19982621195033,136.24502355533645,1.209624559735357,164.8053266342572
0.93,1.78,35.406163512963886,0.25982999072450774,-29.313059376965,136.26665426203357,1.2078631253613539,164.5914668994749
0.935,1.76,36.082876834073716,0.2641487250960552,-30.005328873465942,136.60060945193857,1.2025489534288099,164.26891993416632
0.93,2.0,35.61909691697831,0.2600249782546948,-29.728247648685514,136.98336658291865,1.1981566265831773,164.12752840299655
0.93,2.16,35.86847625626268,0.261711185808982,-30.03020275539139,137.05366144511072,1.1944133893609203,163.69872829097878
0.935,1.78,36.080853635905875,0.26443295703520764,-30.074312222498957,136.44613001510976,1.199723317659559,163.69760378353502
0.935,2.2,35.95950067382261,0.26679924129675303,-29.68583372028739,134.7811204373925,1.211335380122667,163.2651397583878
0.93,1.94,35.356366532679885,0.25990327821529313,-29.615014483670866,136.03663168646966,1.1938662583526571,162.40954447042407
0.93,2.18,35.73504505949039,0.26183055767397717,-30.06794714372959,136.48156799171812,1.18847638279631,162.2051202451658
0.93,1.98,35.32845913159641,0.26024517329248575,-29.690503260347313,135.75067957894947,1.189890882677586,161.52849594827833
0.93,1.74,35.003713703833995,0.2594903293619168,-29.237570600288578,134.8940971708181,1.1972169022650776,161.4974931486912
0.93,1.8,35.11011674816735,0.2600653287940614,-29.35080376530327,135.00498859642335,1.1962233480526483,161.49611946262314
0.935,1.74,35.70641922771458,0.2640702684189967,-29.93631174731811,135.21559788419532,1.1927461047673449,161.2778776801616
0.93,2.2,35.60169333428904,0.2619510814862282,-30.105691532067837,135.90970165992906,1.1825569027825518,160.72095585306633
0.935,1.8,35.7683022576051,0.26467916021953775,-30.143261794416897,135.1383396710838,1.1866102116470376,160.356533838734
0.93,1.96,35.15514162839728,0.26006560751580055,-29.652758872009098,135.1779728361867,1.1855605672355225,160.26167415341757
0.93,1.84,34.9836849208518,0.26007197961872913,-29.426292541979727,134.51539443864195,1.1888580551200552,159.91971021603095
0.93,1.82,34.94163833318691,0.25993138244894404,-29.38854815364146,134.426393627365,1.1889542195318479,159.82682791970473
0.935,1.94,35.91021572928555,0.2646276771174715,-30.624963038624863,135.70090672467552,1.1725798879820626,159.12015400628434
0.935,1.82,35.58398746914306,0.2645625989085256,-30.21217758921996,134.50120166625092,1.1778028036562258,158.41589241764177
0.93,3.26,36.74187269774541,0.2635645562447511,-32.3413728830506,139.40369380936866,1.1360641006368968,158.37153203300176
0.93,3.28,36.73757085311773,0.26356176036333806,-32.34137288305061,139.38885065296444,1.1359310869691333,158.33612863360008
0.93,3.3,36.73326809476065,0.2635589923144381,-32.34137288305061,139.3739889964982,1.1357980450487226,158.30070423286486
0.93,3.32,36.72896442225726,0.263556252098928,-32.341372883050624,139.35910884204995,1.1356649748627732,158.26525884000512
0.93,3.34,36.72465983519013,0.2635535397176761,-32.34137288305061,139.34421019171413,1.1355318763983795,158.22979246424734
0.935,1.84,35.61120900853161,0.26471580366100483,-30.281059606908123,134.5261919236803,1.176022552407892,158.20583559180045
0.93,3.36,36.72035433314167,0.26355085517154175,-32.341372883050646,139.3292930476013,1.1353987496426272,158.19430511483773
0.93,3.38,36.716047915694006,0.2635481984613755,-32.34137288305065,139.3143574118377,1.1352655945825978,158.15879680104248
