Index,Ratio,Stop,CAGR,StDev,DrawDown,Sharpe,MaR,SM
681,0.935,2.3,49.03571889,0.353007526,-34.80028398,138.9084234,1.409060883,195.7304258
682,0.95,3.2,52.73120463,0.377790621,-37.60702719,139.5778554,1.4021636,195.7109882
683,0.93,4.76,47.2012301,0.346444862,-32.86014092,136.2445669,1.43642811,195.7055256
684,0.93,4.08,47.18299897,0.346180001,-32.86014092,136.2961433,1.4358733,195.703993
685,0.93,4.78,47.19407715,0.346456513,-32.86014092,136.2193387,1.436210431,195.6396352
686,0.94,2.24,49.19673913,0.357166119,-34.63982795,137.741898,1.420236244,195.6260358
687,0.95,2.46,53.36660853,0.377706118,-38.54908214,141.2913531,1.384380783,195.6010341
688,0.93,4.8,47.18692159,0.346468213,-32.86014092,136.1940862,1.435992673,195.5737098
689,0.93,4.1,47.16483032,0.346202281,-32.86014092,136.2348918,1.435320391,195.5407182
690,0.93,4.82,47.17976343,0.346479959,-32.86014092,136.1688091,1.435774836,195.5077495
691,0.93,3.62,47.14051043,0.345908513,-32.86014092,136.2802841,1.434580288,195.5050092
692,0.905,0.64,30.15639784,0.243671767,-19.08988808,123.758276,1.579705324,195.5016075
693,0.94,2.2,49.19918639,0.357486798,-34.63982795,137.6251841,1.420306892,195.4699975
694,0.95,3.22,52.7004326,0.377816313,-37.60702719,139.4869167,1.401345348,195.4693418
695,0.93,4.84,47.17260265,0.346491753,-32.86014092,136.1435076,1.435556919,195.4417544
696,0.93,2.8,47.1652252,0.346482595,-32.86014092,136.1258136,1.435332408,195.3857919
697,0.93,4.12,47.14665741,0.346224671,-32.86014092,136.1735928,1.434767353,195.3774253
698,0.93,4.86,47.16543926,0.346503595,-32.86014092,136.1181817,1.435338923,195.3757243
699,0.93,4.88,47.15827325,0.346515483,-32.86014092,136.0928314,1.435120847,195.3096594
700,0.93,4.9,47.15110463,0.34652742,-32.86014092,136.0674566,1.434902691,195.2435596
701,0.93,3.64,47.1106469,0.345940296,-32.86014092,136.181438,1.433671481,195.2394439
702,0.95,3.24,52.66965608,0.37784217,-37.60702719,139.3959177,1.400526976,195.227743
703,0.93,4.14,47.12848024,0.346247171,-32.86014092,136.1122463,1.434214185,195.2141145
704,0.93,4.92,47.14393338,0.346539403,-32.86014092,136.0420574,1.434684456,195.1774251
705,0.935,1.68,48.32492562,0.343860081,-34.80028062,140.5365971,1.38863609,195.1541908
706,0.93,4.18,47.09869508,0.345972488,-32.86014092,136.1342207,1.433307763,195.1222354
707,0.93,4.94,47.13675951,0.346551434,-32.86014092,136.0166339,1.43446614,195.1112558
708,0.93,4.16,47.11029879,0.34626978,-32.86014092,136.0508526,1.433660888,195.0507861
709,0.93,4.96,47.12958302,0.346563512,-32.86014092,135.9911859,1.434247745,195.0450518
710,0.95,2.3,53.10660085,0.377868804,-38.27284262,140.5424325,1.387579213,195.013758
711,0.93,4.2,47.08532406,0.345988839,-32.86014092,136.0891415,1.432900856,195.0022474
712,0.95,3.26,52.63887506,0.377868193,-37.60702719,139.3048584,1.399708485,194.9861923
713,0.955,1.44,50.24574469,0.366517367,-35.32693024,137.0896694,1.422307128,194.983614
714,0.93,4.98,47.1224039,0.346575638,-32.86014092,135.9657136,1.43402927,194.978813
715,0.93,3.66,47.08077897,0.345972257,-32.86014092,136.0825269,1.43276254,194.9739469
716,0.935,2.28,48.9359969,0.353023515,-34.80028398,138.6196525,1.406195333,194.9263083
717,0.93,4.22,47.07194907,0.346005277,-32.86014092,136.0440206,1.432493829,194.88222
718,0.94,2.46,49.2073452,0.358795895,-34.63982795,137.1457866,1.420542425,194.8214083
719,0.93,3.7,47.07991382,0.346239367,-32.86014092,135.9750461,1.432736212,194.8163724
720,0.93,4.24,47.05857011,0.346021803,-32.86014092,135.9988581,1.43208668,194.7621532
721,0.95,3.28,52.60808954,0.377894379,-37.60702719,139.2137391,1.398889874,194.74469
722,0.955,1.26,51.72430964,0.363491102,-37.79594079,142.2986957,1.36851494,194.737891
723,0.93,3.68,47.05090665,0.346004397,-32.86014092,135.983551,1.431853465,194.7085188
724,0.93,4.26,47.04518717,0.346038417,-32.86014092,135.953654,1.43167941,194.6420472
725,0.93,3.72,47.05575343,0.346266868,-32.86014092,135.8944726,1.432000963,194.6010157
726,0.95,3.3,52.57729953,0.377920731,-37.60702719,139.1225599,1.398071144,194.5032365
727,0.935,1.18,47.26233266,0.331447012,-34.65043917,142.5939319,1.363974997,194.4945578
728,0.95,2.54,53.28208812,0.377301588,-38.68720189,141.2188282,1.377253601,194.4941397
729,0.93,1.68,46.44010174,0.337501595,-32.86013745,137.5996513,1.413265596,194.4648532
730,0.95,2.28,53.00415445,0.377883992,-38.23831268,140.2656782,1.386153068,194.4297003
731,0.94,2.54,49.12511643,0.358369747,-34.63982795,137.079418,1.418168603,194.4017269
732,0.93,3.74,47.03158843,0.346294515,-32.86014092,135.8138415,1.431265573,194.3856757
733,0.935,2.32,48.87654176,0.353190354,-34.80028398,138.3858341,1.404486865,194.3610864
734,0.935,2.46,49.28881068,0.352834044,-35.44223574,139.6940333,1.390680064,194.2697073
735,0.95,3.32,52.54650501,0.377947247,-37.60702719,139.031321,1.397252294,194.2618321
736,0.955,1.46,50.27344082,0.369048331,-35.25410874,136.2245447,1.426030685,194.2603808
737,0.96,0.58,44.76671903,0.298597732,-34.55644618,149.9231714,1.295466519,194.2204489
738,0.935,1.64,48.21317817,0.34392884,-34.80028062,140.1835863,1.385424983,194.2138426
739,0.93,3.76,47.00741882,0.346322309,-32.86014092,135.7331528,1.430530044,194.170353
740,0.94,0.7,41.51426941,0.292227046,-30.37645468,142.0616947,1.366659469,194.1499602
741,0.97,0.7,45.33117771,0.325959371,-32.48573727,139.0700244,1.395417852,194.0607946
742,0.95,3.34,52.51570599,0.377973928,-37.60702719,138.9400224,1.396433324,194.0204772
743,0.93,0.96,42.53798199,0.310623193,-30.03141123,136.9439982,1.416449652,193.9742786
744,0.93,3.78,46.98324459,0.346350247,-32.86014092,135.6524066,1.429794373,193.9550477
745,0.94,1.66,48.47098235,0.349738408,-34.63982707,138.5921055,1.399284767,193.9298221
746,0.945,1.42,48.82997223,0.35112872,-35.01869938,139.0657313,1.394397082,193.9128499
747,0.945,1.44,48.93843597,0.351750837,-35.11830641,139.1281294,1.393530639,193.8793111
748,0.97,1.1,49.96011079,0.369062161,-34.88641876,135.37045,1.432079089,193.8611908
749,0.935,2.54,49.20653702,0.352400674,-35.44223574,139.6323577,1.388358719,193.8598013
750,0.95,3.36,52.48490246,0.378000773,-37.60702719,138.8486642,1.395614234,193.7791722
751,0.93,3.8,46.95906574,0.346378332,-32.86014092,135.5716031,1.429058562,193.7397602
752,0.94,2.56,49.03928538,0.358465544,-34.63982795,136.8033447,1.41569079,193.671235
753,0.94,2.9,49.03771493,0.358499504,-34.63982795,136.7860049,1.415645453,193.6404859
754,0.95,2.56,53.19386448,0.377392774,-38.72173183,140.9509354,1.37374704,193.6309303
755,0.95,2.32,52.94307583,0.378039986,-38.30737256,140.0462327,1.3820597,193.5522544
756,0.95,3.38,52.45409442,0.378027783,-37.60702719,138.7572468,1.394795025,193.5379174
757,0.94,2.92,49.00784273,0.358523873,-34.63982795,136.6933875,1.414783087,193.3914927
758,0.94,2.26,48.97189106,0.358096079,-34.63982795,136.7562894,1.413745216,193.3385499
759,0.95,3.4,52.42328187,0.378054958,-37.60702719,138.6657701,1.393975695,193.2967132
760,0.935,1,44.97620391,0.319337916,-32.77429544,140.8420411,1.372301168,193.2776975
761,0.94,2.94,48.97796618,0.358548416,-34.63982795,136.6007043,1.413920596,193.1425493
762,0.935,2.56,49.12065911,0.352498083,-35.44223574,139.3501452,1.385935681,193.1303384
763,0.95,0.4,36.32467691,0.255441812,-26.74784308,142.2033327,1.358041349,193.1180058
764,0.97,1.08,49.07826005,0.368093381,-33.88489783,133.3310039,1.448381527,193.1141631
765,0.955,2.08,54.23268029,0.379065654,-40.17955111,143.0693595,1.349758242,193.1090473
766,0.935,2.9,49.11908651,0.35253262,-35.44223574,139.3320326,1.38589131,193.0990531
767,0.95,0.92,44.92686502,0.331893151,-31.49826819,135.3654477,1.4263281,193.0755418
768,0.95,3.42,52.39246481,0.378082297,-37.60702719,138.5742343,1.393156245,193.05556
769,0.93,1.64,46.27773039,0.337639763,-32.86013745,137.0624418,1.408324309,193.0283687
770,0.935,2.34,48.71744437,0.353374555,-34.80028398,137.8634758,1.399915139,192.9971669
771,0.94,2.58,48.95345705,0.358562068,-34.63982795,136.5271493,1.413213054,192.9419496
772,0.94,2.96,48.9480853,0.358573133,-34.63982795,136.5079556,1.41305798,192.8936559
773,0.935,2.92,49.08919799,0.352557398,-35.44223574,139.2374639,1.385048007,192.8505719
774,0.955,2.04,54.1261454,0.378727812,-40.11303375,142.9156868,1.349340609,192.8419399
775,0.93,1.12,44.46150695,0.322628086,-31.77605318,137.8104041,1.399214267,192.8262836
776,0.95,3.44,52.36164323,0.3781098,-37.60702719,138.4826396,1.392336676,192.8144581
777,0.945,1.46,49.04862671,0.354299342,-35.21783741,138.4383792,1.392721141,192.8060574
778,0.95,2.58,53.10564362,0.377484653,-38.75626177,140.682921,1.370246799,192.7703221
779,0.95,3.82,52.37166158,0.378356536,-37.60702719,138.4188102,1.392603072,192.7624602
780,0.94,2.3,48.95439152,0.358966524,-34.63982795,136.3759242,1.413240031,192.7319154
781,0.94,2.98,48.91820007,0.358598024,-34.63982795,136.4151414,1.412195238,192.644813
782,0.95,3.84,52.35293956,0.378375657,-37.60702719,138.3623353,1.392105238,192.6149317
783,0.935,2.94,49.05930513,0.352582353,-35.44223574,139.1428264,1.384204583,192.602138
784,0.95,3.46,52.33081713,0.378137468,-37.60702719,138.3909861,1.391516986,192.5734078
785,0.955,1.86,53.78767639,0.377481298,-39.81370562,142.4909704,1.350983928,192.5030108
786,0.95,3.86,52.33421316,0.378394879,-37.60702719,138.3058178,1.391607289,192.4673841
787,0.935,2.58,49.03478392,0.352596232,-35.44223574,139.0678048,1.383512719,192.4020767
788,0.94,3,48.8883105,0.358623088,-34.63982795,136.3222619,1.411332371,192.396021
789,0.935,2.96,49.02940793,0.352607484,-35.44223574,139.0481203,1.383361036,192.3537517
790,0.955,1.5,50.37024615,0.369858606,-35.66512015,136.1878439,1.412311131,192.3396077
791,0.965,0.8,44.27017825,0.3340252,-30.50633885,132.5354444,1.451179654,192.3327403
792,0.95,3.48,52.29998651,0.378165301,-37.60702719,138.2992739,1.390697176,192.3324096
793,0.95,3.88,52.31548239,0.378414201,-37.60702719,138.2492577,1.391109223,192.3198175
794,0.95,4.28,52.32341165,0.378611839,-37.60702719,138.1980334,1.391320068,192.2776973
795,0.955,1.6,50.98296758,0.372615411,-36.28641659,136.8246351,1.40501522,192.2406948
796,0.95,4.3,52.31608245,0.378621473,-37.60702719,138.1751597,1.391125179,192.2189439
797,0.94,2.6,48.86763141,0.35865932,-34.63982795,136.2508339,1.410735396,192.2138741
798,0.935,0.68,40.36948047,0.286146297,-29.63105792,141.0798632,1.362404291,192.2078111
799,0.95,3.9,52.29674724,0.378433623,-37.60702719,138.1926552,1.390611041,192.1722321
800,0.95,4.32,52.30875061,0.378631149,-37.60702719,138.1522644,1.39093022,192.1601595
801,0.94,3.02,48.85841658,0.358648326,-34.63982795,136.2293173,1.410469378,192.1472804
802,0.97,0.74,46.64551889,0.331662515,-34.14425653,140.6415158,1.366130753,192.1347
803,0.935,2.98,48.99950639,0.352632793,-35.44223574,138.9533458,1.382517366,192.1054136
804,0.95,1.52,50.05040354,0.367158167,-35.51598149,136.3183717,1.409236108,192.1047716
805,0.95,4.34,52.30141612,0.378640869,-37.60702719,138.1293473,1.39073519,192.1013441
806,0.95,2.34,52.77963273,0.378212461,-38.3419025,139.5502216,1.376552265,192.0981736
807,0.95,3.5,52.26915137,0.378193298,-37.60702719,138.2075032,1.389877246,192.0914638
808,0.94,1.68,48.24240696,0.349809876,-34.63982707,137.9103631,1.392686138,192.065851
809,0.95,4.36,52.29407898,0.378650633,-37.60702719,138.1064085,1.39054009,192.0424978
810,0.95,3.92,52.27800771,0.378453146,-37.60702719,138.1360103,1.390112742,192.0246281
811,0.95,4.38,52.28673919,0.37866044,-37.60702719,138.0834481,1.390344919,191.9836205
812,0.94,2.28,48.85472396,0.358982259,-34.63982795,136.0923073,1.410362777,191.9395246
813,0.955,1.58,50.7591161,0.371214352,-36.16235275,136.7380218,1.40364529,191.9316802
814,0.95,4.4,52.27939674,0.37867029,-37.60702719,138.060466,1.390149678,191.9247124
815,0.95,2.6,53.01742553,0.377577225,-38.79079171,140.4147867,1.366752861,191.9123114
816,0.94,3.04,48.82851832,0.358673738,-34.63982795,136.1363077,1.40960626,191.8985916
817,0.95,3.94,52.2592638,0.37847277,-37.60702719,138.079323,1.389614327,191.8770055
818,0.95,4.42,52.27205164,0.378680184,-37.60702719,138.0374623,1.389954366,191.8657734
819,0.935,3,48.9696005,0.352658278,-35.44223574,138.858503,1.381673573,191.8571241
820,0.95,3.52,52.2383117,0.378221459,-37.60702719,138.1156741,1.389057195,191.8505708
821,0.95,4.44,52.26470388,0.378690122,-37.60702719,138.0144369,1.389758983,191.8068035
822,0.95,4.46,52.25735346,0.378700102,-37.60702719,137.9913898,1.38956353,191.7478027
823,0.95,3.96,52.2405155,0.378492493,-37.60702719,138.0225934,1.389115796,191.7293646
824,0.955,1.56,50.62518608,0.370975416,-36.03819119,136.4650699,1.404764901,191.7013405
825,0.95,4.48,52.25000038,0.378710127,-37.60702719,137.9683211,1.389368006,191.6887712
826,0.935,2.6,48.94891143,0.352695118,-35.44223574,138.7853386,1.381089833,191.67502
827,0.95,2.4,52.7996575,0.378353979,-38.44549232,139.5509509,1.373364062,191.6542608
828,0.94,3.06,48.7986157,0.358699323,-34.63982795,136.0432333,1.408743016,191.6499549
829,0.95,4.5,52.24264463,0.378720195,-37.60702719,137.9452307,1.389172411,191.6297088
830,0.95,3.54,52.20746751,0.378249784,-37.60702719,138.0237867,1.388237024,191.6097309
831,0.935,3.02,48.93969026,0.352683939,-35.44223574,138.7635921,1.380829658,191.6088835
832,0.95,3.98,52.22176282,0.378512318,-37.60702719,137.9658215,1.388617147,191.5817054
833,0.95,4.52,52.23528622,0.378730306,-37.60702719,137.9221187,1.388976745,191.5706156
834,0.95,4.54,52.22792514,0.378740461,-37.60702719,137.8989851,1.388781008,191.5114916
835,0.94,2.62,48.78180848,0.358757298,-34.63982795,135.9744004,1.408257817,191.4870123
836,0.95,4.56,52.22056138,0.378750659,-37.60702719,137.8758299,1.3885852,191.4523368
837,0.95,4,52.20300575,0.378532242,-37.60702719,137.9090073,1.388118382,191.4340282
838,0.94,3.08,48.76870873,0.358725082,-34.63982795,135.9500943,1.407879647,191.4013707
839,0.95,4.58,52.21319496,0.3787609,-37.60702719,137.852653,1.388389321,191.3931513
840,0.94,2.32,48.79530125,0.359146337,-34.63982795,135.8646777,1.408647333,191.3854158
841,0.95,3.56,52.17661878,0.378278273,-37.60702719,137.9318413,1.387416732,191.3689445
842,0.935,3.04,48.90977567,0.352709777,-35.44223574,138.6686133,1.37998562,191.3606923
843,0.95,4.6,52.20582586,0.378771185,-37.60702719,137.8294545,1.388193371,191.3339351
844,0.935,1.04,45.46094906,0.322569395,-33.48874881,140.9338571,1.35749918,191.3175955
845,0.945,0.82,42.6777346,0.312058219,-30.50889355,136.762091,1.39886209,191.3113045
846,0.95,4.02,52.18424428,0.378552267,-37.60702719,137.852151,1.3876195,191.286333
847,0.95,4.62,52.19845408,0.378781514,-37.60702719,137.8062344,1.38799735,191.2746882
848,0.95,4.64,52.19107962,0.378791886,-37.60702719,137.7829928,1.387801257,191.2154106
849,0.94,0.98,44.73585571,0.324529639,-32.25544272,137.8482896,1.38692425,191.1851356
850,0.95,4.66,52.18370249,0.378802301,-37.60702719,137.7597295,1.387605094,191.1561023
851,0.94,3.1,48.73879741,0.358751015,-34.63982795,135.8568908,1.407016151,191.1528396
852,0.95,4.04,52.16547842,0.378572392,-37.60702719,137.7952526,1.387120502,191.1386199
853,0.95,3.58,52.14576553,0.378306927,-37.60702719,137.8398379,1.38659632,191.128212
854,0.94,1.64,48.12756575,0.349882163,-34.63982707,137.5536417,1.389370843,191.1130192
855,0.935,3.06,48.87985673,0.352735792,-35.44223574,138.5735667,1.37914146,191.112551
856,0.95,4.68,52.17632267,0.37881276,-37.60702719,137.7364446,1.387408858,191.0967633
857,0.95,2.62,52.92921023,0.37767049,-38.82532165,140.1465342,1.363265209,191.0568942
858,0.965,1,47.35400396,0.355029349,-33.05991815,133.3805335,1.432369062,191.0501497
859,0.95,4.7,52.16894016,0.378823262,-37.60702719,137.7131381,1.387212552,191.0373937
860,0.95,4.06,52.14670816,0.378592618,-37.60702719,137.7383121,1.386621386,190.9908893
861,0.95,4.72,52.16155497,0.378833807,-37.60702719,137.6898101,1.387016174,190.9779935
862,0.96,1.1,49.39850415,0.361266547,-35.3726579,136.7370007,1.396516606,190.9554922
863,0.935,2.62,48.86304164,0.352794743,-35.44223574,138.5027487,1.378667023,190.9491722
864,0.95,4.74,52.15416709,0.378844396,-37.60702719,137.6664604,1.386819724,190.9185627
865,0.94,3.12,48.70888173,0.358777121,-34.63982795,135.7636229,1.406152531,190.9043619
866,0.95,3.6,52.11490773,0.378335745,-37.60702719,137.7477767,1.385775788,190.8875337
867,0.935,3.08,48.84993344,0.352761983,-35.44223574,138.4784525,1.378297176,190.86446
868,0.95,4.76,52.14677652,0.378855029,-37.60702719,137.6430892,1.386623203,190.8591013
869,0.95,4.08,52.12793351,0.378612944,-37.60702719,137.6813296,1.386122153,190.8431411
870,0.95,4.78,52.13938325,0.378865704,-37.60702719,137.6196965,1.386426611,190.7996094
871,0.955,1.62,50.88812207,0.372782894,-36.4103827,136.508737,1.397626674,190.7882521
872,0.94,2.64,48.69598825,0.358856002,-34.63982795,135.697851,1.405780315,190.7613677
873,0.95,4.8,52.13198729,0.378876424,-37.60702719,137.5962822,1.386229946,190.7400868
874,0.95,4.1,52.10915444,0.37863337,-37.60702719,137.6243052,1.385622803,190.6953755
875,0.955,2.1,53.93466623,0.379345526,-40.21280979,142.1782057,1.341230979,190.693814
876,0.95,4.82,52.12458863,0.378887186,-37.60702719,137.5728463,1.38603321,190.6805338
877,0.94,3.14,48.67896169,0.3588034,-34.63982795,135.6702909,1.405288784,190.655938
878,0.95,3.62,52.0840454,0.378364727,-37.60702719,137.6556577,1.384955134,190.64691
879,0.95,4.84,52.11718727,0.378897992,-37.60702719,137.5493889,1.385836402,190.6209502
880,0.935,3.1,48.82000578,0.35278835,-35.44223574,138.3832708,1.37745277,190.6164196
881,0.94,1.16,46.91691018,0.337697929,-34.19614078,138.9315899,1.371994298,190.6133492
882,0.935,1.14,46.23895768,0.329450784,-34.04963869,140.3516397,1.357986735,190.595665
883,0.95,4.86,52.10978321,0.378908842,-37.60702719,137.5259099,1.385639523,190.5613362
884,0.95,4.12,52.09037097,0.378653896,-37.60702719,137.5672388,1.385123336,190.5475927
885,0.95,4.88,52.10237644,0.378919734,-37.60702719,137.5024094,1.385442571,190.5016916
886,0.935,0.44,34.2226857,0.247690823,-24.82197946,138.1669506,1.378725083,190.4942405
887,0.95,2.42,52.66662573,0.378490709,-38.48002226,139.1490584,1.368674513,190.4497698
888,0.95,4.9,52.09496697,0.37893067,-37.60702719,137.4788874,1.385245547,190.4420166
889,0.94,3.16,48.64903729,0.358829853,-34.63982795,135.5768948,1.404424911,190.4075684
890,0.95,3.64,52.05317854,0.378393874,-37.60702719,137.5634813,1.384134361,190.4063412
891,0.95,4.14,52.0715831,0.378674523,-37.60702719,137.5101305,1.384623752,190.3997929
892,0.95,4.92,52.08755479,0.37894165,-37.60702719,137.4553439,1.385048452,190.3823112
893,0.935,3.12,48.79007377,0.352814894,-35.44223574,138.2880219,1.37660824,190.3684304
894,0.955,2.06,53.81585426,0.379013534,-40.14629243,141.9892679,1.340493754,190.3357268
895,0.95,4.94,52.0801399,0.378952673,-37.60702719,137.4317788,1.384851284,190.3225753
896,0.95,4.18,52.04079661,0.378423523,-37.60702719,137.5199833,1.383805116,190.3008563
897,0.945,1.5,48.93319184,0.355283882,-35.41667859,137.7298388,1.381642599,190.2934124
898,0.95,4.96,52.0727223,0.378963739,-37.60702719,137.4081922,1.384654044,190.2628091
899,0.95,4.16,52.05279081,0.37869525,-37.60702719,137.4529804,1.384124051,190.251976
900,0.935,2.64,48.77717455,0.352895105,-35.44223574,138.2200372,1.37624429,190.2245369
901,0.95,2.64,52.84099769,0.377764447,-38.85985159,139.8781652,1.359783827,190.2040668
902,0.95,4.98,52.06530198,0.378974849,-37.60702719,137.3845841,1.384456732,190.2030124
903,0.95,4.2,52.02697636,0.378438512,-37.60702719,137.4780175,1.383437624,190.192262
904,0.95,3.66,52.02230713,0.378423184,-37.60702719,137.4712474,1.383313466,190.1658277
905,0.94,3.18,48.61910852,0.35885648,-34.63982795,135.4834348,1.403560912,190.1592534
906,0.935,3.14,48.76013739,0.352841614,-35.44223574,138.1927058,1.375763587,190.1204927
907,0.94,2.4,48.65576974,0.359476529,-34.63982795,135.3517289,1.404619267,190.1176462
908,0.95,4.22,52.01315201,0.37845358,-37.60702719,137.4360151,1.383070024,190.0836328
909,0.94,2.34,48.63629069,0.359327502,-34.63982795,135.353655,1.404056936,190.0442381
910,0.94,2.66,48.61017071,0.358955431,-34.63982795,135.4211874,1.403302891,190.0369438
911,0.95,3.7,52.02138497,0.378667544,-37.60702719,137.3800996,1.383288945,190.0363731
912,0.93,0.98,42.50580538,0.312781344,-30.40348106,135.8962295,1.398057193,189.9907011
913,0.95,4.24,51.99932355,0.378468729,-37.60702719,137.3939761,1.382702315,189.9749688
914,0.935,0.7,40.85064378,0.28764065,-30.54000313,142.0197173,1.337610989,189.9671345
915,0.95,3.68,51.99143117,0.378452658,-37.60702719,137.3789563,1.38249245,189.9253699
916,0.94,3.2,48.58917538,0.35888328,-34.63982795,135.3899112,1.402696787,189.9109935
917,0.935,3.16,48.73019665,0.352868511,-35.44223574,138.0973228,1.374918812,189.872607
918,0.95,4.26,51.98549099,0.378483958,-37.60702719,137.3519005,1.382334496,189.8662702
919,0.95,2.38,52.53960374,0.378528659,-38.41096238,138.7995401,1.367828362,189.8539475
920,0.95,3.72,51.99641287,0.378692763,-37.60702719,137.3050079,1.382624917,189.8413253
921,0.94,2.74,48.60519502,0.359279866,-34.63982795,135.2850509,1.40315925,189.8264706
922,0.94,3.22,48.55923788,0.358910253,-34.63982795,135.296324,1.401832537,189.662789
923,0.95,3.74,51.97143599,0.378718116,-37.60702719,137.2298652,1.381960763,189.6462893
924,0.935,3.18,48.70025154,0.352895584,-35.44223574,138.0018731,1.374073913,189.6247737
925,0.935,2.4,48.73693407,0.353526095,-35.44223574,137.8595094,1.375108908,189.5718394
926,0.935,2.66,48.69131015,0.352996204,-35.44223574,137.9372063,1.373821632,189.5011179
927,0.95,3.76,51.94645435,0.378743602,-37.60702719,137.1546717,1.381296482,189.4512654
928,0.955,1.28,51.25942508,0.363747799,-38.13118934,140.9202344,1.344291273,189.4378414
929,0.94,3.24,48.52929601,0.3589374,-34.63982795,135.2026734,1.400968159,189.4146405
930,0.95,2.36,52.44533292,0.378414806,-38.37643244,138.5921799,1.366602615,189.4004354
931,0.935,3.2,48.67030206,0.352922833,-35.44223574,137.9063567,1.373228891,189.3769932
932,0.95,2.66,52.75278793,0.377859095,-38.89438153,139.6096816,1.356308697,189.3538253
933,0.94,2.68,48.52435586,0.359055585,-34.63982795,135.1444118,1.400825545,189.3137443
934,0.935,2.74,48.68633176,0.353326113,-35.44223574,137.7943209,1.373681167,189.2854636
935,0.95,0.44,38.89872884,0.26455505,-30.21708352,147.0345355,1.287309174,189.2789065
936,0.95,3.78,51.92146793,0.378769221,-37.60702719,137.0794272,1.380632074,189.2562539
937,0.95,2.44,52.53363911,0.378628447,-38.5145522,138.7472059,1.363994545,189.250432
938,0.91,0.64,31.65568775,0.251023726,-21.09382715,126.1063575,1.500708597,189.2488948
939,0.95,1.48,49.45225996,0.366032346,-35.31729965,135.1035242,1.400227663,189.1756919
940,0.94,3.26,48.49934976,0.358964719,-34.63982795,135.1089595,1.400103656,189.1665482
941,0.935,3.22,48.64034822,0.352950258,-35.44223574,137.8107739,1.372383745,189.129266
942,0.955,2.12,53.75750639,0.379661391,-40.24606847,141.5932926,1.335720691,189.1290906
943,0.95,3.8,51.89647674,0.378794975,-37.60702719,137.0041321,1.379967538,189.0612549
944,0.94,2.42,48.52634576,0.359620128,-34.63982795,134.9377914,1.40088299,189.0320567
945,0.96,0.72,43.57162532,0.320071079,-31.3782088,136.1310916,1.388595047,189.0309596
946,0.94,3.28,48.46939914,0.358992213,-34.63982795,135.0151826,1.399239027,188.9185127
947,0.935,1.02,44.8204307,0.320984916,-33.1323367,139.6340714,1.352769987,188.892781
948,0.935,3.24,48.61039,0.35297786,-35.44223574,137.7151248,1.371538476,188.8815925
949,0.96,1.08,49.08305651,0.359105648,-35.52468588,136.6813827,1.381660535,188.8472723
950,0.935,2.68,48.60544845,0.353098038,-35.44223574,137.654258,1.371399051,188.7789188
951,0.94,3.3,48.43944414,0.359019879,-34.63982795,134.9213428,1.398374271,188.6705343
952,0.935,3.26,48.5804274,0.353005637,-35.44223574,137.6194097,1.370693084,188.633973
953,0.94,2.7,48.4385437,0.359156463,-34.63982795,134.8675262,1.398348276,188.5917727
954,0.95,2.68,52.66458093,0.377954434,-38.92891147,139.341085,1.352839803,188.5061661
955,0.95,2.74,52.74767355,0.378167279,-39.03250128,139.4823836,1.351378257,188.4934605
956,0.935,2.42,48.60743942,0.353672095,-35.44223574,137.4364564,1.371455226,188.4879463
957,0.94,3.32,48.40948476,0.359047718,-34.63982795,134.8274402,1.397509388,188.4226135
958,0.94,2.82,48.42678955,0.359347084,-34.63982795,134.7632742,1.398008951,188.4002636
959,0.935,3.28,48.55046043,0.353033591,-35.44223574,137.5236286,1.369847568,188.3864081
960,0.94,3.34,48.379521,0.359075731,-34.63982795,134.7334751,1.396644379,188.1747506
961,0.965,1.22,50.85223231,0.371960497,-36.95210796,136.714067,1.376165938,188.1412422
962,0.935,3.3,48.52048907,0.353061721,-35.44223574,137.4277817,1.369001928,188.1388982
963,0.935,2.7,48.51958944,0.353200608,-35.44223574,137.3711945,1.368976545,188.0579433
964,0.94,2.38,48.40276941,0.359659757,-34.63982795,134.5793309,1.397315526,188.0497885
965,0.91,0.7,32.28596238,0.255108006,-21.73593487,126.5580132,1.485372613,187.9858067
966,0.94,2.84,48.37519017,0.359402494,-34.63982795,134.5989274,1.396519354,187.9700072
967,0.94,2.44,48.3969657,0.359764782,-34.63982795,134.5239116,1.397147982,187.9498116
968,0.94,3.36,48.34955285,0.359103916,-34.63982795,134.6394474,1.395779244,187.9269461
969,0.965,1.32,48.84001255,0.374364832,-33.90637185,130.4610059,1.44043759,187.920937
970,0.935,3.32,48.49051333,0.353090026,-35.44223574,137.3318693,1.368156165,187.8914436
971,0.94,2.72,48.35273422,0.359258065,-34.63982795,134.5905324,1.395871085,187.8710325
972,0.935,2.82,48.50782888,0.353394441,-35.44223574,137.2625691,1.368644722,187.8636907
973,0.91,1.92,41.53989766,0.309625503,-29.68160296,134.1617447,1.399516654,187.761596
974,0.93,1.18,44.75360308,0.32622281,-32.7058326,137.1872284,1.368367644,187.7225644
975,0.94,3.38,48.31958032,0.359132275,-34.63982795,134.5453575,1.394913981,187.6792004
976,0.95,2.7,52.5763767,0.378050464,-38.96344141,139.0723772,1.349377129,187.6610851
977,0.96,1.02,46.91701755,0.353778574,-33.15809504,132.6168996,1.414949125,187.6461659
978,0.935,3.34,48.46053321,0.353118508,-35.44223574,137.2358914,1.367310278,187.6440449
