Index,Ratio,Stop,CAGR,StDev,DrawDown,Sharpe,MaR,SM
5097,0.925,1.52,32.21275265,0.327456795,-40.18204749,98.37252775,0.801670265,78.86233036
5098,1.005,4.16,42.55916641,0.440747355,-52.1159319,96.56136546,0.816624876,78.85441307
5099,1.03,3.8,42.0580883,0.458350782,-48.94803117,91.75960841,0.859239632,78.84349219
5100,0.995,0.7,34.22290508,0.349409991,-42.51915589,97.94483824,0.804882043,78.83404154
5101,0.915,0.92,26.25982967,0.284370731,-30.76370352,92.34364441,0.853597801,78.82433177
5102,0.895,2.54,27.02861972,0.274579276,-33.75811551,98.43648826,0.800655466,78.81371242
5103,0.9,2.02,29.08764953,0.286481344,-37.4820706,101.5341843,0.776041693,78.79476029
5104,1.03,4.02,42.06323798,0.458854409,-48.94803117,91.67011844,0.859344839,78.77624321
5105,1.04,1.24,44.88081702,0.437820917,-58.40822781,102.5095314,0.768398883,78.76820948
5106,1.035,4.48,42.65475783,0.462215328,-49.98150045,92.28330435,0.853410911,78.75557883
5107,1.005,4.18,42.52339391,0.440584717,-52.1159319,96.51581699,0.815938473,78.75096837
5108,1.01,3.08,43.0394905,0.437202717,-53.80919935,98.44287049,0.799853761,78.73990024
5109,1.045,3.52,43.02336418,0.462546691,-50.82983266,93.01410008,0.846419552,78.7289529
5110,1,4.12,42.69281102,0.437304617,-52.94176588,97.62716737,0.806410786,78.72760074
5111,1.005,4.32,42.60168544,0.441268563,-52.24708393,96.54366753,0.815388769,78.72062219
5112,0.985,3.42,40.60252661,0.42048477,-49.80744538,96.56123011,0.815189904,78.71573989
5113,1,4.28,42.71441638,0.437843621,-52.94176588,97.55632904,0.806818882,78.71028837
5114,1.01,2.66,43.3618236,0.436343242,-54.76225203,99.3754903,0.791819584,78.68745935
5115,0.92,0.92,28.3497463,0.292790334,-34.89085106,96.82610043,0.812526649,78.67378694
5116,1.015,1.96,43.79796571,0.434513451,-56.12690589,100.7977213,0.780338147,78.65630699
5117,0.89,1.72,24.54414643,0.258205352,-29.6624667,95.05669144,0.827447922,78.6544618
5118,0.995,2.02,43.64730274,0.422440577,-57.34251534,103.3217572,0.761168262,78.64524235
5119,1.04,4.44,43.20545716,0.464579597,-51.09423349,92.99904146,0.845603392,78.64030492
5120,1.035,4.5,42.62274249,0.462296168,-49.98150045,92.19791443,0.852770367,78.62364935
5121,1.03,4.04,42.02154169,0.458936798,-48.94803117,91.56280755,0.858492991,78.60602854
5122,1.045,1.52,42.94333251,0.447141124,-52.47351012,96.03977394,0.818381168,78.59714237
5123,1.005,4.2,42.48588181,0.440668755,-52.1159319,96.4122855,0.815218691,78.59709722
5124,1,4.3,42.68277717,0.437925239,-52.94176588,97.46589915,0.80622126,78.57907998
5125,1,4.14,42.65070623,0.437393163,-52.94176588,97.5111406,0.805615482,78.55648453
5126,1.01,3.1,42.98792954,0.437277395,-53.80919935,98.30814486,0.798895543,78.53793877
5127,0.925,0.72,26.82918719,0.277184727,-33.06825254,96.7917224,0.811327637,78.52979941
5128,1.045,3.54,42.9708967,0.462627237,-50.82983266,92.88449373,0.845387334,78.5233745
5129,1.045,1.46,43.02087983,0.446038839,-52.85764372,96.45097258,0.813900825,78.50152615
5130,0.9,1.94,29.308992,0.285620762,-38.31480737,102.6150614,0.764952091,78.49560573
5131,1.01,1.48,40.28840741,0.422965722,-48.89079731,95.25218082,0.824048893,78.49245418
5132,1.035,4.52,42.59069385,0.462377343,-49.98150045,92.11241527,0.852129157,78.4916748
5133,1.04,1.02,44.23065759,0.417459536,-59.71080772,105.9519636,0.740747936,78.48369837
5134,1.005,4.34,42.56999235,0.441350284,-52.31770298,96.45398197,0.813682366,78.48290427
5135,1,4.32,42.65110558,0.438007212,-52.94176588,97.37535007,0.805623025,78.44782409
5136,1.005,4.22,42.44833854,0.440753177,-52.1159319,96.30863894,0.814498312,78.44322382
5137,1.03,4.06,41.97981634,0.459019573,-48.94803117,91.45539502,0.857640549,78.43585523
5138,1.01,2.64,43.28551523,0.436561741,-54.7366888,99.15095883,0.790795281,78.4081104
5139,1.045,0.18,24.48752861,0.237466232,-32.20728529,103.1200454,0.760310234,78.40322581
5140,1.04,4.46,43.17339712,0.464659325,-51.16718515,92.91408732,0.843771198,78.39823078
5141,0.985,3.44,40.55114447,0.420569959,-49.87703788,96.41949836,0.813022308,78.39120311
5142,1.02,1.1,40.34708058,0.412131095,-50.38963497,97.8986567,0.800701982,78.38764843
5143,1,4.16,42.60857181,0.437482112,-52.94176588,97.39500347,0.804819618,78.38540954
5144,1.01,2.32,43.38274999,0.436274803,-55.04103682,99.43904541,0.788189186,78.37678023
5145,1.035,4.54,42.55861182,0.462458855,-49.98150045,92.02680698,0.851487279,78.35965548
5146,1.025,1.94,42.3444811,0.441673696,-51.80864761,95.87277097,0.817324579,78.35917218
5147,0.895,2.56,26.95550394,0.274702848,-33.75811551,98.12604458,0.798489594,78.35262547
5148,0.99,0.74,35.05021211,0.352796362,-44.44566425,99.34969833,0.788608129,78.34797968
5149,1.01,3.12,42.93634412,0.437352538,-53.80919935,98.17330509,0.79793687,78.33609981
5150,1.045,3.56,42.91840552,0.46270822,-50.82983266,92.75479379,0.844354649,78.31794136
5151,1,4.34,42.61940151,0.438089539,-52.94176588,97.28468193,0.805024177,78.31652101
5152,0.985,0.4,29.27922407,0.281184772,-38.93653084,104.1280575,0.751973107,78.30149893
5153,0.895,2.9,26.94854102,0.274752384,-33.75811551,98.08301076,0.798283335,78.29803291
5154,1.005,4.24,42.41076404,0.440837982,-52.1159319,96.20487754,0.813777333,78.28934862
5155,1.025,0.28,28.22270868,0.260708931,-39.0256747,108.2537087,0.723183107,78.28725341
5156,1,4.18,42.57278692,0.437318256,-52.94176588,97.34966764,0.804143689,78.28312087
5157,1.03,4.08,41.93806188,0.459102733,-48.94803117,91.34788104,0.856787513,78.26572379
5158,0.9,1.8,29.33616657,0.284254039,-38.68388975,103.2040447,0.758356172,78.26542435
5159,1.01,2.68,43.25683247,0.436472083,-54.78781525,99.10561093,0.789533809,78.2472305
5160,1.005,4.36,42.53826671,0.441432357,-52.38832203,96.36417899,0.811979943,78.24578051
5161,0.895,0.52,18.02691761,0.204739994,-20.28802379,88.04785654,0.888549708,78.23489721
5162,0.89,1.86,24.48997596,0.259966649,-29.48981355,94.20429898,0.830455436,78.23247215
5163,1.035,4.56,42.52649631,0.462540704,-49.98150045,91.94108963,0.850844731,78.22759169
5164,0.995,1.88,43.24657942,0.420434424,-56.86580209,102.861652,0.760502408,78.22653408
5165,1.03,1.32,43.31979677,0.434500243,-55.21192951,99.70028207,0.784609362,78.22577468
5166,1.045,0.96,43.26246754,0.412562722,-58.02280837,104.8627645,0.745611403,78.18687298
5167,1,4.36,42.58766487,0.438172222,-52.94176588,97.19389488,0.804424714,78.18517109
5168,1.04,4.48,43.14130383,0.464739389,-51.2401368,92.82902382,0.841943572,78.15679994
5169,0.895,2.92,26.92309624,0.274783666,-33.75811551,97.97924545,0.797529596,78.14134807
5170,1.005,4.26,42.37315822,0.44092317,-52.1159319,96.10100149,0.813055752,78.13547208
5171,1.01,3.14,42.88473633,0.437428144,-53.80919935,98.03835662,0.796977782,78.13439198
5172,1,4.2,42.53526181,0.43740292,-52.94176588,97.24503401,0.803434889,78.13005315
5173,1.045,3.58,42.86589056,0.462789639,-50.82983266,92.6250006,0.843321497,78.11265415
5174,0.995,1.32,39.07559827,0.408263244,-47.87990442,95.7117713,0.816116881,78.1119923
5175,1.01,2.74,43.26426157,0.436801566,-54.86450492,99.04786283,0.788565606,78.10573798
5176,1.03,4.1,41.89627629,0.45918628,-48.94803117,91.24026153,0.85593384,78.09562744
5177,1.035,4.58,42.49434722,0.462622888,-49.98150045,91.85526331,0.850201511,78.09548369
5178,0.985,3.46,40.49973931,0.420655629,-49.94663038,96.27765916,0.810860292,78.06773086
5179,0.93,0.26,20.12715616,0.205556393,-25.24519955,97.91549597,0.797266669,78.06476135
5180,1,4.38,42.55589558,0.438255259,-52.94176588,97.10298905,0.803824634,78.05377464
5181,1.045,1.44,43.02057893,0.444587651,-53.3388156,96.76512351,0.806552947,78.04619556
5182,1.005,4.38,42.50650843,0.441514783,-52.45894107,96.27425869,0.81028148,78.00924884
5183,0.895,2.94,26.89764775,0.274815173,-33.75811551,97.87541002,0.796775748,77.98475307
5184,1,4.22,42.49770554,0.437487969,-52.94176588,97.14028386,0.802725501,77.97698304
5185,0.995,1.02,37.7629895,0.386986209,-47.26115749,97.58226173,0.799028029,77.97096223
5186,1.035,4.6,42.46216447,0.462705409,-49.98150045,91.7693281,0.849557618,77.9633318
5187,1.035,0.42,34.11958333,0.314078219,-47.55316264,108.6340322,0.717503977,77.94535018
5188,1.01,3.16,42.83310612,0.437504213,-53.80919935,97.90329985,0.796018276,77.93281601
5189,1.03,4.12,41.85445948,0.459270213,-48.94803117,91.13253663,0.85507953,77.92556659
5190,1,4.4,42.52409356,0.43833865,-52.94176588,97.01196457,0.803223936,77.92233201
5191,1.03,0.98,41.34528235,0.410481245,-53.44493269,100.7239255,0.773605284,77.92056103
5192,1.03,4.28,41.87601157,0.459783429,-48.94803117,91.07768772,0.855519835,77.91876841
5193,1.04,4.5,43.1091772,0.464819788,-51.31308845,92.74385104,0.840120494,77.91600993
5194,1.045,3.6,42.81335178,0.462871494,-50.82983266,92.49511447,0.842287876,77.9075135
5195,0.99,1.88,42.73427758,0.417125228,-56.19870088,102.4495156,0.760413976,77.90404348
5196,0.895,2.58,26.88239047,0.274827347,-33.75811551,97.81555844,0.796323789,77.89285615
5197,1,0.92,36.0565156,0.379631474,-43.98206456,94.97767728,0.819800434,77.86274101
5198,1.035,4.62,42.42994796,0.462788265,-49.98150045,91.68328409,0.848913049,77.83113628
5199,0.895,2.96,26.87219557,0.274846906,-33.75811551,97.77150478,0.796021791,77.82824835
5200,1,4.24,42.46011802,0.437573405,-52.94176588,97.0354174,0.802015522,77.82391098
5201,1.01,2.7,43.15184376,0.436601838,-54.81337847,98.83568969,0.787250211,77.80841755
5202,0.99,1.12,38.17479726,0.393227591,-47.63245006,97.08066804,0.801445175,77.80483296
5203,1,4.42,42.49225871,0.438422395,-52.94176588,96.92082157,0.802622618,77.79084351
5204,1.03,4.3,41.84456756,0.459861156,-48.94803117,90.99391629,0.85487744,77.78864619
5205,1.005,4.4,42.47471742,0.44159756,-52.52956012,96.18422121,0.808586962,77.77330719
5206,0.9,1.88,29.09898857,0.285282878,-38.16691271,102.0004734,0.762414,77.76658886
5207,1.035,0.56,36.41830809,0.352548243,-48.38129542,103.3002115,0.752735283,77.7577139
5208,1.03,4.14,41.81261118,0.459354531,-48.94803117,91.02470612,0.854224576,77.75554101
5209,1.01,0.42,31.62840963,0.2979358,-43.18380445,106.1584732,0.732413691,77.75191924
5210,1.035,0.7,39.25974051,0.375940667,-52.73114806,104.4306826,0.744526565,77.75141735
5211,1.02,2.02,42.2674873,0.440778962,-52.13315975,95.89270567,0.810760129,77.74598239
5212,0.985,3.48,40.4483111,0.420741781,-50.01622288,96.13571302,0.808703832,77.74531949
5213,1.035,1.32,44.42064175,0.436243351,-58.1822916,101.8253726,0.763473568,77.74098055
5214,0.99,1.14,38.31000695,0.394343887,-47.87608905,97.14872793,0.80019082,77.73752026
5215,1.01,3.18,42.78145343,0.437580745,-53.80919935,97.76813522,0.795058353,77.73137259
5216,0.9,1.84,29.03497142,0.284904187,-38.06831626,101.9113538,0.762707003,77.72850323
5217,1.045,3.82,42.79409965,0.463549175,-50.82983266,92.31836008,0.841909119,77.72366923
5218,1.02,1.88,41.92954752,0.438731133,-51.56462896,95.57002998,0.81314553,77.71234264
5219,0.92,0.38,22.75246757,0.22026047,-30.24349239,103.2980068,0.752309531,77.71207501
5220,1.01,1,38.58112344,0.394816955,-48.5189285,97.71901366,0.795176741,77.70388683
5221,1.045,3.62,42.76078911,0.462953784,-50.82983266,92.36513576,0.841253785,77.70252006
5222,1.035,4.64,42.3976976,0.462871457,-49.98150045,91.59713135,0.848267804,77.69889743
5223,1.005,0.56,35.57118745,0.333880319,-48.77974364,106.538737,0.729220467,77.69022757
5224,1,0.56,34.92701985,0.331456558,-47.3784546,105.3743514,0.737192045,77.6811336
5225,1.04,4.52,43.07701716,0.464900522,-51.3860401,92.65856907,0.838301941,77.67585831
5226,0.895,2.98,26.8467397,0.274878864,-33.75811551,97.66753003,0.795267724,77.67183433
5227,1,4.26,42.42249916,0.437659227,-52.94176588,96.93043483,0.801304952,77.67083743
5228,1,4.44,42.46039095,0.438506494,-52.94176588,96.8295602,0.802020678,77.65930949
5229,1.03,4.32,41.81309138,0.459939223,-48.94803117,90.91003612,0.854234387,77.65847895
5230,1.03,1.28,42.93080391,0.435388476,-54.51536246,98.60344568,0.787499193,77.65013385
5231,1.03,0.56,35.98833148,0.350349485,-47.61572856,102.7212341,0.755807641,77.63749366
5232,1.045,1.42,43.17455688,0.443970645,-54.08828038,97.24642234,0.798223877,77.6244163
5233,1.03,4.16,41.77073344,0.459439234,-48.94803117,90.91677496,0.853369021,77.58555925
5234,0.995,1.72,42.59721798,0.417152414,-56.07238408,102.1142791,0.759682661,77.57444731
5235,1.035,4.66,42.36541331,0.462954984,-49.98150045,91.51086998,0.847621879,77.56661554
5236,1.045,3.84,42.75259867,0.463626766,-50.82983266,92.21339625,0.84109265,77.56000986
5237,0.995,0.74,35.3508083,0.355700423,-45.30027808,99.38365541,0.780366254,77.55565085
5238,1.005,4.42,42.4428936,0.441680689,-52.60017917,96.09406667,0.806896369,77.53795351
5239,1.015,1.9,43.38265634,0.434201523,-55.90454319,99.91364382,0.776013073,77.53429374
5240,1.01,3.2,42.7297782,0.43765774,-53.80919935,97.63286312,0.794098011,77.53006246
5241,1.03,4.34,41.78158293,0.460017629,-48.94803117,90.8260473,0.853590674,77.52826696
5242,1,4.46,42.42849018,0.438590947,-52.94176588,96.73818057,0.801418114,77.52773027
5243,0.95,0.2,20.15703512,0.204001613,-25.69236398,98.80821453,0.78455354,77.52033454
5244,0.895,3,26.82128012,0.274911047,-33.75811551,97.56348606,0.794513548,77.51551144
5245,1.045,3.64,42.7082025,0.46303651,-50.82983266,92.23506479,0.840219223,77.49767446
5246,1.03,4.18,41.73516794,0.459283221,-48.94803117,90.87022139,0.852642424,77.47980583
5247,0.89,1.82,24.65799357,0.259442925,-30.25293291,95.04207357,0.815061258,77.46511209
5248,0.915,0.9,25.67511043,0.28268206,-30.11170224,90.82681246,0.852662205,77.4445902
5249,1.04,4.54,43.0448236,0.464981591,-51.45899175,92.57317799,0.836487893,77.43634263
5250,0.895,2.6,26.80927929,0.274952773,-33.75811551,97.50503346,0.794158053,77.43440755
5251,1.035,4.68,42.33309498,0.463038846,-49.98150045,91.42450006,0.846975273,77.43429089
5252,0.985,3.5,40.39685976,0.420828413,-50.08581538,95.99366041,0.806552902,77.42396541
5253,1.03,4.36,41.75004213,0.460096374,-48.94803117,90.74194991,0.852946301,77.39801054
5254,1.045,3.86,42.71106931,0.46370474,-50.82983266,92.1083301,0.840275623,77.39638446
5255,1,4.48,42.39655633,0.438675753,-52.94176588,96.64668283,0.800814926,77.39610617
5256,1.04,0.62,37.24309527,0.3685506,-48.6284874,101.0528685,0.76586991,77.39335127
5257,1.02,1.72,41.43655027,0.435791833,-50.91125355,95.08335659,0.813897663,77.38812169
5258,1.01,2.72,43.04685744,0.436732504,-54.8389417,98.56572846,0.784968785,77.37102013
5259,0.895,3.02,26.79581684,0.274943456,-33.75811551,97.45937319,0.793759262,77.35928009
5260,1.015,2,43.51415786,0.435017973,-56.27487213,100.028414,0.773243123,77.34628319
5261,1.01,3.22,42.67808038,0.437735197,-53.80919935,97.49748399,0.79313725,77.32888631
5262,1.03,4.2,41.69787248,0.459363841,-48.94803117,90.77308397,0.851880484,77.3278187
5263,1.035,0.98,42.42895149,0.411928947,-56.53248269,103.0006554,0.750523407,77.30440281
5264,1.005,4.44,42.41103688,0.44176417,-52.67079821,96.0037952,0.805209686,77.30318576
5265,1.035,4.7,42.30074253,0.463123043,-49.98150045,91.33802166,0.846327984,77.30192377
5266,1.045,3.66,42.65559187,0.463119671,-50.82983266,92.1049019,0.839184189,77.29297736
5267,1.02,1.16,39.97306885,0.415629055,-49.74319011,96.17486644,0.803588768,77.28504241
5268,1.03,4.38,41.7184689,0.460175458,-48.94803117,90.65774403,0.852301265,77.26770996
5269,1,4.5,42.3645893,0.438760912,-52.94176588,96.5550671,0.800211111,77.26443754
5270,1.045,3.88,42.66951147,0.463783099,-50.82983266,92.00316184,0.839458036,77.2327935
5271,0.925,0.36,22.47390995,0.220343656,-29.68395603,101.9948128,0.757106294,77.22091481
5272,0.895,3.04,26.77034986,0.274976089,-33.75811551,97.35519171,0.793004866,77.20314071
5273,1.04,4.56,43.01259643,0.465062995,-51.5319434,92.48767788,0.834678329,77.19746047
5274,1.03,4.22,41.66054605,0.45944483,-48.94803117,90.67584036,0.851117911,77.17583185
5275,1.035,4.72,42.26835586,0.463207575,-49.98150045,91.25143487,0.845680011,77.16951447
5276,0.89,1.98,24.11172968,0.261928223,-28.76566051,92.05472185,0.838212273,77.16139765
5277,0.995,1.78,42.67011846,0.419543198,-56.24439577,101.7061381,0.758655469,77.15991796
5278,1.03,4.4,41.68686315,0.460254881,-48.94803117,90.57342977,0.851655565,77.13736553
5279,0.995,0.26,24.38129827,0.244565277,-31.51136905,99.69239522,0.773730212,77.13501811
5280,1.025,1.98,42.16137511,0.443444468,-51.97102454,95.0770122,0.811247719,77.13100926
5281,1.01,3.24,42.62635992,0.437813117,-53.80919935,97.36199823,0.792176067,77.12784485
5282,0.99,1.04,37.88207902,0.386025579,-48.20016894,98.13359803,0.785932495,77.1263835
5283,1,4.52,42.332589,0.438846424,-52.9532744,96.46333353,0.799432886,77.11596116
5284,0.985,3.52,40.34538525,0.420915525,-50.15540788,95.85150182,0.80440748,77.10366501
5285,1.045,3.68,42.60295718,0.463203267,-50.82983266,91.97464741,0.838148681,77.08842939
5286,1.035,1.28,44.02866103,0.437128215,-57.53192114,100.7225329,0.765290992,77.08204716
5287,1.045,3.7,42.60863365,0.463437103,-50.82983266,91.94048846,0.838260357,77.07006664
5288,1.045,3.9,42.6279251,0.46386184,-50.82983266,91.89789165,0.838639887,77.06923745
5289,1.005,4.46,42.37914717,0.441848002,-52.74141726,95.91340692,0.803526893,77.0690019
5290,0.9,2.08,28.81551786,0.28746866,-37.4820706,100.2388152,0.768781377,77.06173438
5291,1.04,0.56,36.91414099,0.354505571,-49.88594301,104.1285215,0.739970797,77.05206498
5292,0.895,3.06,26.74487917,0.275008947,-33.75811551,97.25094192,0.79225036,77.04709374
5293,1.035,4.74,42.23593488,0.463292442,-49.98150045,91.16473977,0.845031352,77.03706327
5294,1.025,1.96,42.09345516,0.443269695,-51.88986629,94.96127448,0.811207624,77.03330986
5295,1.03,4.24,41.62318858,0.459526188,-48.94803117,90.57849072,0.850354704,77.0238457
5296,0.9,1.72,28.89589359,0.283305551,-38.26914337,101.9955081,0.755070301,77.01377895
5297,1.03,4.42,41.65522479,0.460334643,-48.94803117,90.48900721,0.851009199,77.00697753
5298,1.01,0.66,35.73414083,0.354157784,-46.83292908,100.8989283,0.763013152,76.98720933
5299,0.985,0.78,35.15642211,0.354728318,-45.26149221,99.10802258,0.776740235,76.98118877
5300,0.99,0.6,33.0382818,0.33053817,-42.89749846,99.95300042,0.770168028,76.98060523
5301,1.01,2.82,43.00291609,0.437049918,-54.96675781,98.39360288,0.782344053,76.97765006
5302,0.895,2.62,26.73617042,0.275079122,-33.75811551,97.19447329,0.791992385,76.97728272
5303,1.03,0.42,33.06427092,0.312243715,-45.49177084,105.8925106,0.726818726,76.96465959
5304,1.04,4.58,42.98033557,0.465144732,-51.60489505,92.40206883,0.832873229,76.95920943
5305,0.985,0.22,20.94381634,0.225329998,-25.29813869,92.94730633,0.827879734,76.94919127
5306,1.01,3.26,42.57461676,0.437891499,-53.80919935,97.22640625,0.791214463,76.9269388
5307,0.99,0.98,37.2643033,0.381410905,-47.33590582,97.70120055,0.787231229,76.91343614
5308,1.045,3.92,42.58631013,0.463940964,-50.82983266,91.79251974,0.837821175,76.90571676
5309,1.035,4.76,42.20347949,0.463377643,-49.98150045,91.07793643,0.844382004,76.90457046
5310,0.895,3.08,26.71940477,0.275042031,-33.75811551,97.14662412,0.791495744,76.89113958
5311,1.045,3.72,42.56148709,0.463517811,-50.82983266,91.82276504,0.837332819,76.88621473
5312,1,4.54,42.30055535,0.43893229,-53.02389345,96.37148223,0.797764038,76.88170281
5313,1.03,4.44,41.62355373,0.460414742,-48.94803117,90.40447643,0.850362165,76.87654627
5314,1.03,4.26,41.58579998,0.459607916,-48.94803117,90.48103519,0.849590862,76.87186067
5315,1,0.18,20.32466734,0.221241758,-24.28967854,91.8663253,0.836761479,76.87020222
5316,1.005,4.48,42.34722438,0.441932184,-52.81203631,95.82290197,0.801847975,76.83539991
5317,0.985,3.54,40.2938875,0.421003118,-50.22500038,95.70923773,0.80226754,76.78441471
5318,1.035,4.78,42.17098961,0.463463178,-49.98150045,90.99102495,0.843731965,76.77203632
5319,1.005,0.64,35.09095221,0.352506434,-45.5017772,99.54698367,0.771199596,76.77059364
5320,1.03,1.34,43.15766836,0.43510837,-55.7774289,99.18832034,0.773747898,76.74675437
5321,1.03,4.46,41.59184989,0.460495181,-48.94803117,90.31983753,0.84971446,76.74607202
5322,1.045,3.94,42.54466648,0.464020472,-50.82983266,91.68704631,0.837001899,76.74223191
5323,0.895,3.1,26.69392666,0.275075339,-33.75811551,97.04223862,0.790741019,76.73527866
5324,1.01,3.28,42.52285085,0.437970342,-53.80919935,97.09070849,0.790252436,76.72616887
5325,1.04,4.6,42.94804093,0.465226804,-51.67784671,92.31635091,0.831072571,76.7215871
5326,1.045,3.74,42.51431421,0.46359893,-50.82983266,91.70494469,0.836404764,76.70245267
5327,0.895,0.58,19.62212708,0.21333585,-23.53151208,91.97763575,0.833865967,76.69702019
5328,1.01,2.84,42.93080517,0.437144555,-54.99232104,98.20734278,0.780669089,76.66743684
5329,1.03,1.36,43.21871283,0.43548807,-55.94706312,99.24201327,0.772492968,76.66375736
5330,0.99,1.72,41.93097218,0.414035287,-55.39300901,101.2739094,0.756972277,76.66154185
5331,1,4.56,42.26848824,0.439018507,-53.0945125,96.27951334,0.796098999,76.64802418
5332,1.035,4.8,42.13846383,0.463549048,-49.98150184,90.90400258,0.843081186,76.63945428
5333,1.03,4.48,41.56011318,0.460575957,-48.94803117,90.23509059,0.849066085,76.61555508
5334,0.89,1.88,24.27222617,0.260258493,-29.54598505,93.2619946,0.821506751,76.61535813
5335,1.005,4.5,42.31526842,0.442016718,-52.88265535,95.73228046,0.800172914,76.60237779
5336,0.895,3.12,26.66844484,0.275108872,-33.75811551,96.93778572,0.789986184,76.5795114
5337,1.045,3.96,42.50299408,0.464100362,-50.82983266,91.58147155,0.836182058,76.57878335
5338,1.01,3.3,42.47106213,0.438049648,-53.80919935,96.95490534,0.789289985,76.52553575
5339,0.895,2.64,26.66306385,0.275206396,-33.75811551,96.88388153,0.789826785,76.52148468
5340,1.045,3.76,42.46711497,0.463680458,-50.82983266,91.58702767,0.835476191,76.518781
5341,1.035,4.82,42.10590203,0.463635251,-49.98150466,90.81686933,0.842429661,76.50682444
5342,1.03,1.3,42.7815492,0.434158116,-55.1161836,98.53909818,0.776206668,76.48670502
5343,1.04,0.74,40.32280338,0.38511304,-55.19878071,104.703812,0.730501704,76.48631313
5344,1.03,4.5,41.52834351,0.460657071,-48.94803117,90.15023569,0.848417036,76.48499575
5345,0.89,1.74,24.26727662,0.258541853,-29.78075838,93.86208208,0.814864293,76.48485916
5346,1.04,4.62,42.91571241,0.465309211,-51.75079836,92.23052421,0.829276335,76.48459111
5347,0.99,1.78,42.06274018,0.416364783,-55.56768406,101.0237703,0.756964068,76.47136414
5348,0.985,3.56,40.24236646,0.42109119,-50.29459288,95.56686863,0.800133059,76.46621095
5349,1.04,1.32,44.909891,0.438920028,-60.11846602,102.3190744,0.747023235,76.434726
5350,0.895,3.14,26.64295931,0.275142629,-33.75811551,96.83326573,0.789231238,76.42383822
5351,0.9,1.74,28.83348319,0.283515063,-38.37296058,101.7000044,0.751401058,76.41749095
5352,1.045,3.98,42.46129286,0.464180634,-50.82983266,91.47579565,0.83536165,76.41537155
5353,1,4.58,42.2363876,0.439105078,-53.16513154,96.18742699,0.794437752,76.4149233
5354,1.035,4.84,42.07330543,0.463721788,-49.98150749,90.72962815,0.84177744,76.37415412
5355,1.035,1.34,44.25726803,0.436849115,-58.71028685,101.3101927,0.753824762,76.37013197
5356,1.005,4.52,42.28327921,0.442101602,-52.9532744,95.64154251,0.798501692,76.36993353
5357,1.01,2.86,42.85867756,0.437239826,-55.01788426,98.02098296,0.778995378,76.3578927
5358,0.9,1.82,29.03321644,0.284618444,-38.78735866,102.007502,0.748522649,76.35492555
5359,1.03,4.52,41.4965408,0.460738523,-48.94803117,90.06527293,0.847767312,76.35439431
5360,1.045,3.78,42.41988928,0.463762397,-50.82983266,91.46901425,0.834547097,76.33520029
5361,1.01,3.32,42.41925054,0.438129414,-53.80919935,96.81899723,0.788327109,76.32504015
5362,1.035,1.36,44.31878137,0.437227258,-58.86867087,101.3632625,0.752841549,76.31047555
5363,0.895,3.16,26.61747006,0.275176611,-33.75811551,96.72867893,0.788476183,76.26825954
5364,0.9,0.54,19.80177596,0.215168635,-23.89641183,92.02910073,0.828650598,76.25996938
5365,1.045,4,42.41956274,0.464261289,-50.82983266,91.37001883,0.834540673,76.25199698
5366,1.025,1.9,41.76082594,0.442854112,-51.64602894,94.29928467,0.808597036,76.25012212
5367,1.04,4.64,42.88334991,0.465391951,-51.82375001,92.1445888,0.827484501,76.24821908
5368,1.035,4.86,42.04067394,0.463808659,-49.98151033,90.64227912,0.841124521,76.24144361
5369,1.03,4.54,41.46470494,0.460820312,-48.94803117,89.98020239,0.847116911,76.22375107
5370,1.01,0.18,20.95688693,0.223435477,-25.78826618,93.79390947,0.812652032,76.22181117
5371,0.92,0.9,27.70224172,0.29118919,-34.57786094,95.13485618,0.801155449,76.21780845
5372,1.045,1.5,42.75512686,0.446883257,-53.67874242,95.67404057,0.796500159,76.2043885
5373,1.01,2.76,42.76916373,0.437345522,-54.89006814,97.79261847,0.77917855,76.1979107
5374,1,4.6,42.20425334,0.439192,-53.23575059,96.09522331,0.792780281,76.18239818
5375,0.9,2.1,28.65818386,0.287677025,-37.4820706,99.61930001,0.764583797,76.16730265
5376,1.045,3.8,42.37263708,0.463844745,-50.82983266,91.35090469,0.833617481,76.15171109
5377,0.985,3.58,40.19082207,0.421179742,-50.36418538,95.42439499,0.798004014,76.1490502
5378,1.02,1.78,41.32138346,0.438347683,-51.15672257,94.26622987,0.807741024,76.14270102
5379,0.89,1.9,24.27242839,0.261393083,-29.60215656,92.85795963,0.819954733,76.13932354
5380,1.005,4.54,42.25125665,0.442186837,-53.02389345,95.55068826,0.796834293,76.13806513
5381,1.01,3.34,42.36741604,0.438209642,-53.80919935,96.68298457,0.787363807,76.12468278
5382,0.895,3.18,26.5919771,0.275210818,-33.75811551,96.62402565,0.787721017,76.11277578
5383,1.035,4.88,42.00800747,0.463895863,-49.98151318,90.55482232,0.840470902,76.10869319
5384,0.995,0.98,36.82413125,0.384753422,-46.31177937,95.70839183,0.795135314,76.10112224
5385,1.03,4.56,41.43283586,0.460902439,-48.94803117,89.89502415,0.846465831,76.0930663
5386,0.995,1.74,42.2775101,0.417688673,-56.23769339,101.2177557,0.751764654,76.09193106
5387,1.045,0.74,40.04768397,0.385832752,-54.62907662,103.7954495,0.73308367,76.09074905
5388,1.045,4.02,42.37780366,0.464342326,-50.82983266,91.26414126,0.833719126,76.08866009
