Date,Ratio,Stop,CAGR,StDev,DrawDown,Sharpe,MaR,SM
0,0.95,0.62,45.523295025236756,0.29965033689188253,-20.766276374048097,151.92138776624208,2.1921741869008278,333.0381446993071
1,0.945,0.62,44.13574432395346,0.29377519676136316,-20.76627637404802,150.23645566581106,2.1253566854725423,319.3060554510308
2,0.955,0.62,43.98323847001087,0.302684720342672,-20.766276374048065,145.31040225689972,2.1180127663608195,307.7692870651396
3,0.95,0.6,45.240934125193924,0.29334190387482345,-23.187180003524123,154.22595110891282,1.951118424850195,300.91309479864515
4,0.95,0.64,44.61728780770437,0.30311318021586464,-21.869735245905364,147.1967922210766,2.04013845188446,300.30183580426575
5,0.95,0.66,44.955940771724826,0.3051009012555393,-22.958723351149814,147.34778096925933,1.9581202353515599,288.52467155005615
6,0.945,0.64,42.74959395951641,0.29747677011036217,-21.869735245905364,143.7073353447281,1.9547376078784653,280.91013292634227
7,0.955,0.6,43.86946625535235,0.2960557631529868,-23.1871812002046,148.1797408303881,1.891970648634309,280.3517203733332
8,0.955,0.64,42.91916124064292,0.3061893021892605,-21.86973524590543,140.17198162630092,1.962491121088376,275.0862693669785
9,0.945,0.6,43.73206813382999,0.28753064041897564,-24.28512976380821,152.0953317187544,1.800775559330273,273.8895560473634
10,0.935,0.6,40.39732019512445,0.27772094974345857,-21.569879080902155,145.46011106630954,1.872857981428927,272.426129990076
11,0.945,0.66,43.20189913977999,0.29929872213938674,-22.958723351149825,144.34374738045284,1.8817204458198387,271.6145806720519
12,0.955,0.66,43.08583863777551,0.30823698847273406,-22.958723351149757,139.78153255149255,1.876665264822654,262.3231468030632
13,0.95,0.58,43.65772993171107,0.28938562308216276,-25.778665729144635,150.86350685540347,1.693560496513707,255.49647557583614
14,0.935,0.56,39.16677843396068,0.2718525244329556,-22.2079356297037,144.07362416684128,1.7636388670711958,254.0938433004492
15,0.935,0.58,38.89895200584456,0.27537188150694464,-21.989599150408278,141.2597095715583,1.7689704909933446,249.88425779837672
16,0.93,0.6,37.5117987088889,0.272802892978274,-20.80689563564778,137.50513529882667,1.8028541770845021,247.9017075440593
17,0.94,0.62,40.98047533629576,0.2887961955992127,-24.29549486837782,141.90102210753457,1.6867520319429483,239.35183737466517
18,0.95,0.7,44.74368385788014,0.30947547165202904,-27.130717320087538,144.5790957811011,1.649189121319398,238.43827193238724
19,0.935,0.62,40.59296802987629,0.2839631513905699,-24.473314670257185,142.9515337856063,1.6586624483364152,237.10834102227952
20,0.94,0.6,40.95663511963647,0.2825747288186289,-25.07683251293038,144.94089861066297,1.63324594916515,236.72413552422202
21,0.95,0.56,43.474494959703904,0.28593227649347996,-28.312786573667747,152.0447271390687,1.5355074586737172,233.46581257405015
22,0.95,0.68,43.00950700777906,0.3073322828637167,-26.17716529434847,139.94464430165695,1.6430162137175568,229.93131961055866
23,0.94,0.58,39.62285584593963,0.28018429547738527,-24.421897384078427,141.41711896603334,1.6224315098372042,229.439589840889
24,0.95,0.74,43.5639176447641,0.31532219370766895,-26.35508545887224,138.1568393030769,1.6529605913343242,228.3678107912952
25,0.945,0.7,43.2342400948146,0.303469286311231,-27.130717320087506,142.46660879702526,1.59355315175556,227.02811346842597
26,0.945,0.58,41.565015531809244,0.28412811461322346,-26.83970985233871,146.28969607034725,1.5486387803923083,226.54989650634403
27,0.955,0.58,42.467847198286265,0.29207135963369457,-27.62175214546848,145.40229912151577,1.5374783965416683,223.55289370682007
28,0.935,0.52,36.404753189135654,0.26459894204175327,-22.4322081400145,137.5846513528049,1.6228787180427848,223.28320260980354
29,0.93,0.56,36.2584413769635,0.26668662647428415,-22.207935629703734,135.95897873214054,1.6326795061701649,221.97743825579116
30,0.95,0.76,45.099324436969624,0.31752468519606747,-29.038107376362564,142.03407337959052,1.5531082605501045,220.59429264542175
31,0.945,0.74,42.30768541819017,0.3092591893797552,-26.35508545887224,136.8033250783646,1.6052949433312351,219.60968597919782
32,0.93,0.58,35.90863302725009,0.2704201827562278,-21.82315578207239,132.78828769826023,1.645437231252725,218.4947924530156
33,0.965,0.66,39.915014851063745,0.3183655526438918,-22.95872335114979,125.37479171218858,1.7385555041789713,217.97103421651752
34,0.945,0.68,41.39846798430511,0.30149384039806654,-26.17716529434847,137.3111567707192,1.581472536036698,217.1538233243219
35,0.93,0.62,37.840942371510835,0.2791407019106598,-23.6361129835021,135.56225270086907,1.6009799241492726,217.03244504654188
36,0.955,0.3,30.88099494923531,0.23449635123567628,-18.782396625007646,131.69072689834277,1.6441456096246576,216.51873045819008
37,0.965,0.62,39.46472018659173,0.3135982577533418,-22.956215280974135,125.84483239582403,1.7191300788723507,216.3436366423107
38,0.945,0.76,44.18674516082679,0.3111513468246995,-29.038107376362632,142.01045764947722,1.5216813061582426,216.0946586841863
39,0.94,0.56,40.06301574557496,0.2766459745420692,-27.084731201671975,144.81691198251153,1.4791734666763765,214.20933373053927
40,0.94,0.64,39.83420692608595,0.2925057056103538,-25.349807128035195,136.18266639608393,1.57138106514554,213.9948633758381
41,0.935,0.64,39.6207220637754,0.2876462690597579,-25.525153703967817,137.7411297330065,1.5522226633102103,213.80490324152453
42,0.955,0.7,42.54095789859296,0.31273352191992254,-27.130717320087516,136.02941455532817,1.5679997471757128,213.2940876312148
43,0.945,1.98,50.203796702858085,0.37443704270902733,-31.589147286821706,134.07807181585702,1.5892735643358755,213.0867350940686
44,0.945,1.78,49.90808465745926,0.37045518044133685,-31.589147286821706,134.72097919646293,1.5799123732054587,212.847341962847
45,0.945,1.92,49.93800160343955,0.3721351282276892,-31.589147286821706,134.19319439492747,1.5808594372622582,212.14057777558986
46,0.945,0.96,45.22628368207944,0.33735619320579296,-28.70629558153759,134.0609260861876,1.5754831045203428,211.21072402513906
47,0.945,0.56,41.70054271801402,0.2807838254926853,-29.337599030201545,148.51476093696985,1.4214027083499732,211.09928342575773
48,0.945,2.0,49.916897833388305,0.37473342218257555,-31.589147286821717,133.2064205606621,1.5801913669956047,210.49163579834408
49,0.945,1.08,46.85333603319928,0.34953570728751543,-29.838673815163386,134.04449118172474,1.5702217975045996,210.47958188895726
50,0.945,1.7,49.373262808088825,0.36807092979726486,-31.589147286821717,134.14062022035765,1.5629818165014615,209.65935025864727
51,0.945,1.94,49.598739108112035,0.37245916281043995,-31.589147286821706,133.16557641878958,1.5701195938518901,209.08588076172273
52,0.945,1.8,49.458003110149896,0.3708548934181057,-31.589147286821717,133.3621424118312,1.565664392934806,208.80035773970485
