Year,Ratio,Stop,CAGR,StDev,DrawDown,Sharpe,MaR,SM
2019,1.045,4.9,25.587696733182508,0.3730638279063013,-57.9288378229085,68.58798634213638,0.44170913304709203,30.29593998463085
2019,0.915,1.4,19.547110635353437,0.2436690863438201,-39.50431394065674,80.21990367613651,0.4948095204163537,39.69357206583519
2019,0.955,3.9,36.05583567017523,0.2938498820287467,-40.296500889229435,122.70154890396711,0.8947634378798467,109.78885973049574
2019,0.995,3.9,25.393410687439655,0.33848362182333724,-53.683176147862476,75.02109127363653,0.47302362694593947,35.48674869169792
2019,0.955,3.8,36.07529926851274,0.293858680538732,-40.296500889229435,122.76410961342297,0.8952464475185995,109.90413301420087
2019,0.895,1.7,17.823793039024128,0.20828769348549986,-28.16042871455965,85.57295316280867,0.6329375599956253,54.16233617648805
2019,0.955,3.7,36.09474177783216,0.2938681014703796,-40.296500889229456,122.82633466249254,0.8957289338112147,110.01910179117388
2019,0.995,4.0,25.311121641079716,0.33866788433520134,-53.68317614786249,74.73729518452855,0.47149076223366365,35.23794427383569
2019,0.915,1.5,21.06683019020352,0.24602643983633035,-37.45193356302221,85.62831785160277,0.5625031389835543,48.16619757740808
2019,0.995,4.1,25.228580119972776,0.3388574591137663,-53.68317614786247,74.45189545466862,0.46995319446979694,34.98890610325287
2019,0.955,3.6,36.11416324678744,0.29387814476383006,-40.296500889229456,122.88822387867579,0.8962108979650916,110.13376547164323
2019,0.895,1.6,16.714095217453597,0.21046898955377522,-29.90003340478522,79.413576569593,0.5589992155252463,44.392127004456576
2019,0.955,3.5,36.133563723860874,0.293888810355278,-40.29650088922937,122.94977709487995,0.8966923411833709,110.2481234711815
2019,0.995,4.2,25.1457767896343,0.3390523415764925,-53.68317614786249,74.16488166020008,0.46841074977333536,34.73962782530501
2019,0.995,4.3,25.062701506680263,0.33925252587614185,-53.68317614786247,73.876241427987,0.46686323919525013,34.49010137264034
2019,0.915,1.6,22.176624348381168,0.24589981257388105,-33.402586914725916,90.18560899357401,0.6639193666345748,59.87597240256707
2019,1.045,3.1,26.4736617247878,0.3664948319999002,-57.92718088724118,72.23474770524189,0.45701622829394045,33.01245194801402
2019,0.895,1.5,15.892443215061224,0.21044942724171006,-35.655237804361505,75.51668552087853,0.4457253462243685,33.65970079951033
2019,0.955,3.4,35.86211727741364,0.29428063704730295,-40.29650088922945,121.86366604762082,0.8899561124672976,108.45331448675363
2019,0.995,4.4,24.97936746191154,0.3394579951241326,-53.68317614786251,73.58603367929842,0.4653109084512716,34.24038418064022
2019,1.035,1.7,25.43373750713016,0.3563759631224597,-56.54960174151705,71.36771314284879,0.4497597988998296,32.09832831106839
2019,0.955,3.3,35.91205516988487,0.2942473232735776,-40.29650088922943,122.04717708339355,0.8911953737274384,108.76787959321376
2019,0.995,4.5,24.895772564016717,0.33966873973279016,-53.68317614786247,73.29427071682153,0.46375371858484954,33.99049059589063
2019,0.895,1.4,14.724910494243048,0.20976045472632224,-37.093678779165565,70.19869647715471,0.3969654932827423,27.866460174859224
2019,0.915,1.7,23.38185136444284,0.24413122722843236,-32.101081780543296,95.77574991078286,0.7283820378481686,69.76133589645256
2019,1.045,0.9,21.434278201442392,0.333185902865005,-55.99148702721459,64.33128777998388,0.3828131621334559,24.62686369917298
2019,0.955,3.2,34.826441293903684,0.29402398603461954,-40.29650088922948,118.44761974556417,0.8642547249856168,102.36891502840348
2019,0.995,4.6,24.81191469457855,0.33988474989234113,-53.68317614786249,73.00096489306375,0.4621916301345089,33.74043496531719
2019,0.955,3.1,34.48818088078895,0.29471444130918967,-40.29650088922943,117.02236486133656,0.8558604375003454,100.15481238754855
2019,0.995,3.8,25.475444049031438,0.3383046816839345,-53.68317614786249,75.30325599464271,0.47455172881096,35.73529031735199
2019,1.04,1.2,23.6533408626832,0.34620363144394684,-50.21275591287533,68.32204724147404,0.47106239107298464,32.18394693657017
2019,0.895,1.3,12.8485213434955,0.206629345114094,-37.507550571178626,62.18149380670478,0.34255826221210245,21.3007844601774
2019,0.895,1.8,18.06224134640273,0.20819656085103255,-29.307522605435842,86.75571427583046,0.6163005174327706,53.46759159844391
2019,0.995,2.8,24.831046555561386,0.3364217482119934,-53.68317614786247,73.80927864364556,0.4625480148038912,34.1403353107255
2019,0.915,1.0,18.98680502340082,0.23142623891808894,-34.54377641758845,82.0425769876553,0.5496447404555751,45.094270934686335
2019,0.955,4.7,35.89936178306474,0.2938019070082821,-40.29650088922945,122.18900193201522,0.8908803739994212,108.85578373980972
2019,0.895,2.2,18.348096527576317,0.20774582278508816,-30.17224140726783,88.31993000676272,0.6081118164180094,53.70839306232393
2019,0.995,2.9,24.603082726806225,0.33669024347636456,-53.68317614786251,73.07334620919404,0.45830154793823313,33.48962768070005
2019,0.955,4.6,35.918995865955814,0.29380572446411407,-40.296500889229435,122.25424106855012,0.8913676143914606,108.97347121051205
2019,0.995,3.0,24.37496609044656,0.3369702344959106,-53.68317614786247,72.33566527592622,0.4540522346015682,32.84417045992536
2019,0.915,1.1,18.11555967928664,0.23390960765595398,-37.24656149316132,77.44683880591992,0.4863686459383038,37.667714122237356
2019,0.995,3.1,24.446837788617515,0.3372531768687863,-53.68317614786249,72.48808748250559,0.45539104693213867,33.010426048766675
2019,0.895,2.1,18.68971135142148,0.20733809168624331,-29.77729811002856,90.14123357373181,0.6276496706437935,56.57711556397803
2019,0.955,4.5,35.938608464319444,0.29381016467822746,-40.296500889229435,122.31914611830528,0.8918543216223823,109.09085908277022
