,Ratio,Stop,CAGR,StDev,DrawDown,Sharpe,MaR,SM
296,0.985,3.5,26.31531431,0.262453357,-28.854449,100.2666326,0.912001969,91.44336636
297,0.935,0.7,18.99161677,0.179913245,-21.92375287,105.559859,0.866257565,91.44202638
298,0.955,3.3,26.11775632,0.23873515,-31.26381234,109.4005486,0.83539896,91.39310455
299,0.9,4.5,19.49558747,0.183087297,-22.72854119,106.4824694,0.857757975,91.3361874
300,0.985,3.7,26.26186815,0.262616158,-28.854449,100.000961,0.910149702,91.01584484
301,1.01,3.1,28.57444863,0.273933925,-32.75248524,104.3114637,0.872436043,91.00508067
302,0.92,2.5,20.53814392,0.212254721,-21.87471071,96.76177661,0.938898996,90.84953489
303,1.01,1.1,24.76609795,0.249781072,-27.11454583,99.1512198,0.913387895,90.56352397
304,1.015,4.5,29.47553577,0.273141949,-35.16638997,107.9128853,0.838173489,90.44971955
305,0.985,3.1,26.14520418,0.262170733,-28.854449,99.72586909,0.906106514,90.36225956
306,1.015,0.1,15.67806553,0.140028365,-19.44106146,111.9634981,0.806440819,90.29193512
307,1,2.9,27.97323914,0.273140683,-31.80568701,102.4133015,0.87950432,90.07294115
308,0.95,3.5,26.26296538,0.235472159,-32.54483218,111.5332085,0.806978055,90.0048517
309,0.975,0.9,24.17555449,0.224614548,-28.9169212,107.6312942,0.836034871,89.98351519
310,0.975,1.1,26.17472591,0.235125982,-32.40689404,111.3221335,0.807690051,89.91377971
311,0.95,1.1,24.49835891,0.214163192,-31.18464451,114.3910801,0.78559045,89.86454006
312,0.925,0.9,18.20884098,0.187112069,-19.73636257,97.3151602,0.922603692,89.78332612
313,0.955,1.1,24.16197741,0.217866547,-29.88507599,110.9026499,0.808496435,89.66439709
314,0.95,3.7,26.20954138,0.235653555,-32.54483218,111.2206493,0.805336504,89.57004889
315,0.965,3.5,27.36099368,0.243838627,-34.29187964,112.2094312,0.797885504,89.53027855
316,1.005,2.5,27.97843608,0.275848766,-31.80231979,101.426722,0.879760856,89.23125979
317,0.965,3.7,27.30710508,0.244013869,-34.29187964,111.9080041,0.796314036,89.11391441
318,0.915,1.7,21.1391097,0.201082818,-24.93977738,105.1263846,0.847606191,89.10577444
319,1.005,2.3,27.82774659,0.274337702,-31.68509741,101.4361002,0.878259777,89.08724675
320,0.895,1.7,18.01683308,0.175143288,-20.81387193,102.8691036,0.865616601,89.04520388
321,0.95,3.1,26.09524562,0.235274796,-32.54483218,110.913902,0.801824556,88.93349023
322,0.895,2.3,18.58210461,0.178682606,-21.76897271,103.995039,0.85360503,88.77068843
323,0.965,3.1,27.19201189,0.243108563,-34.29187964,111.8513126,0.792957755,88.69336575
324,0.975,3.3,28.36831856,0.257257468,-35.28561335,110.2720897,0.803962745,88.65465191
325,0.915,2.1,21.29035864,0.204826329,-25.03315941,103.9434664,0.850486281,88.40249216
326,1.01,3.3,28.13618568,0.274476085,-32.75248524,102.5086965,0.859054984,88.06060665
327,0.95,0.7,20.68756556,0.191010579,-25.49968983,108.305863,0.811286949,87.86713315
328,0.975,2.7,29.06054549,0.256333247,-37.51631615,113.3701767,0.774610849,87.81776879
329,0.945,0.7,18.89806717,0.185348141,-21.96189073,101.9598419,0.860493634,87.73579488
330,0.99,4.5,27.78773436,0.261943678,-33.6747827,106.0828593,0.825179322,87.53738186
331,0.955,0.7,20.78205709,0.194445029,-25.39545374,106.8788294,0.818337695,87.46297493
332,0.915,2.3,21.49902844,0.205621545,-25.70336687,104.5563024,0.836428494,87.45387057
333,0.995,4.1,27.77910571,0.264563555,-33.36129779,104.9997444,0.832674613,87.43062152
334,0.955,2.9,26.14697262,0.238495685,-32.83627388,109.6328959,0.796283181,87.2988311
335,0.95,2.7,26.35587088,0.234880134,-33.89054896,112.2098765,0.777676128,87.26294228
336,0.985,3.3,25.71522163,0.262736075,-28.854449,97.8747272,0.891204737,87.22642052
337,0.965,2.7,27.44599957,0.242795524,-35.60274319,113.0416211,0.770895642,87.14329307
338,0.96,0.1,12.27076858,0.120887714,-14.30003272,101.505506,0.858093741,87.10123938
339,0.995,4.3,27.64103449,0.264716278,-33.36129779,104.4175853,0.828535948,86.51372299
340,0.94,0.7,18.70829536,0.181917021,-22.2689055,102.8397191,0.840108436,86.39651553
341,0.955,1.7,25.22345182,0.233790831,-31.66523875,107.8889696,0.796565976,85.94068238
342,0.95,3.3,25.66541562,0.235910852,-32.54483218,108.7928571,0.788617237,85.79592234
343,0.965,3.3,26.75845676,0.243692628,-34.29187964,109.8041289,0.780314671,85.68177269
344,0.94,1.9,22.1071783,0.225438586,-25.35307761,98.06297463,0.871972178,85.50818554
345,1.005,2.1,27.13125162,0.274411766,-31.45888064,98.87058427,0.862435378,85.26948973
346,0.985,2.7,26.3931417,0.261832702,-31.30683385,100.8015481,0.843047299,84.98047285
347,0.895,2.1,18.25214167,0.177984162,-22.06208085,102.5492462,0.827308258,84.83983818
348,1.01,2.7,27.53478481,0.27565021,-32.75248524,99.89030941,0.840692992,83.97708308
349,0.89,4.1,18.46477439,0.17304341,-23.48207558,106.7060249,0.786334851,83.90666616
350,0.89,2.7,18.44929609,0.17296914,-23.48207558,106.6623565,0.785675697,83.80202126
351,0.92,2.1,20.13902441,0.210703877,-23.0161511,95.57975261,0.874995316,83.63183588
352,0.95,1.7,25.17214048,0.230450846,-32.9387773,109.2299764,0.764209923,83.47463188
353,1.02,0.1,15.07174282,0.140133276,-19.44106146,107.5529186,0.775253082,83.38073161
354,0.89,4.3,18.39350259,0.173155708,-23.48207558,106.2252168,0.783299693,83.2061797
355,0.975,2.9,28.39400642,0.257047921,-37.70292679,110.4619181,0.753098203,83.18867201
356,0.995,3.9,27.11314966,0.265076863,-33.36129779,102.2841047,0.812712678,83.12758868
357,1,1.7,26.21190604,0.268952251,-30.73909402,97.45932944,0.85272214,83.10572799
358,0.965,0.9,22.86930485,0.21343405,-29.5098585,107.1492803,0.774971688,83.0376586
359,1.015,4.1,28.21111665,0.273540478,-35.16638997,103.1332434,0.80221816,82.73536071
360,0.92,1.1,17.77839543,0.193214689,-19.78171819,92.01368432,0.898728577,82.69532753
361,0.965,1.7,26.06020948,0.23874512,-34.44972827,109.1549409,0.756470683,82.57251273
362,0.9,4.1,18.32864091,0.183607873,-22.1823864,99.82491834,0.826270023,82.48233754
363,0.965,2.9,26.78779457,0.243522565,-35.79506881,110.0012831,0.7483655,82.32116524
364,1.035,0.1,15.27675081,0.141589406,-20.03694465,107.8947307,0.762429157,82.26208856
365,0.95,2.9,25.70328276,0.235664489,-34.08798813,109.0672713,0.754027567,82.23972926
366,1.015,4.3,28.07257861,0.273688278,-35.16638997,102.5713591,0.798278659,81.88052698
367,0.92,2.3,20.30674942,0.21151742,-23.88529086,96.00509221,0.850178025,81.6214197
368,0.89,2.9,18.1374459,0.173365591,-23.48207558,104.6196412,0.772395346,80.80772399
369,1,2.5,27.22021915,0.273514513,-33.61946132,99.52020056,0.809656612,80.57718841
370,0.915,1.1,18.40605397,0.188197367,-22.34198826,97.80186775,0.823832407,80.57234813
371,1.04,0.1,15.12704299,0.141747246,-20.03694465,106.718426,0.754957567,80.5678833
372,0.92,1.7,19.91451742,0.207161639,-23.78772835,96.13033332,0.83717609,80.47801662
373,0.96,4.7,27.52426174,0.237488913,-39.66112574,115.8970386,0.693985892,80.43090978
374,1,2.3,27.07041618,0.271990328,-33.50536236,99.52712786,0.807942797,80.41222608
375,0.96,4.9,27.50269676,0.237485326,-39.66112574,115.8079839,0.693442162,80.30613868
376,0.9,4.3,18.2007757,0.183851888,-22.45546379,98.99694725,0.810527712,80.23976918
377,0.985,2.9,25.74037857,0.262530942,-31.51198942,98.04702779,0.816843971,80.08912351
378,0.895,1.9,17.30671016,0.177582442,-21.06182559,97.45732707,0.821709879,80.08164843
379,0.89,0.1,8.615825518,0.087875265,-10.58927744,98.04608344,0.813636772,79.77389888
380,0.99,4.1,26.53979783,0.262356855,-33.6747827,101.1591552,0.788120834,79.7256378
381,0.975,1.7,27.15162488,0.254068531,-36.41560872,106.8673272,0.745604037,79.6807106
382,0.925,1.5,19.0551236,0.206814589,-22.10106108,92.13626394,0.862181392,79.43817227
383,1.03,0.1,14.96748978,0.140806604,-20.03694465,106.2982089,0.746994616,79.40418975
384,1.01,2.9,26.76035073,0.276536761,-32.75248524,96.76959619,0.817047944,79.06539963
385,0.955,2.1,25.04821629,0.238010602,-33.35892887,105.2399184,0.750869921,79.02148926
386,0.89,3.1,17.94811844,0.173669718,-23.48207558,103.3462752,0.764332709,78.99093848
387,0.99,4.3,26.40306574,0.262510699,-33.6747827,100.5790081,0.784060464,78.86002373
388,1.045,0.1,14.95446586,0.141773388,-20.03694465,105.4814736,0.746344621,78.72553044
389,1.015,3.9,27.5429091,0.274037397,-35.16638997,100.5078481,0.783216848,78.71943996
390,0.965,1.1,24.07581783,0.223823879,-32.95034248,107.5659039,0.73066973,78.59514994
391,1.025,0.1,14.73310663,0.140436229,-19.72699683,104.909586,0.746849952,78.35171923
392,1,0.9,23.47851751,0.23643061,-29.75902163,99.30405156,0.788954617,78.34638997
393,0.89,3.7,17.89411085,0.174299533,-23.48207558,102.6629876,0.76203276,78.23255978
394,0.885,0.1,8.104299571,0.085630653,-9.829770248,94.64250563,0.824464801,78.02941457
395,1.005,0.9,24.20700028,0.239062424,-31.42763873,101.2580726,0.770245595,77.99358436
396,0.995,3.5,26.33905203,0.266681519,-33.36129779,98.76594415,0.789509215,77.97662304
397,0.975,2.5,27.40882154,0.258317266,-37.32970551,106.1052635,0.734236211,77.90632668
398,0.89,3.5,17.84884685,0.174310025,-23.48207558,102.3971332,0.760105161,77.83258949
399,0.9,3.9,17.71444788,0.184309976,-21.909309,96.1122577,0.808535216,77.71014499
400,0.945,1.5,22.95406065,0.222142146,-30.53996878,103.3305074,0.751607207,77.66395412
401,0.995,3.7,26.28559583,0.266841748,-33.36129779,98.50630962,0.787906873,77.61379843
402,1.005,1.5,24.40670145,0.268758928,-28.55948697,90.81261639,0.854591733,77.60771117
403,0.89,3.9,17.79359256,0.173925473,-23.48207558,102.3058455,0.757752121,77.52247136
404,1.01,1.7,25.31587155,0.271847843,-30.45173424,93.12515131,0.831344164,77.41905107
405,0.975,2.1,27.149784,0.257631053,-36.95648389,105.3824207,0.734641966,77.41834875
406,0.965,2.1,25.675486,0.243184949,-35.02576598,105.5800784,0.733045668,77.39501901
407,0.955,2.5,25.18425219,0.239844548,-34.23096185,105.0023961,0.735715587,77.25189949
408,0.89,3.3,17.75873613,0.173989383,-23.48207558,102.0679296,0.756267736,77.19068201
409,0.975,2.3,27.1765261,0.25761011,-37.14309453,105.4947965,0.731671026,77.18748599
410,0.955,2.3,24.96255723,0.239071214,-33.79565612,104.4147339,0.738632123,77.12407658
411,0.95,2.1,25.02415372,0.234831669,-34.60090253,106.5620912,0.723222572,77.06810968
412,0.995,3.1,26.16890994,0.266403409,-33.36129779,98.230387,0.784409231,77.05282232
413,0.965,2.5,25.81494306,0.244912139,-35.41041757,105.4049144,0.729021142,76.84241108
414,0.97,4.7,27.0229934,0.247179239,-38.44880258,109.325498,0.702830559,76.83730085
415,1,2.1,26.37806097,0.272064505,-33.28517318,96.9551722,0.792486817,76.83569585
416,0.97,4.9,27.00151318,0.247175788,-38.44880258,109.2401219,0.702271888,76.71626663
417,0.9,3.1,17.2844982,0.18545366,-21.02222981,93.20117061,0.822200992,76.63009489
418,0.98,1.9,25.85314009,0.260291365,-33.53274217,99.32384858,0.770981984,76.57689784
419,0.975,0.1,12.99210849,0.129147033,-17.07296331,100.599357,0.7609756,76.55365602
420,0.935,0.5,15.10318985,0.161716064,-18.42711145,93.39325681,0.819617871,76.54678231
421,0.95,2.5,25.29847775,0.236413603,-35.45668364,107.0093996,0.713503778,76.35161096
422,0.965,2.3,25.59211822,0.244188192,-35.2180916,104.8048967,0.726675327,76.15913258
423,0.89,2.5,17.68251469,0.174839064,-23.48207558,101.1359492,0.753021795,76.15757393
424,0.95,2.3,25.00730838,0.235815153,-35.0294906,106.0462316,0.713893007,75.70566316
425,0.99,3.9,25.8803008,0.26287368,-33.6747827,98.45147221,0.768536535,75.66355328
426,0.96,4.5,26.71656663,0.238312345,-39.66112574,112.1073551,0.673620986,75.51786708
427,1.03,4.5,27.5903687,0.284426599,-35.48611096,97.00347568,0.777497673,75.41997662
428,1.02,4.5,26.18363904,0.280867452,-32.59506515,93.22418401,0.803300712,74.88705339
429,0.985,2.5,24.7728455,0.263374494,-31.17930913,94.05939475,0.794528365,74.7328571
430,0.985,2.1,24.51914736,0.262761651,-30.71224736,93.31326418,0.798350804,74.49671945
431,0.995,3.3,25.73884658,0.266959851,-33.36129779,96.41467249,0.771518145,74.38566926
432,0.985,2.3,24.5453369,0.262710643,-30.8965223,93.43107172,0.794436884,74.22508948
433,1.015,3.5,26.76619431,0.275590355,-35.16638997,97.12311716,0.761129997,73.92331791
434,0.9,3.3,17.00226458,0.185994598,-21.09007681,91.41267953,0.806173668,73.69449515
435,1.015,3.7,26.71255738,0.275745438,-35.16638997,96.87397759,0.759604765,73.58593495
436,0.915,1.5,19.41059695,0.198350903,-25.91127173,97.85988702,0.74911788,73.30859112
437,0.91,0.7,17.18744741,0.164849715,-24.45173986,104.2613111,0.702913065,73.28663771
438,0.945,1.9,22.46529098,0.229080803,-30.07726235,98.06710406,0.746919408,73.24822329
439,1.015,3.1,26.59547692,0.275321362,-35.16638997,96.59794172,0.756275436,73.05465052
440,1.04,4.5,28.82277714,0.287943075,-39.51784183,100.0988726,0.729361114,73.00822521
441,1.035,4.5,27.82456722,0.285108175,-37.29363143,97.59301782,0.746094337,72.81359792
442,0.925,1.9,18.95365513,0.213710112,-23.10659332,88.68862104,0.820270426,72.74865292
443,0.98,1.3,22.74705687,0.249096832,-28.57114182,91.31812998,0.796154981,72.70338402
444,0.985,1.7,23.81898422,0.259544161,-30.11601705,91.7723755,0.790907515,72.58346148
445,0.9,3.5,16.99759765,0.186547245,-21.36315421,91.11685142,0.795650187,72.49713989
446,0.98,1.5,24.44028961,0.255768524,-32.29820001,95.55628368,0.756707482,72.30815482
447,1,1.5,23.67443868,0.266462576,-29.11126712,88.84714346,0.813239719,72.25402595
448,0.97,4.5,26.21847309,0.247970346,-38.44880258,105.7322924,0.681906102,72.09949539
449,1.01,2.3,25.96999605,0.27502401,-34.03050161,94.42810488,0.763138797,72.06175033
450,0.96,0.9,21.26853499,0.209829609,-30.22418932,101.3609808,0.703692488,71.32696081
451,1.01,2.5,26.04876586,0.276603823,-34.41024863,94.17355705,0.757006034,71.28995097
452,1.005,1.9,25.08523172,0.274468753,-32.2179553,91.39558301,0.778610296,71.16154196
453,0.915,1.9,19.68755241,0.205348678,-26.52779924,95.87377228,0.742147972,71.15252564
454,0.9,3.7,16.94808842,0.186801354,-21.63623161,90.72786708,0.783319791,71.06893387
455,0.98,0.1,13.07270924,0.130247831,-18.51613295,100.3679615,0.706017249,70.86151206
456,0.99,3.5,25.11371106,0.264490827,-33.6747827,94.95116069,0.74577203,70.81191988
457,0.985,1.1,22.7958538,0.239732157,-30.61643209,95.08884432,0.744562715,70.79960809
458,0.98,0.7,20.39966191,0.208849137,-28.20300491,97.67654412,0.723315192,70.65092827
459,1.015,3.3,26.16395955,0.275860088,-35.16638997,94.84503459,0.744004704,70.56515186
460,0.99,3.7,25.06077333,0.264652324,-33.6747827,94.69319189,0.744200001,70.47067352
461,1.02,4.1,25.13876531,0.280569944,-32.13621612,89.5989248,0.782256542,70.08934511
462,0.99,3.1,24.94521915,0.26421019,-33.6747827,94.41429606,0.740768526,69.93913893
463,1.045,4.5,28.12380028,0.288451529,-39.23247386,97.49922426,0.716850036,69.89232238
464,1.03,4.1,26.5338467,0.284134237,-35.48611096,93.38489771,0.747724842,69.82620786
465,1.01,2.1,25.35264978,0.275031812,-33.5441599,92.18079037,0.755799217,69.67016919
466,0.92,1.5,18.3544798,0.204584213,-23.87378217,89.71601228,0.768813239,68.974858
467,1.01,0.9,23.09923018,0.239307794,-32.36701018,96.52518966,0.713665861,68.88673256
468,0.94,1.3,20.15708028,0.214439315,-27.53441735,93.99899599,0.732068524,68.81370628
469,0.925,1.3,16.93696456,0.203850925,-20.4832604,83.08505141,0.826868586,68.70041895
470,0.96,4.1,25.47909082,0.238764097,-39.66112574,106.7124044,0.642419759,68.55415705
471,1.02,4.3,24.91017161,0.281049393,-32.22263066,88.63271814,0.773064492,68.51880725
472,1.03,4.3,26.30270457,0.284607964,-35.48611096,92.41731752,0.741211248,68.50075521
473,0.895,1.3,16.03395838,0.169896359,-22.16636611,94.37493807,0.723346276,68.26576004
474,0.9,2.7,17.29202792,0.185516323,-23.72710751,93.21027722,0.728787861,67.93051852
475,0.96,4.3,25.34350487,0.238932884,-39.66112574,106.0695559,0.639001148,67.77856798
476,1.04,4.1,27.75605009,0.287655517,-39.51784183,96.49058855,0.702367559,67.77185911
477,0.95,1.5,23.55382478,0.228076547,-35.94574804,103.2715772,0.655260387,67.66977364
478,1,1.9,24.34417604,0.272120431,-32.25730257,89.46103742,0.754687283,67.51510728
479,1.005,0.7,20.44831568,0.219697961,-28.20300491,93.0746721,0.725040319,67.48288996
480,0.995,0.1,12.98071781,0.132569421,-18.83524291,97.91637971,0.689171776,67.48120529
481,1.035,4.1,26.76610592,0.284816751,-37.29363143,93.97658615,0.717712513,67.44817177
482,0.99,3.3,24.5193269,0.264770738,-33.6747827,92.60587882,0.72812131,67.42831382
483,0.955,1.5,23.2442773,0.231554729,-34.72931392,100.3835136,0.669298488,67.18653385
484,1.015,2.7,25.57181438,0.27702742,-35.16638997,92.30788194,0.72716632,67.12318281
485,1.02,3.9,24.57912162,0.280727807,-32.13621612,87.55499459,0.764841807,66.9657203
486,1.03,3.9,25.96796395,0.284290871,-35.48611096,91.34294001,0.731778244,66.84277622
487,0.995,2.7,25.1486054,0.268165571,-35.3927987,93.7801423,0.710557128,66.63614859
488,1.04,4.3,27.52267534,0.288123698,-39.51784183,95.52381693,0.696462005,66.52870903
489,1.035,4.3,26.53453952,0.285289391,-37.29363143,93.00920518,0.711503238,66.17635065
490,0.975,0.7,20.55325679,0.206635037,-30.91962669,99.4664655,0.664731725,66.1185152
491,1.015,1.1,22.49017669,0.251316979,-30.68221078,89.48928461,0.733003787,65.59598452
492,0.89,2.3,17.20754199,0.174897951,-25.84963649,98.38618424,0.665678297,65.49354756
493,1.005,1.3,22.56014206,0.261056941,-29.77724029,86.41847227,0.757630386,65.47326051
494,0.97,4.1,24.98586151,0.2484043,-38.44880258,100.5854629,0.649847585,65.36522016
495,1.04,0.9,21.89894307,0.251441546,-29.26263647,87.09357458,0.748358511,65.17721782
496,1.04,3.9,27.18470141,0.287810882,-39.51784183,94.45334789,0.687909566,64.97536152
497,0.96,3.9,24.82512196,0.23933066,-39.66112574,103.7272949,0.625930845,64.92611341
498,0.965,1.5,23.80397355,0.237085145,-36.81460347,100.4026361,0.646590519,64.91939254
499,1.045,4.1,27.06286116,0.288163864,-39.23247386,93.9148329,0.689807665,64.78317154
500,0.965,0.7,19.44987779,0.198552961,-29.43869975,97.95813507,0.66069079,64.72003763
501,0.97,4.3,24.85080852,0.248566516,-38.44880258,99.97649277,0.646335044,64.61831088
502,1.04,1.1,23.503726,0.261434626,-32.71233496,89.90288069,0.718497351,64.59498158
503,1.035,3.9,26.19918447,0.284973134,-37.29363143,91.93562936,0.702510951,64.58578638
504,0.94,0.5,14.33157041,0.162664754,-19.6158248,88.10495231,0.730612684,64.37059568
505,0.985,0.1,12.45560581,0.130602742,-18.51613295,95.37017098,0.67268937,64.15450022
506,1.005,0.3,17.27373103,0.17549398,-26.57154679,98.42919411,0.650083759,63.98722054
507,0.89,1.7,16.77357424,0.171396021,-25.67588355,97.86443202,0.653281287,63.93300206
508,1.01,1.5,22.86326645,0.269235885,-30.3701462,84.91909033,0.752820428,63.9288259
509,1.02,3.1,24.01690213,0.28078725,-32.13621612,85.53416192,0.74734692,63.92369244
510,1.03,3.1,25.39295591,0.284354853,-35.48611096,89.30023744,0.715574494,63.90097227
511,1.03,3.5,25.38556463,0.2851789,-35.48611096,89.01627943,0.715366208,63.67923826
512,1.02,3.5,24.00314345,0.281626327,-32.13621612,85.23046715,0.746918784,63.66023685
513,0.93,0.5,14.02486266,0.159525963,-19.36899878,87.91586244,0.724088158,63.65883493
514,1.045,4.3,26.83075267,0.288631099,-39.23247386,92.95863394,0.683891431,63.57361316
515,1.02,1.1,21.04874686,0.25372384,-27.54034503,82.95927924,0.764287696,63.40475641
516,0.92,1.9,18.32633757,0.211478306,-25.08841636,86.65823889,0.730470083,63.30125094
517,0.9,2.9,16.80273677,0.186282354,-23.95490031,90.20036755,0.701432131,63.26943601
518,0.91,0.5,13.9053042,0.146495496,-20.88226988,94.91967054,0.665890455,63.20610265
519,0.95,0.5,16.27400114,0.171343281,-24.54163553,94.97892808,0.663118035,62.98224017
520,1.015,2.9,24.80930004,0.27790832,-35.16638997,89.2715267,0.705483277,62.97956922
521,1,0.7,19.74452826,0.217102847,-28.54067259,90.94550607,0.691803187,62.91639095
522,0.99,0.1,12.34217704,0.130809277,-18.51613295,94.35246007,0.666563428,62.89189918
523,1.03,3.7,25.24040429,0.28562776,-35.48611096,88.36817638,0.711275584,62.85412625
524,1.02,3.7,23.85958356,0.282080669,-32.13621612,84.58425618,0.742451553,62.79971235
525,0.98,0.5,17.12502927,0.187555634,-25.0042053,91.30639755,0.684885965,62.53447016
526,1.025,4.5,24.63161183,0.282229163,-34.38431908,87.27521845,0.716361774,62.52063036
527,0.975,1.5,24.485576,0.252916868,-38.06600482,96.81274413,0.643239975,62.27382713
528,1.04,4.7,27.31381614,0.293818306,-40.77548215,92.96158757,0.669858815,62.27113886
529,1.04,3.1,26.60413931,0.28787475,-39.51784183,92.41567494,0.673218427,62.21593529
530,1.04,4.9,27.29228675,0.293815438,-40.77548215,92.88921972,0.669330816,62.17361725
531,1.045,3.9,26.49461255,0.288318633,-39.23247386,91.89351489,0.675323525,62.05785243
532,1.04,3.5,26.59667663,0.28868872,-39.51784183,92.12925476,0.673029584,62.00571397
533,1.03,1.1,22.14893314,0.257884499,-30.70389999,85.88702784,0.72137198,61.95649535
534,0.97,3.9,24.33446325,0.248948803,-38.44880258,97.74886634,0.63290562,61.86580689
535,0.995,2.9,24.38865291,0.269074988,-35.77153123,90.63887003,0.681789459,61.79662612
536,1.035,3.1,25.62312097,0.285037093,-37.29363143,89.89398789,0.687064252,61.76294551
537,1.035,3.5,25.61571612,0.285859167,-37.29363143,89.60956679,0.686865696,61.54973749
538,1.045,0.9,21.34831868,0.251783776,-29.45895558,84.78830131,0.724680093,61.4443941
539,0.89,2.1,16.78994298,0.174612816,-26.35160184,96.15527291,0.637150754,61.26540462
540,1.04,3.7,26.45011417,0.289132279,-39.51784183,91.48101449,0.669320817,61.23014734
541,1.03,3.3,24.87467897,0.285154788,-35.48611096,87.23219817,0.70096943,61.14710422
542,1.02,3.3,23.50431272,0.28159666,-32.13621612,83.46800961,0.731396398,61.0482016
543,0.88,0.1,7.204311771,0.082291949,-10.34787475,87.54576663,0.696211729,60.95038956
544,0.975,1.9,24.82279853,0.25803918,-39.21213846,96.19778875,0.633038633,60.89691671
545,1.035,3.7,25.47028933,0.286306989,-37.29363143,88.96146542,0.682966189,60.75767301
546,1.015,1.7,23.38188991,0.273246796,-32.96843369,85.57059116,0.709220527,60.68841974
547,0.895,1.1,15.05112672,0.165519823,-22.59484631,90.93247242,0.666130962,60.57293537
548,0.96,3.5,24.06495797,0.241104434,-39.66112574,99.81134556,0.60676437,60.5619682
549,0.975,1.3,22.76241876,0.247257411,-34.65680001,92.05960145,0.656795167,60.46430132
550,0.96,3.7,24.01246398,0.241281496,-39.66112574,99.5205369,0.605440807,60.25379418
551,0.945,1.3,20.55011787,0.218111083,-32.13688134,94.21858601,0.639455884,60.24862921
552,1.045,1.1,22.78672336,0.261903321,-33.08329408,87.00433155,0.688768274,59.92582327
553,0.96,3.1,23.90034934,0.240365393,-39.66112574,99.43340436,0.602613993,59.91996082
554,1,0.3,16.5950238,0.173041416,-26.57154679,95.90203425,0.624541128,59.89476466
555,0.9,2.5,16.24146804,0.187639723,-23.49931471,86.55666188,0.691146454,59.82332994
556,0.985,0.9,21.33319725,0.229160275,-33.21635581,93.09291188,0.642249781,59.78890229
557,1.04,3.3,26.08085627,0.288665497,-39.51784183,90.34975278,0.659976736,59.62873495
558,0.965,1.9,23.29302352,0.243903931,-37.33272016,95.50081221,0.62393052,59.58587146
559,0.96,2.7,24.14776396,0.240049626,-40.86487392,100.5948828,0.590917373,59.44326391
560,1.045,3.1,25.91720051,0.288382055,-39.23247386,89.87105855,0.660605819,59.3693442
561,0.965,0.1,10.75371919,0.121870745,-16.01729819,88.23872545,0.671381594,59.24185612
562,0.915,0.7,15.75552854,0.16802797,-24.94797742,93.767297,0.631535306,59.21735856
563,0.92,1.3,16.20880864,0.20147956,-22.02724359,80.44889852,0.735852789,59.19854638
564,1.045,3.5,25.90977832,0.289194611,-39.23247386,89.59288073,0.660416634,59.16862871
565,1.035,3.3,25.1038927,0.285835228,-37.29363143,87.8264478,0.673141546,59.11963081
566,1.045,4.7,26.6230267,0.29431592,-40.77548215,90.45731086,0.652917521,59.06116312
567,1.035,1.1,22.34387525,0.258655321,-32.71233496,86.38475013,0.683041283,59.00435057
568,1.045,4.9,26.60161413,0.294313045,-40.77548215,90.3854401,0.652392387,58.96677302
569,1.03,2.7,24.55868127,0.285481767,-35.84874685,86.02539323,0.68506387,58.93288884
570,0.89,1.9,16.23653873,0.173664702,-25.8154094,93.49360329,0.628947559,58.80257359
571,1.02,2.7,23.19174371,0.281927393,-32.51783733,82.26140588,0.71320068,58.66889063
572,0.96,0.7,18.98203899,0.19610373,-31.32876284,96.79590992,0.605898135,58.64846134
573,1.045,3.7,25.7640111,0.289637322,-39.23247386,88.95266301,0.65670116,58.41531699
574,1.035,4.7,26.32729863,0.291039512,-40.77548201,90.45953396,0.645664927,58.40654841
575,0.955,1.9,22.49957432,0.238921279,-36.29069445,94.1714962,0.619981917,58.38462475
576,0.915,1.3,17.12367261,0.195663137,-25.6901409,87.51608931,0.666546465,58.33353999
577,1.035,4.9,26.30593606,0.291036597,-40.77548201,90.38703835,0.64514102,58.31238613
578,1,1.3,21.83880943,0.258676692,-31.64834049,84.42511496,0.690045958,58.25720934
579,1.03,4.7,26.09584334,0.290371591,-40.37980086,89.87051131,0.646259832,58.07970158
580,1,0.5,17.40057006,0.19514375,-26.7152591,89.16795982,0.651334505,58.07816896
581,1.03,4.9,26.07451991,0.290368664,-40.37980086,89.79798136,0.645731761,57.98540862
582,1.01,1.9,23.39872539,0.275028932,-34.46215114,85.07732331,0.678968799,57.76484807
583,0.97,3.5,23.57728729,0.250654388,-38.44880258,94.06293471,0.613212524,57.68056964
584,0.96,3.3,23.47801439,0.240954664,-39.66112574,97.43747645,0.591965406,57.67961529
585,1.04,2.7,25.76180619,0.288988861,-39.85781516,89.1446339,0.646342658,57.61797962
586,0.92,0.7,14.19015408,0.173646087,-20.14890061,81.71882423,0.704264434,57.55166148
587,1.025,4.1,23.59958979,0.281931671,-34.38431908,83.70677092,0.686347452,57.45192892
588,0.97,3.7,23.52499964,0.250824699,-38.44880258,93.79060257,0.611852595,57.38602358
589,1.015,2.3,24.02601249,0.276406246,-36.41769845,86.92282763,0.659734511,57.34598921
590,0.97,3.1,23.4133257,0.24994355,-38.44880258,93.67445458,0.608948111,57.04288216
591,1.035,2.7,24.78731485,0.286161498,-37.64610716,86.62002046,0.658429695,57.03319364
592,1.035,0.9,20.61675722,0.248624622,-30.01648911,82.9232322,0.686847724,56.9556333
593,0.99,2.7,23.9348104,0.26598571,-37.84597285,89.9853245,0.632426877,56.90913771
