,Ratio,Stop,CAGR,StDev,DrawDown,Sharpe,MaR,SM
143,0.955,0.56,47.11246053,0.279272545,-32.47724759,168.6970713,1.450629718,244.7169851
144,0.945,3.24,53.20924088,0.366400454,-31.58914729,145.2215473,1.684415233,244.6133865
145,0.945,3.26,53.17572244,0.366429516,-31.58914729,145.1185567,1.683354158,244.2859258
146,0.945,3.28,53.14219968,0.366458761,-31.58914729,145.0154979,1.682292947,243.9585493
147,0.945,3.3,53.10867259,0.36648819,-31.58914729,144.9123711,1.681231599,243.6312573
148,0.945,3.32,53.07514118,0.366517802,-31.58914729,144.8091766,1.680170113,243.3040506
149,0.945,2.82,53.09450913,0.366835347,-31.58914729,144.7366227,1.680783234,243.2708887
150,0.945,3.34,53.04160543,0.366547599,-31.58914729,144.7059144,1.679108491,242.9769296
151,0.945,2.84,53.03675837,0.366894263,-31.58914729,144.5559764,1.67895505,242.7029866
152,0.945,3.36,53.00806536,0.366577578,-31.58914729,144.6025849,1.678046732,242.649895
153,0.945,3.38,52.97452095,0.366607741,-31.58914729,144.4991881,1.676984835,242.3229472
154,0.945,2.86,52.97900242,0.366953585,-31.58914729,144.3752142,1.677126702,242.1355269
155,0.945,3.4,52.94097221,0.366638088,-31.58914729,144.3957243,1.675922801,241.9960868
156,0.95,1.06,50.69677672,0.341639198,-31.09365066,148.39274,1.63045431,241.9475825
157,0.945,3.42,52.90741913,0.366668617,-31.58914729,144.2921936,1.67486063,241.6693144
158,0.945,2.88,52.92124128,0.367013313,-31.58914729,144.1943368,1.67529819,241.5685114
159,0.96,0.66,43.86266018,0.305260893,-26.09732098,143.6890906,1.680734211,241.5031702
160,0.945,3.44,52.87386171,0.36669933,-31.58914729,144.1885963,1.673798322,241.3426305
161,0.945,3.82,52.88479974,0.366974676,-31.58914729,144.1102159,1.674144581,241.2613371
162,0.945,3.84,52.86441604,0.366996026,-31.58914729,144.0462901,1.673499305,241.0613665
163,0.945,3.46,52.84029996,0.366730227,-31.58914729,144.0849325,1.672735876,241.0160357
164,0.945,3.86,52.84402779,0.367017489,-31.58914729,143.9823154,1.672853886,240.8613759
165,0.945,3.48,52.80673385,0.366761306,-31.58914729,143.9812023,1.671673292,240.6895306
166,0.935,0.54,37.36231338,0.258582474,-22.4314927,144.4889627,1.665618685,240.663516
167,0.945,3.88,52.823635,0.367039063,-31.58914729,143.9182919,1.672208323,240.6613654
168,0.945,4.28,52.8322685,0.367259757,-31.58914729,143.8553163,1.672481629,240.5953737
169,0.945,4.3,52.82428899,0.367270512,-31.58914729,143.829377,1.672229026,240.515659
170,0.945,3.9,52.80323765,0.36706075,-31.58914729,143.8542195,1.671562615,240.4613354
171,0.945,4.32,52.81630664,0.367281316,-31.58914729,143.8034125,1.671976333,240.4359023
172,0.945,3.5,52.7731634,0.366792569,-31.58914729,143.8774061,1.670610572,240.3631156
173,0.945,4.34,52.80832143,0.367292169,-31.58914729,143.7774228,1.67172355,240.3561035
174,0.945,4.36,52.80033337,0.36730307,-31.58914729,143.7514078,1.671470676,240.2762628
175,0.945,3.92,52.78283575,0.367082548,-31.58914729,143.7900985,1.670916764,240.2612861
176,0.945,4.38,52.79234246,0.367314019,-31.58914729,143.7253676,1.671217712,240.1963801
177,0.945,4.4,52.78434869,0.367325017,-31.58914729,143.6993023,1.670964658,240.1164555
178,0.945,3.94,52.76242929,0.367104459,-31.58914729,143.7259289,1.670270768,240.0612176
179,0.945,3.52,52.7395886,0.366824015,-31.58914729,143.7735439,1.669547713,240.0367914
180,0.945,4.42,52.77635206,0.367336064,-31.58914729,143.6732118,1.670711513,240.036489
181,0.945,4.44,52.76835257,0.367347159,-31.58914729,143.647096,1.670458278,239.9564806
182,0.945,1.14,50.3239861,0.342741971,-30.79331957,146.827615,1.634250117,239.953047
183,0.945,4.46,52.76035021,0.367358302,-31.58914729,143.6209551,1.670204951,239.8764304
184,0.945,3.96,52.74201828,0.367126481,-31.58914729,143.6617107,1.669624628,239.8611302
185,0.945,4.48,52.75234499,0.367369494,-31.58914729,143.5947891,1.669951535,239.7963384
186,0.95,0.52,42.16949895,0.270067879,-27.46095679,156.144074,1.535616522,239.7774199
187,0.945,4.5,52.7443369,0.367380734,-31.58914729,143.5685979,1.669698027,239.7162046
188,0.945,3.54,52.70600946,0.366855644,-31.58914729,143.6696159,1.668484717,239.7105584
189,0.945,2.76,52.74526273,0.36740484,-31.58914729,143.5616983,1.669727336,239.7088919
190,0.935,0.66,42.30247664,0.281069939,-26.56319883,150.5051619,1.592521929,239.6827707
191,0.945,3.98,52.7216027,0.367148615,-31.58914729,143.5974439,1.668978343,239.6610241
192,0.945,4.52,52.73632595,0.367392023,-31.58914729,143.5423815,1.669444429,239.6360291
193,0.945,4.54,52.72831212,0.36740336,-31.58914729,143.51614,1.669190739,239.5558119
194,0.95,1.66,54.61693883,0.363751057,-34.2368793,150.1492237,1.595266273,239.5279924
195,0.945,4.56,52.72029541,0.367414746,-31.58914729,143.4898734,1.668936959,239.475553
196,0.945,4,52.70118255,0.367170861,-31.58914729,143.5331288,1.668331914,239.4608995
197,0.945,4.58,52.71227583,0.36742618,-31.58914729,143.4635817,1.668683088,239.3952524
198,0.945,3.56,52.67242596,0.366887456,-31.58914729,143.5656224,1.667421582,239.3844173
199,0.945,4.6,52.70425337,0.367437663,-31.58914729,143.4372648,1.668429125,239.3149102
200,0.945,4.02,52.68075784,0.36719322,-31.58914729,143.4687653,1.66768534,239.2607566
201,0.945,4.62,52.69622803,0.367449194,-31.58914729,143.4109229,1.668175071,239.2345265
202,0.945,4.64,52.68819981,0.367460774,-31.58914729,143.3845558,1.667920926,239.1541011
203,0.945,4.66,52.6801687,0.367472402,-31.58914729,143.3581637,1.66766669,239.0736343
204,0.945,4.04,52.66032855,0.36721569,-31.58914729,143.4043535,1.667038622,239.0605958
205,0.945,3.58,52.6388381,0.366919451,-31.58914729,143.4615635,1.66635831,239.0583686
206,0.945,2.78,52.67236149,0.367487086,-31.58914729,143.3311903,1.667419542,238.9932275
207,0.945,4.68,52.6721347,0.367484078,-31.58914729,143.3317464,1.667412362,238.9931259
208,0.945,4.7,52.66409782,0.367495803,-31.58914729,143.3053042,1.667157943,238.9125761
209,0.945,4.06,52.6398947,0.367238271,-31.58914729,143.3398935,1.666391759,238.8604171
210,0.945,4.72,52.65605804,0.367507576,-31.58914729,143.2788368,1.666903432,238.8319848
211,0.945,4.74,52.64801536,0.367519398,-31.58914729,143.2523444,1.66664883,238.7513522
212,0.945,3.6,52.60524589,0.366951629,-31.58914729,143.3574394,1.665294901,238.7324128
213,0.945,4.76,52.63996979,0.367531268,-31.58914729,143.225827,1.666394136,238.6706781
214,0.945,4.08,52.61945626,0.367260965,-31.58914729,143.2753853,1.66574475,238.6602209
215,0.945,4.78,52.63192132,0.367543187,-31.58914729,143.1992845,1.66613935,238.5899627
216,0.945,4.8,52.62386995,0.367555153,-31.58914729,143.172717,1.665884472,238.509206
217,0.945,4.1,52.59901325,0.36728377,-31.58914729,143.210829,1.665097597,238.4600073
218,0.945,4.82,52.61581568,0.367567169,-31.58914729,143.1461244,1.665629502,238.428408
219,0.945,3.62,52.57164932,0.36698399,-31.58914729,143.2532503,1.664231353,238.4065506
220,0.945,4.84,52.6077585,0.367579232,-31.58914729,143.1195069,1.665374441,238.3475688
221,0.945,2.8,52.5994561,0.367569903,-31.58914729,143.1005522,1.665111616,238.2783917
222,0.945,4.86,52.59969841,0.367591345,-31.58914729,143.0928644,1.665119287,238.2666883
223,0.945,4.12,52.57856566,0.367306688,-31.58914729,143.1462247,1.664450299,238.2597766
224,0.95,1.64,54.38134266,0.363942306,-34.1083777,149.4229766,1.594369077,238.2353732
225,0.96,0.62,43.16363532,0.300457067,-26.02871875,143.6599103,1.658308107,238.232394
226,0.945,4.88,52.59163541,0.367603505,-31.58914729,143.0661969,1.664864041,238.1857667
227,0.945,4.9,52.5835695,0.367615714,-31.58914729,143.0395043,1.664608703,238.1048038
228,0.945,3.64,52.53804839,0.367016533,-31.58914729,143.1489964,1.663167667,238.0807824
229,0.945,4.14,52.55811348,0.367329717,-31.58914729,143.0815725,1.663802856,238.059529
230,0.945,4.92,52.57550068,0.367627971,-31.58914729,143.0127869,1.664353273,238.0237999
231,0.945,4.94,52.56742894,0.367640277,-31.58914729,142.9860444,1.66409775,237.9427548
232,0.945,4.18,52.52460096,0.367049435,-31.58914729,143.0995283,1.662741969,237.9375915
233,0.94,0.66,42.33998953,0.285498037,-26.39029308,148.3022088,1.60437739,237.9327107
234,0.945,4.96,52.55935428,0.367652631,-31.58914729,142.959277,1.663842135,237.8616687
235,0.945,4.16,52.53765672,0.367352857,-31.58914729,143.0168724,1.663155268,237.8592647
236,0.945,4.2,52.50955686,0.36706617,-31.58914729,143.0520193,1.662265726,237.7904688
237,0.945,4.98,52.55127669,0.367665033,-31.58914729,142.9324847,1.663586428,237.7805416
238,0.945,3.66,52.50444309,0.36704926,-31.58914729,143.0446778,1.662103843,237.7551087
239,0.93,1.92,51.48464826,0.339350614,-32.86014092,151.7152059,1.566781116,237.7045196
240,0.945,4.22,52.49450841,0.367082995,-31.58914729,143.004468,1.661789346,237.6433013
241,0.945,3.7,52.50346969,0.367321917,-31.58914729,142.935848,1.662073028,237.5698176
242,0.945,4.24,52.4794556,0.367099909,-31.58914729,142.9568743,1.661312828,237.496089
243,0.945,3.68,52.47083343,0.367082169,-31.58914729,142.9402948,1.66103988,237.4295302
244,0.945,4.26,52.46439845,0.367116913,-31.58914729,142.9092383,1.660836172,237.3488322
245,0.945,3.72,52.47628655,0.367350072,-31.58914729,142.8508948,1.661212507,237.3056931
246,0.945,3.74,52.44909861,0.367378377,-31.58914729,142.7658838,1.660351833,237.0415968
247,0.935,1.78,53.29023036,0.344384549,-34.80028062,154.7404796,1.531316111,236.9565894
248,0.93,1.78,51.28194769,0.337952525,-32.86013745,151.7430524,1.560612696,236.812134
249,0.945,3.76,52.42190586,0.36740683,-31.58914729,142.6808149,1.659491008,236.7775293
250,0.95,1.22,53.8517288,0.352936045,-34.71760833,152.5821168,1.551135904,236.6755998
251,0.95,1.16,52.80656244,0.350085549,-33.65510547,150.8390238,1.569050571,236.6740564
252,0.945,3.78,52.39470829,0.367435432,-31.58914729,142.5956883,1.658630029,236.5134907
253,0.945,3.8,52.3675059,0.367464182,-31.58914729,142.5105042,1.657768899,236.2494816
254,0.945,0.78,46.25797293,0.304672271,-29.75079891,151.8286281,1.554848093,236.0704527
255,0.945,1.24,51.81849526,0.346910972,-32.81198113,149.3711628,1.579255305,235.8952013
256,0.935,1.92,53.28670761,0.346036424,-34.80028398,153.9916146,1.531214735,235.7942293
257,0.93,1.94,51.18797229,0.339381553,-32.86014092,150.8272085,1.557752671,234.9514869
258,0.93,1.98,51.33097242,0.341337163,-32.86014092,150.382021,1.562104452,234.9124245
259,0.935,1.08,50.19408106,0.323887977,-33.13986487,154.9735855,1.514613329,234.7250583
260,0.955,1.1,53.53817034,0.348615121,-35.06089831,153.5738617,1.527005095,234.5080692
261,0.945,1.2,52.01014845,0.348057249,-33.16642037,149.4298672,1.568156825,234.3294661
262,0.955,1.04,51.62818644,0.342863264,-33.20304803,150.5795221,1.554923102,234.1395777
263,0.945,1.38,52.34333658,0.349591691,-33.5154551,149.7270613,1.561767143,233.8388048
264,0.93,1.8,50.96681771,0.338164682,-32.86013745,150.7159692,1.551022657,233.763883
265,0.935,1.8,52.94123299,0.34463204,-34.80028062,153.6166894,1.521287531,233.6951543
266,0.955,1.02,51.08756843,0.341071683,-32.77327754,149.7854292,1.558817801,233.4881934
267,0.95,0.54,42.41613976,0.271874633,-28.34687247,156.013598,1.496325205,233.4470791
268,0.965,0.74,44.24772649,0.31851499,-26.35508546,138.9188198,1.678906584,233.2317212
269,0.945,1.36,52.02415409,0.347983538,-33.3660129,149.5017677,1.559196007,233.1025592
270,0.935,1.72,52.76220073,0.343201716,-34.80028062,153.7352473,1.516142968,233.0846141
271,0.935,1.94,52.95663705,0.346108685,-34.80028398,153.0058023,1.521730026,232.8335236
272,0.93,1.96,51.07410752,0.341362271,-32.86014092,149.61849,1.554287538,232.5501544
273,0.93,0.64,39.60387383,0.274998253,-24.53809801,144.0150014,1.613974881,232.4365948
274,0.93,1.9,50.97323485,0.340355672,-32.86014092,149.7646109,1.55121778,232.3175273
275,0.935,1.98,53.04146331,0.348110188,-34.80028398,152.3697529,1.524167542,232.2370318
276,0.93,2,51.04699953,0.341618729,-32.86014092,149.4268177,1.553462587,232.1289709
277,0.93,1.72,50.67323632,0.336863328,-32.86013745,150.4266928,1.542088386,231.9712558
278,0.93,1.82,50.74223227,0.338736942,-32.86013745,149.798342,1.544188071,231.3168127
279,0.935,1.74,52.58562087,0.343677315,-34.80028062,153.0087049,1.511068875,231.2066915
280,0.935,1.82,52.68405094,0.345233076,-34.80028062,152.604297,1.513897302,231.0272335
281,0.935,1.9,52.79901359,0.346981512,-34.80028398,152.166648,1.517200653,230.8673378
282,0.945,1.26,51.59888379,0.349201126,-33.03062125,147.7626501,1.562152991,230.8278658
283,0.93,1.84,50.69060098,0.339054033,-32.86014092,149.5059667,1.542616664,230.6303956
284,0.95,1.78,56.27324459,0.36746543,-37.3750642,153.1388804,1.505636065,230.5714212
285,0.93,1.74,50.52820662,0.337309182,-32.86013745,149.7978986,1.537674841,230.3404598
286,0.95,1.12,51.3074627,0.347045699,-32.93905988,147.8406528,1.557648059,230.2837058
287,0.95,1.18,52.48546821,0.351744975,-34.01080999,149.2145501,1.543199595,230.2678334
288,0.935,1.96,52.81157757,0.348092901,-34.80028398,151.7169048,1.517561684,230.2397616
289,0.935,1.84,52.60208576,0.345583886,-34.80028398,152.2122061,1.511541854,230.0751202
290,0.93,1.88,50.66319752,0.339514057,-32.86014092,149.2226801,1.541782722,230.0689499
291,0.945,1.4,52.06885765,0.35016824,-33.66467794,148.6966885,1.546691097,229.9878442
292,0.95,1.38,52.43198181,0.357013272,-33.5154551,146.8628367,1.56441205,229.7539914
293,0.95,1.36,52.1698769,0.355366899,-33.3660129,146.8056734,1.56356341,229.5399792
294,0.955,0.96,50.40856522,0.335414335,-33.01476234,150.2874505,1.526849253,229.4662816
295,0.93,2.02,50.76340084,0.341902741,-32.86014092,148.4732197,1.54483211,229.3661973
296,0.935,2,52.72438366,0.348429085,-34.80028398,151.3202712,1.515056133,229.2587049
