Year,Ratio,Stop,CAGR,StDev,DrawDown,Sharpe,MaR,SM
2020,1.115,4.9,37.6322297995489,0.3793472534944861,-50.591356866687384,99.20258932386311,0.7438470151870623,73.7915499673835
2020,1.04,1.7,61.49934384793152,0.4870233845591214,-50.219478903554716,126.27595675637605,1.2246113498317956,154.63896985472712
2020,1.04,1.6,55.94372198057896,0.48850746136759376,-50.13144162103058,114.51968783437319,1.115940818209187,127.7971941429511
2020,1.04,1.5,63.71761955862445,0.4866595458506388,-49.12315942584734,130.92853125330473,1.2970993784471012,169.82731650965343
2020,0.93,0.4,43.548509788513876,0.2862712676058626,-29.570049014668555,152.12322966505786,1.4727236254126987,224.03547430181263
2020,1.04,1.4,60.57787062036706,0.4884449718885185,-53.28881272797263,124.0218941883042,1.136784017493567,140.98610713254251
2020,0.93,0.5,52.16536986268159,0.30296910472785077,-32.07581813491372,172.18049315470756,1.6263145539505632,280.01964192388624
2020,1.04,1.3,59.97942209024589,0.48900861326530903,-49.959998016165954,122.65514443547106,1.2005489285815798,147.2535022370237
2020,0.93,0.6,64.5693504309963,0.3216254433587555,-36.220291152312846,200.75946031102004,1.7826844670980293,357.8907715194387
2020,1.11,3.6,39.98516099623524,0.442424857822457,-58.216157961978055,90.37729297814703,0.6868395716246032,62.07470119370176
2020,1.04,1.2,65.7824660202836,0.48425125326574603,-50.38056088574121,135.84366705641477,1.3057112676747007,177.37260671781132
2020,0.93,0.7,57.95119233435351,0.33501747732050907,-37.592564475390944,172.97960929635911,1.5415599638670525,266.6584402566322
2020,1.04,1.1,66.9474913828625,0.47479003582605495,-50.743588527044444,141.0044152809254,1.3193290684828483,186.031223864552
2020,0.93,0.8,64.74355098856878,0.3451130756884915,-34.236568575058925,187.6009793584526,1.8910642533181308,354.7655059522422
2020,0.93,0.9,61.856005762891186,0.35268628928604184,-43.500195310330525,175.38534284422846,1.4219707594784403,249.39282916559418
2020,1.04,1.0,63.68249947683506,0.4718961357453609,-52.69827773369735,134.9502457277986,1.2084360668985197,163.0787441742897
2020,1.095,4.8,47.79986681404436,0.3912072069760843,-52.12670347705877,122.18554761177114,0.9169938558474415,112.04339643334917
2020,0.93,1.0,54.806842201030825,0.3592402925541733,-50.03556028587197,152.56318218470992,1.0953578192769047,167.11127453978898
2020,1.04,0.9,72.69873026869095,0.46321776089479294,-48.88480130892236,156.94288174153678,1.487143822254262,233.39663702870763
2020,1.04,0.8,70.97918344630791,0.45033997181622426,-54.81643472322233,157.61244368348733,1.2948522428482279,204.08482620435356
2020,0.93,1.1,57.726334005857424,0.3607512945004022,-45.45588697160948,160.0169836834586,1.26994186785777,203.21226714793772
2020,1.04,0.7,59.22316751500123,0.4397652931855102,-50.18202653999939,134.6699442468703,1.1801669162921364,158.93301281906287
2020,0.93,1.2,55.72544973436917,0.3657135267300434,-42.55226745563625,152.37459284765174,1.3095765059398279,199.54618689543165
2020,1.04,0.6,65.44492102716275,0.4192323046040388,-52.43147908223524,156.1065793557462,1.2481990241876793,194.85208002111892
2020,0.93,1.3,53.57534997237605,0.3693677651754876,-41.313480910985426,145.04608962539615,1.296800675978144,188.09586707420019
2020,1.04,0.5,56.87754101165565,0.3934946108893031,-52.67069223094918,144.54465051786008,1.0798707706794584,156.08954315231452
2020,0.93,1.4,51.39895632771023,0.36450569796829413,-43.10755650772718,141.01002155577024,1.1923421435055541,168.1321913575715
2020,0.93,0.3,38.16313002782048,0.26478294398717794,-27.608505012455954,144.12986521393356,1.3822961442715809,199.230156959603
2020,1.095,4.7,48.02987587713161,0.39050625983846515,-51.75655567487922,122.99386928393774,0.9279959852591889,114.1378169069877
2020,0.93,4.0,38.84906547125997,0.34757994967160605,-35.77980994967024,111.77015678828602,1.0857817726228034,121.35799896391386
2020,0.93,0.2,25.234225210139872,0.22963621976481746,-29.863089334198822,109.8878270857427,0.8449971443926253,92.85490009096317
2020,1.11,3.8,38.29780373105838,0.44145526828767756,-58.21617700871885,86.7535319707666,0.657855010392088,57.071245676179004
2020,0.925,4.0,31.01846572285989,0.3453218185674216,-37.584031418164656,89.82480704967027,0.8253097007541459,74.13328462646227
2020,1.04,2.8,43.04319813216155,0.4390339608468508,-55.32303513094761,98.04070293135342,0.7780339243911667,76.27899285174946
2020,0.925,4.1,30.880958280908754,0.3455853457102554,-37.5840314181646,89.35841367185712,0.8216510341140199,73.42143300026977
2020,1.04,2.7,46.98894660602102,0.4538793393387956,-54.73999770506297,103.5273971149993,0.8584024219218217,88.86816841877761
2020,0.925,4.2,30.743304412448612,0.3458539037213403,-37.58403141816468,88.89101462107236,0.8179884714972359,72.71182517972942
2020,1.04,2.6,46.00958021555799,0.4539425884686118,-54.152430887913525,101.35550482445944,0.8496309299722874,86.11477182181613
2020,0.925,4.3,31.795003255051157,0.343818292226534,-37.58403141816461,92.47618283817825,0.8459710695027896,78.23217529914916
2020,1.095,4.6,47.61543071892815,0.39656207416019335,-51.386407872699635,120.07056100804448,0.9266152799955704,111.25921650769435
2020,1.04,2.5,46.72989218045775,0.4578983626826114,-53.56032080963777,102.05297941379233,0.8724722233562324,89.03838984927921
2020,0.925,4.4,31.701522920449342,0.34399305767982147,-37.58403141816464,92.15744972957036,0.8434838340712902,77.7333190361302
2020,1.04,2.4,47.606835574371665,0.46415161891030293,-53.3105653909006,102.56742330477934,0.8930093917649111,91.59367230029517
2020,0.925,4.5,31.60793161071298,0.3441709445439446,-37.58403141816461,91.8378849574189,0.8409936459194386,77.23507770386968
