,Ratio,Stop,CAGR,StDev,DrawDown,Sharpe,MaR,SM
179,1.015,4.9,30.16658277,0.284142504,-25.96348273,106.1670899,1.161885063,123.353956
180,0.945,4.1,25.55387873,0.23310847,-22.71813503,109.622266,1.124822909,123.3056362
181,0.93,0.5,17.37491093,0.162899637,-15.04654783,106.6602188,1.154744007,123.1652485
182,0.945,0.7,22.65453978,0.189967571,-21.96189073,119.2547744,1.03153868,123.0159126
183,1.01,0.9,27.36899061,0.246809012,-24.90824784,110.8913747,1.098792287,121.8465873
184,0.945,4.3,25.39687622,0.233275663,-22.71813503,108.8706635,1.11791202,121.7078234
185,1.01,3.1,29.93780201,0.284214643,-25.96348273,105.3351849,1.153073427,121.4592027
186,0.92,4.5,22.73203172,0.212015118,-20.06892675,107.2189186,1.132697926,121.4466468
187,1.01,3.7,29.99697025,0.285389269,-25.96348273,105.1089636,1.155352329,121.4378859
188,0.915,2.5,24.27323873,0.206124279,-23.55913632,117.7602115,1.030311061,121.3296485
189,1.005,1.1,27.6308527,0.256813,-24.57029152,107.5913316,1.124563486,120.993283
190,0.925,3.1,22.84155727,0.215696537,-20.06892685,105.8967271,1.13815539,120.5269308
191,1.02,0.1,18.98319903,0.153830705,-19.44106146,123.4031853,0.976448692,120.4968789
192,0.925,3.5,22.8449491,0.216490597,-20.06892685,105.5239783,1.138324399,120.1205192
193,0.92,3.9,22.56871782,0.211328363,-20.06892675,106.7945519,1.124560277,120.0969108
194,1.025,0.1,19.08570807,0.154142354,-19.72699683,123.8187142,0.96749182,119.7935931
195,0.905,1.9,21.53482472,0.190052298,-20.41577484,113.3099936,1.054813001,119.5208544
196,1,2.7,29.88897971,0.284428954,-26.33446103,105.0841671,1.134975942,119.2680015
197,1,2.5,29.75560148,0.284527273,-26.11445522,104.5790837,1.139430298,119.1605765
198,1.01,3.3,29.58515016,0.28458574,-25.96348273,103.9586527,1.139490817,118.4599302
199,0.915,1.1,21.35232647,0.186363166,-20.65461577,114.5737483,1.033779892,118.4440372
200,0.92,4.1,22.4158148,0.211499379,-20.06892675,105.985251,1.116941383,118.3793129
201,0.925,3.3,22.61453328,0.216004788,-20.06892685,104.6945928,1.126843177,117.9743875
202,0.925,3.7,22.62826229,0.216837129,-20.06892685,104.3560315,1.127527269,117.6642712
203,0.925,1.1,20.00434524,0.196961426,-17.28789119,101.5647866,1.157130446,117.5237068
204,0.91,0.5,17.7486105,0.147313415,-18.21215769,120.48197,0.974547377,117.4153878
205,0.95,0.7,23.20143999,0.193961169,-23.67385113,119.6189947,0.980045023,117.2320004
206,1.03,0.1,19.02716244,0.154405397,-20.03694465,123.22861,0.949603983,117.0183789
207,0.915,1.7,24.21987567,0.201014355,-24.93977738,120.4882891,0.971134397,117.010322
208,0.915,2.9,24.0341951,0.206077403,-24.01436566,116.6270282,1.000825733,116.7233309
209,0.92,4.3,22.26273639,0.211682969,-20.06892675,105.1701822,1.109313749,116.6667291
210,1,2.3,29.21986344,0.284087567,-25.89444897,102.8551292,1.128421905,116.0639808
211,1.04,0.1,19.01954318,0.155600146,-20.03694465,122.2334532,0.949223722,116.0268934
212,1.005,0.5,21.63515784,0.204576067,-19.86884782,105.7560552,1.088898463,115.1576059
213,0.945,0.1,13.24966107,0.124826992,-12.30569257,106.1441993,1.076709905,114.2865107
214,0.925,2.7,22.38094907,0.216440782,-20.27708211,103.4044919,1.103755903,114.1333183
215,0.92,0.9,19.92658352,0.186078314,-18.74262498,107.0870811,1.063169302,113.8516972
216,0.93,1.9,24.26035952,0.220644844,-23.50063934,109.95208,1.032327639,113.5065711
217,0.995,4.5,27.45227139,0.276395751,-24.06929788,99.32233503,1.1405514,113.2822283
218,0.915,1.5,23.9689107,0.195769406,-25.91127173,122.4344049,0.925037989,113.2564758
219,0.925,0.9,20.54233272,0.188803841,-19.73636257,108.8025149,1.040836813,113.2456629
220,1,1.7,28.21706336,0.281019808,-25.05744674,100.4095175,1.126094915,113.0706471
221,0.915,2.1,24.04255805,0.20436631,-25.03315941,117.6444299,0.960428432,112.9890553
222,1.015,4.5,28.90764909,0.285222461,-25.96348273,101.3512366,1.113396434,112.8441055
223,0.945,3.5,24.54182623,0.235292523,-22.71813503,104.3034684,1.080274688,112.6763968
224,1.045,0.1,18.73930151,0.155639201,-20.03694465,120.4021952,0.935237474,112.6046449
225,0.91,0.7,21.42128866,0.166659969,-24.45173986,128.5328969,0.876063985,112.6030418
226,0.995,3.9,27.28267647,0.275870439,-24.06929788,98.89670168,1.13350529,112.0999345
227,1.015,3.9,28.73611758,0.284713715,-25.96348273,100.9298675,1.106789789,111.7081468
228,1,2.9,28.99105659,0.28536857,-26.55446684,101.5916243,1.091758188,110.9134876
229,1,2.1,28.45594798,0.284412344,-25.67444316,100.0517333,1.108337493,110.8910873
230,0.925,2.5,21.9837977,0.217197423,-20.06892685,101.2157392,1.095414711,110.8732097
231,0.995,4.1,27.12389284,0.276002383,-24.06929788,98.27412558,1.126908354,110.7459331
232,0.945,3.7,24.32214629,0.235611905,-22.71813503,103.2297003,1.070604883,110.5182212
233,1.015,4.1,28.5755208,0.284841792,-25.96348273,100.3206748,1.100604302,110.4133663
234,0.945,3.1,24.26525924,0.235058892,-22.71813503,103.2305523,1.068100846,110.2606402
235,1.01,1.1,26.33318033,0.257149168,-24.57029152,102.4042992,1.071748795,109.7516843
236,0.95,1.1,24.09529231,0.214606585,-24.70144696,112.2765748,0.975460764,109.5213933
237,0.95,0.5,18.96728497,0.172592373,-19.03964352,109.8964264,0.996199585,109.4787744
238,0.995,4.3,26.96492707,0.276144008,-24.06929788,97.64806139,1.12030385,109.3954991
239,1.015,4.3,28.41473979,0.284979253,-25.96348273,99.70809977,1.09441172,109.121713
240,0.92,3.1,21.42570211,0.21309628,-20.06892675,100.5447029,1.067605776,107.3421055
241,0.95,0.1,13.22588368,0.126400626,-12.8953103,104.6346376,1.025635163,107.3169636
242,0.955,0.7,22.60346577,0.197848254,-24.07158478,114.2464758,0.939010288,107.2786162
243,1.005,2.7,29.205514,0.287102415,-27.72486736,101.7250727,1.053405003,107.1577005
244,0.945,3.3,23.92798195,0.235556718,-22.71813503,101.5805544,1.053254676,106.9901939
245,1.005,2.5,29.07282448,0.287199762,-27.50901407,101.2285815,1.056847199,106.9831428
246,0.92,3.5,21.42905484,0.21390004,-20.06892675,100.1825657,1.067772836,106.9722224
247,0.925,2.9,21.81424479,0.217079324,-20.51517858,100.4897399,1.063322198,106.8529711
248,0.915,2.3,23.69642976,0.205841992,-25.70336687,115.1195127,0.921919291,106.1308995
249,0.915,0.5,17.13680882,0.150296802,-18.42129889,114.0197838,0.930271471,106.069352
250,0.98,4.7,28.93071661,0.269916011,-29.23936272,107.1841441,0.989444158,106.0527252
251,1.04,0.9,28.41741725,0.260266596,-29.26263647,109.185803,0.971116094,106.0320906
252,0.925,2.1,21.88142503,0.215401001,-20.97950525,101.5846021,1.042990517,105.9517767
253,0.98,4.9,28.8964567,0.269911161,-29.23936272,107.0591398,0.988272452,105.8035986
254,0.92,3.3,21.20129477,0.213407893,-20.06892675,99.34634802,1.056423945,104.9518609
255,0.925,1.5,21.91233965,0.207533637,-22.10106108,105.5845212,0.991460979,104.6829328
256,0.92,3.7,21.21486554,0.214250391,-20.06892675,99.01902853,1.057100153,104.6730302
257,0.945,1.7,24.45238337,0.229974857,-24.88345194,106.3263335,0.982676496,104.4843889
258,0.93,0.1,12.63992872,0.121292691,-12.61773487,104.2101438,1.00175894,104.3934432
259,1.005,2.3,28.53991542,0.28676389,-27.29315977,99.52409096,1.045680151,104.0703664
260,0.975,0.9,25.53190853,0.232380139,-26.9929071,109.8713024,0.945874723,103.9244878
261,0.925,1.7,21.93626221,0.212368691,-21.87341048,103.2932969,1.002873431,103.590103
262,1.015,3.5,27.53911188,0.286635742,-25.96348273,96.07703393,1.060686356,101.907599
263,1.01,0.5,20.40192123,0.205666004,-19.86884782,99.19928823,1.026829609,101.8607663
264,0.995,3.5,26.09918506,0.27785195,-24.06929788,93.93198436,1.084335122,101.8537497
265,0.955,1.1,22.92341179,0.21896229,-23.60463132,104.6911401,0.971140429,101.6697988
266,1,0.7,25.31246953,0.223871727,-28.20300491,113.0668434,0.897509666,101.4785849
267,0.945,2.1,23.65814247,0.234061434,-23.58128717,101.0766363,1.003259165,101.4060617
268,0.945,2.7,24.01312723,0.235353264,-24.25989241,102.0301432,0.989828266,100.9923197
269,1.005,1.7,27.53461147,0.283727833,-26.47195562,97.0458596,1.040142703,100.9415428
270,0.98,0.5,19.55967235,0.192576785,-19.8245369,101.5681738,0.986639559,100.2111783
271,1.015,3.7,27.31414501,0.286898826,-25.96348273,95.20479876,1.052021614,100.1575061
272,1.015,3.1,27.25619786,0.28573018,-25.96348273,95.39138573,1.049789743,100.1408983
273,0.995,3.7,25.87675809,0.278123018,-24.06929788,93.04069211,1.075094015,100.0274912
274,0.995,3.1,25.81946516,0.276917181,-24.06929788,93.23894265,1.072713683,100.0186895
275,0.945,0.5,17.67412252,0.169334413,-18.49622213,104.3740739,0.955553107,99.73497063
276,1.005,2.9,28.31232882,0.288032901,-27.94072065,98.29546808,1.013299878,99.60278579
277,1.015,0.9,25.19005595,0.248316971,-25.70585189,101.4431509,0.979934688,99.40766242
278,1.005,2.1,27.77999854,0.287085291,-27.07730648,96.76566307,1.025951328,99.27686054
279,0.945,2.5,23.71685293,0.235801855,-24.0336908,100.579586,0.986816929,99.25363817
280,1.045,0.9,27.50705789,0.260786626,-29.45895558,105.4772566,0.933741789,98.4885223
281,0.95,4.7,26.10517018,0.237948792,-29.1741987,109.709194,0.894803331,98.16815226
282,0.95,4.9,26.07166108,0.237943157,-29.1741987,109.5709638,0.893654744,97.91861161
283,1.015,3.3,26.9108239,0.286098588,-25.96348273,94.06136553,1.036487446,97.49342452
284,0.925,2.3,21.47950294,0.21686195,-21.87163854,99.04689581,0.982071046,97.27108859
285,0.995,3.3,25.4779905,0.277296792,-24.06929788,91.87986021,1.058526536,97.25727014
286,0.94,1.9,23.45219354,0.231347691,-24.46908357,101.3720666,0.958441842,97.15923032
287,0.915,1.3,21.11559494,0.193094661,-23.88878415,109.3535931,0.883912501,96.65900795
288,1.03,0.9,25.86198015,0.255082558,-27.15123322,101.3867052,0.952515856,96.57244429
289,0.945,1.5,24.09478133,0.225805602,-26.65040863,106.7058618,0.904105512,96.47335773
290,0.98,4.5,27.64980733,0.271045968,-29.23936272,102.0115058,0.945636456,96.4657988
291,1,1.3,24.71040346,0.268075458,-23.76866755,92.17704475,1.039620896,95.82918187
292,1.01,2.7,27.61551783,0.287603456,-27.72486736,96.01942277,0.996055904,95.64071296
293,0.915,0.7,20.11641064,0.169701786,-24.94797742,118.5397696,0.806334329,95.58268559
294,0.98,3.9,27.47994956,0.270510268,-29.23936272,101.5856062,0.93982724,95.47291993
295,1.01,2.5,27.48446117,0.287700467,-27.50901407,95.53151387,0.99910746,95.44624818
296,0.955,4.7,26.03564893,0.241111518,-29.45826215,107.9817719,0.883814829,95.43589132
297,0.955,4.9,26.00215831,0.241105958,-29.45826215,107.8453577,0.882677945,95.19271876
